freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	
3,7303864E+001	2,4058750E+003	1,4940442E+003
3,6434010E+001	2,4379819E+003	1,5137828E+003
3,5603867E+001	2,4667236E+003	1,5324027E+003
3,4810604E+001	2,4961399E+003	1,5485748E+003
3,4009666E+001	2,5279907E+003	1,5670245E+003
3,3224449E+001	2,5605986E+003	1,5839541E+003
3,2484383E+001	2,5928640E+003	1,5993691E+003
3,1736643E+001	2,6270110E+003	1,6163021E+003
3,1002014E+001	2,6616509E+003	1,6311981E+003
3,0300617E+001	2,6957249E+003	1,6458733E+003
2,9611513E+001	2,7306943E+003	1,6594644E+003
2,8935150E+001	2,7657556E+003	1,6725287E+003
2,8272047E+001	2,8030369E+003	1,6860642E+003
2,7638525E+001	2,8399971E+003	1,6979921E+003
2,7014166E+001	2,8767915E+003	1,7089296E+003
2,6393608E+001	2,9149565E+003	1,7202468E+003
2,5783852E+001	2,9541370E+003	1,7303047E+003
2,5201590E+001	2,9931482E+003	1,7392440E+003
2,4629608E+001	3,0312983E+003	1,7473199E+003
2,4068058E+001	3,0723850E+003	1,7546550E+003
2,3517460E+001	3,1118887E+003	1,7611183E+003
2,2977962E+001	3,1525044E+003	1,7666298E+003
2,2449717E+001	3,1943293E+003	1,7698492E+003
2,1945238E+001	3,2332532E+003	1,7741080E+003
2,1448210E+001	3,2744109E+003	1,7778643E+003
2,0959080E+001	3,3142119E+003	1,7796310E+003
2,0478369E+001	3,3566721E+003	1,7793656E+003
2,0006374E+001	3,3974177E+003	1,7796012E+003
1,9555689E+001	3,4378813E+003	1,7798308E+003
1,9113123E+001	3,4788210E+003	1,7766951E+003
1,8667877E+001	3,5194128E+003	1,7731335E+003
1,8253475E+001	3,5601694E+003	1,7704214E+003
1,7836765E+001	3,5985232E+003	1,7647496E+003
1,7425642E+001	3,6408638E+003	1,7607965E+003
1,7033070E+001	3,6801543E+003	1,7530297E+003
1,6634167E+001	3,7208586E+003	1,7457148E+003
1,6264767E+001	3,7603804E+003	1,7372921E+003
1,5889853E+001	3,7983076E+003	1,7273292E+003
1,5531778E+001	3,8367244E+003	1,7183180E+003
1,5169904E+001	3,8741794E+003	1,7070651E+003
1,4824494E+001	3,9123364E+003	1,6959258E+003
1,4485494E+001	3,9495212E+003	1,6837521E+003
1,4161616E+001	3,9861624E+003	1,6708257E+003
1,3835579E+001	4,0216648E+003	1,6563435E+003
1,3516471E+001	4,0571826E+003	1,6425812E+003
1,3211668E+001	4,0911067E+003	1,6277548E+003
1,2906119E+001	4,1257441E+003	1,6129938E+003
1,2614354E+001	4,1596191E+003	1,5971833E+003
1,2332275E+001	4,1918936E+003	1,5824208E+003
1,2047068E+001	4,2222212E+003	1,5652822E+003
1,1774674E+001	4,2544990E+003	1,5454025E+003
1,1505857E+001	4,2863843E+003	1,5282664E+003
1,1240989E+001	4,3152993E+003	1,5079481E+003
1,0988042E+001	4,3464814E+003	1,4918212E+003
1,0738820E+001	4,3727944E+003	1,4719330E+003
1,0493621E+001	4,3995811E+003	1,4551893E+003
1,0252595E+001	4,4274941E+003	1,4340306E+003
1,0016039E+001	4,4556377E+003	1,4123313E+003
9,7901373E+000	4,4791680E+003	1,3950669E+003
9,5682592E+000	4,5037056E+003	1,3754867E+003
9,3507023E+000	4,5265786E+003	1,3559768E+003
9,1373920E+000	4,5518281E+003	1,3342478E+003
8,9285526E+000	4,5745386E+003	1,3152944E+003
8,7290258E+000	4,5974629E+003	1,2913582E+003
8,5289030E+000	4,6180508E+003	1,2739551E+003
8,3288555E+000	4,6396992E+003	1,2509823E+003
8,1380453E+000	4,6589048E+003	1,2308712E+003
7,9557300E+000	4,6760562E+003	1,2099647E+003
7,7736378E+000	4,6976855E+003	1,1878999E+003
7,5997415E+000	4,7139214E+003	1,1711229E+003
7,4263663E+000	4,7334204E+003	1,1472856E+003
7,2539597E+000	4,7498774E+003	1,1292833E+003
7,0893764E+000	4,7644600E+003	1,1113425E+003
6,9259777E+000	4,7800762E+003	1,0899282E+003
6,7699327E+000	4,7941753E+003	1,0705398E+003
6,6151543E+000	4,8086108E+003	1,0509761E+003
6,4672976E+000	4,8242603E+003	1,0309403E+003
6,3156857E+000	4,8386694E+003	1,0117310E+003
6,1710105E+000	4,8512100E+003	9,9199768E+002
6,0351491E+000	4,8638105E+003	9,7589990E+002
5,8984532E+000	4,8768457E+003	9,5556171E+002
5,7614298E+000	4,8888286E+003	9,3691919E+002
5,6306272E+000	4,8976084E+003	9,1938104E+002
5,4998250E+000	4,9095532E+003	8,9952344E+002
5,3749604E+000	4,9191904E+003	8,8297626E+002
5,2556319E+000	4,9301387E+003	8,6502960E+002
5,1313639E+000	4,9382100E+003	8,4677820E+002
5,0176606E+000	4,9481646E+003	8,3083789E+002
4,9042702E+000	4,9574487E+003	8,1439105E+002
4,7914758E+000	4,9648228E+003	7,9766345E+002
4,6795459E+000	4,9736250E+003	7,8135620E+002
4,5740604E+000	4,9810391E+003	7,6423743E+002
4,4693947E+000	4,9895566E+003	7,5025018E+002
4,3694081E+000	4,9957720E+003	7,3456439E+002
4,2691231E+000	5,0022349E+003	7,1857391E+002
4,1733460E+000	5,0088730E+003	7,0521698E+002
4,0775018E+000	5,0159595E+003	6,8825043E+002
3,9819033E+000	5,0220483E+003	6,7468701E+002
3,8945675E+000	5,0270132E+003	6,6127985E+002
3,8035512E+000	5,0328560E+003	6,4582306E+002
3,7166998E+000	5,0374463E+003	6,3173615E+002
3,6337228E+000	5,0417134E+003	6,2003632E+002
3,5511329E+000	5,0484023E+003	6,0613416E+002
3,4683719E+000	5,0519248E+003	5,9209930E+002
3,3893735E+000	5,0583296E+003	5,7968042E+002
3,3138916E+000	5,0608584E+003	5,6841138E+002
3,2383428E+000	5,0659360E+003	5,5515735E+002
3,1629577E+000	5,0694126E+003	5,4326642E+002
3,0928328E+000	5,0729683E+003	5,3147131E+002
3,0210764E+000	5,0773330E+003	5,1867120E+002
2,9525683E+000	5,0800732E+003	5,0874805E+002
2,8839037E+000	5,0837744E+003	4,9739737E+002
2,8183610E+000	5,0863574E+003	4,8684998E+002
2,7557313E+000	5,0897729E+003	4,7588306E+002
2,6902556E+000	5,0924551E+003	4,6502081E+002
2,6291461E+000	5,0953501E+003	4,5511169E+002
2,5715902E+000	5,0983838E+003	4,4501828E+002
2,5108457E+000	5,1000176E+003	4,3478296E+002
2,4555995E+000	5,1030664E+003	4,2559854E+002
2,3975744E+000	5,1052085E+003	4,1600558E+002
2,3446903E+000	5,1072139E+003	4,0672644E+002
2,2897124E+000	5,1097930E+003	3,9768588E+002
2,2372530E+000	5,1117417E+003	3,8831662E+002
2,1871479E+000	5,1120430E+003	3,7973026E+002
2,1369011E+000	5,1142671E+003	3,7136346E+002
2,0889044E+000	5,1165732E+003	3,6352728E+002
2,0400808E+000	5,1177939E+003	3,5544913E+002
1,9955337E+000	5,1194644E+003	3,4734308E+002
1,9484982E+000	5,1212573E+003	3,3987103E+002
1,9036309E+000	5,1224956E+003	3,3245728E+002
1,8607825E+000	5,1241445E+003	3,2479239E+002
1,8189774E+000	5,1252344E+003	3,1748431E+002
1,7775893E+000	5,1265830E+003	3,1015015E+002
1,7361120E+000	5,1275532E+003	3,0392722E+002
1,6965270E+000	5,1286787E+003	2,9716855E+002
1,6594082E+000	5,1297529E+003	2,9049820E+002
1,6215221E+000	5,1305376E+003	2,8398199E+002
1,5835613E+000	5,1314863E+003	2,7784232E+002
1,5473366E+000	5,1330142E+003	2,7067047E+002
1,5122890E+000	5,1335190E+003	2,6486603E+002
1,4779643E+000	5,1343247E+003	2,5903207E+002
1,4435500E+000	5,1357012E+003	2,5241150E+002
1,4107078E+000	5,1359072E+003	2,4705962E+002
1,3783500E+000	5,1370454E+003	2,4123521E+002
1,3474450E+000	5,1375645E+003	2,3568719E+002
1,3176725E+000	5,1387422E+003	2,3083104E+002
1,2872815E+000	5,1389775E+003	2,2548064E+002
1,2582541E+000	5,1401133E+003	2,2028902E+002
1,2283772E+000	5,1406665E+003	2,1486554E+002
1,2014583E+000	5,1416206E+003	2,1055281E+002
1,1730492E+000	5,1416675E+003	2,0558160E+002
1,1461973E+000	5,1422388E+003	2,0099696E+002
1,1212007E+000	5,1427256E+003	1,9668730E+002
1,0948032E+000	5,1429219E+003	1,9190060E+002
1,0699854E+000	5,1437388E+003	1,8756424E+002
1,0456369E+000	5,1440396E+003	1,8346812E+002
1,0224432E+000	5,1443848E+003	1,7917577E+002
9,9891424E-001	5,1441235E+003	1,7561929E+002
9,7552687E-001	5,1452046E+003	1,7127919E+002
9,5402449E-001	5,1456250E+003	1,6769116E+002
9,3238801E-001	5,1457075E+003	1,6378363E+002
9,1055036E-001	5,1462695E+003	1,5950194E+002
8,8980794E-001	5,1461973E+003	1,5653009E+002
8,6921453E-001	5,1468320E+003	1,5258734E+002
8,4936619E-001	5,1471802E+003	1,4887848E+002
8,3067268E-001	5,1476533E+003	1,4589726E+002
8,1168860E-001	5,1475874E+003	1,4263306E+002
7,9270452E-001	5,1478335E+003	1,3919112E+002
7,7462941E-001	5,1483223E+003	1,3612442E+002
7,5702369E-001	5,1486616E+003	1,3314296E+002
7,3964149E-001	5,1489214E+003	1,3001320E+002
7,2337687E-001	5,1489810E+003	1,2735744E+002
7,0701540E-001	5,1488315E+003	1,2420155E+002
6,9076049E-001	5,1491880E+003	1,2142437E+002
6,7448020E-001	5,1497061E+003	1,1815704E+002
6,5961707E-001	5,1496714E+003	1,1576807E+002
6,4438283E-001	5,1497192E+003	1,1308551E+002
6,2943101E-001	5,1498081E+003	1,1092026E+002
6,1564225E-001	5,1501489E+003	1,0811143E+002
6,0142428E-001	5,1499634E+003	1,0602549E+002
5,8744997E-001	5,1503633E+003	1,0311464E+002
5,7444870E-001	5,1504131E+003	1,0140344E+002
5,6100118E-001	5,1508965E+003	9,8429848E+001
5,4801482E-001	5,1502505E+003	9,6699173E+001
5,3561628E-001	5,1513579E+003	9,4772003E+001
5,2336305E-001	5,1510757E+003	9,1927292E+001
5,1182508E-001	5,1512510E+003	8,9565948E+001
4,9976036E-001	5,1514053E+003	8,8102798E+001
