freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/ F	Cp/ F	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	Analog IN 1/V	Analog IN 2/V	THD Ewe/%	NSD Ewe/%	NSR Ewe/%	THD I/%	NSD I/%	NSR I/%	|Ewe h2|/V	|Ewe h3|/V	|Ewe h4|/V	|Ewe h5|/V	|Ewe h6|/V	|Ewe h7|/V	|I h2|/A	|I h3|/A	|I h4|/A	|I h5|/A	|I h6|/A	|I h7|/A	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	
9,4374268E+003	5,1382651E+000	4,5003200E+000	6,8304205E+000	-4,1213310E+001	1,931963225099389E+001	3,2459691E+000	3,7045415E-002	3,7473404E+000	1,6267284E+000	1,000000000000000E+000	38	1,4968323E-002	2,1914204E-003	0	1,053193831423867E-003	-7,0465269E-004	-5,6833500E-004	1,3961266E-001	5,5483744E-002	1,6831959E+000	2,1815509E-001	2,7287437E-002	9,7489989E-001	3,6403360E-006	1,5028058E-005	8,7069429E-006	4,9052005E-006	3,2093328E-006	7,8316862E-006	1,4213261E-006	3,5939054E-006	7,4497751E-007	2,5482564E-006	6,6196361E-007	4,4720716E-007	1,1013404E-001	9,6460268E-002	1,4640386E-001	4,1213310E+001	1,6267284E+003	1,8573260E+003	2,4689888E+003	-4,8786690E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,8786690E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,8786690E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,1213310E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,1213310E+001	1,1417555E+000	4,1213310E+001	5,722023345180712E-006
7,4706152E+003	5,8096700E+000	5,0844679E+000	7,7203679E+000	-4,1191547E+001	2,005020905900165E+001	3,2459695E+000	3,8365547E-002	4,1900406E+000	1,8173277E+000	1,000000000000000E+000	38	1,4612560E-002	1,8927285E-003	0	1,059430149562282E-003	-3,6131596E-004	-6,0270686E-004	1,5606920E-001	9,5890142E-002	1,7402418E+000	2,7086353E-001	7,6451123E-002	1,1213589E+000	9,1752618E-006	1,4857274E-005	3,8426047E-006	1,2137865E-005	3,7641153E-006	5,2298137E-006	1,2555033E-006	3,5512189E-006	1,2749528E-006	3,0373442E-006	7,7999357E-007	7,0610423E-007	9,7471014E-002	8,5304029E-002	1,2952751E-001	4,1191547E+001	1,8173280E+003	2,0765349E+003	2,7594707E+003	-4,8808453E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,8808453E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,8808453E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,1191547E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,1191547E+001	1,1426308E+000	4,1191547E+001	6,236318138415093E-006
5,9169902E+003	6,6024666E+000	5,6935873E+000	8,7183428E+000	-4,0772591E+001	2,078929773406708E+001	3,2459662E+000	3,8371131E-002	4,7242546E+000	2,0148251E+000	1,000000000000000E+000	38	1,4348644E-002	1,6457994E-003	0	1,068316720968300E-003	-4,9865089E-004	-7,0582319E-004	1,6247445E-001	6,5325089E-002	1,7332056E+000	2,8387645E-001	6,0044747E-002	1,2959615E+000	5,7206794E-006	1,5857477E-005	5,3999652E-006	1,3450024E-005	2,1760791E-006	3,4891161E-006	8,6826725E-007	3,2480998E-006	1,5156191E-006	2,6478306E-006	9,2900359E-007	4,6359310E-007	8,6863704E-002	7,4906252E-002	1,1470070E-001	4,0772591E+001	2,0148252E+003	2,3364561E+003	3,0852144E+003	-4,9227409E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,9227409E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,9227409E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,0772591E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,0772591E+001	1,1596321E+000	4,0772591E+001	8,886571406018255E-006
4,6864971E+003	7,5290666E+000	6,3042483E+000	9,8198977E+000	-3,9940159E+001	2,154870697019942E+001	3,2459559E+000	3,7554428E-002	5,3868942E+000	2,2201953E+000	1,000000000000000E+000	38	1,4159839E-002	1,4419538E-003	0	1,076615249201849E-003	-8,4198755E-004	-5,3396280E-004	1,8705535E-001	8,3438553E-002	1,7941099E+000	2,6954103E-001	8,9085817E-002	1,4872344E+000	8,3370023E-006	1,6986316E-005	2,8525556E-006	1,6772112E-005	2,1801020E-006	5,8500564E-006	5,5043336E-007	2,5521013E-006	1,1560012E-006	2,3215455E-006	8,9217485E-007	8,0563365E-007	7,8077741E-002	6,5376163E-002	1,0183406E-001	3,9940159E+001	2,2201953E+003	2,6515449E+003	3,4583171E+003	-5,0059841E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,0059841E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,0059841E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,9940159E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,9940159E+001	1,1942846E+000	3,9940159E+001	8,298528233549466E-006
3,7111863E+003	8,5996790E+000	6,8990607E+000	1,1025041E+001	-3,8738201E+001	2,229769332577416E+001	3,2459636E+000	3,7504077E-002	6,2160916E+000	2,4340918E+000	1,000000000000000E+000	38	1,4027439E-002	1,2723254E-003	0	1,085446967438500E-003	-4,9865089E-004	-4,9959053E-004	1,6189872E-001	4,1014209E-002	1,8314919E+000	2,7365118E-001	5,7609603E-002	1,6727432E+000	6,0321154E-006	1,4522589E-005	4,4128437E-006	1,3967004E-005	3,3033577E-006	5,4400734E-006	3,8792390E-007	2,2237768E-006	5,8798128E-007	2,3699631E-006	5,8458863E-007	7,1603102E-007	7,0749253E-002	5,6758329E-002	9,0702616E-002	3,8738201E+001	2,4340920E+003	3,0340955E+003	3,8897993E+003	-5,1261799E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,1261799E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,1261799E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,8738201E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,8738201E+001	1,2465000E+000	3,8738201E+001	8,831718236650870E-006
2,9409380E+003	9,8315039E+000	7,4395509E+000	1,2329046E+001	-3,7114986E+001	2,304666981468472E+001	3,2459755E+000	3,9676338E-002	7,2742381E+000	2,6486344E+000	1,000000000000000E+000	38	1,3940238E-002	1,1306826E-003	0	1,093767390377334E-003	-6,0165196E-004	-4,3084644E-004	1,5007339E-001	9,5907412E-002	1,8345016E+000	2,9084042E-001	9,7971700E-002	1,8769752E+000	4,7483386E-006	1,2219603E-005	8,8581355E-006	1,0153347E-005	6,0870229E-006	5,6693852E-006	5,7682513E-007	1,9552176E-006	3,9124637E-007	2,2457029E-006	7,9959511E-007	7,7411750E-007	6,4678654E-002	4,8942685E-002	8,1109278E-002	3,7114986E+001	2,6486343E+003	3,5002190E+003	4,3893960E+003	-5,2885014E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,2885014E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,2885014E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,7114986E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,7114986E+001	1,3215184E+000	3,7114986E+001	8,320422938834157E-006
2,3292527E+003	1,1200248E+001	7,8918777E+000	1,3701361E+001	-3,5169151E+001	2,379581459691690E+001	3,2459731E+000	3,7636455E-002	8,6581116E+000	2,8724766E+000	1,000000000000000E+000	38	1,3866869E-002	1,0120797E-003	0	1,101620429358626E-003	-5,6731811E-004	-6,3707912E-004	1,4981061E-001	9,1121055E-002	1,8185861E+000	3,2914829E-001	8,8803016E-002	2,1260746E+000	4,1865783E-006	1,1830281E-005	6,0400403E-006	1,1840395E-005	3,1906902E-006	4,9442883E-006	2,8009444E-007	1,9344118E-006	8,7809531E-007	2,3456814E-006	6,0721021E-007	5,7921847E-007	5,9662335E-002	4,2039059E-002	7,2985455E-002	3,5169151E+001	2,8724766E+003	4,0766531E+003	4,9870054E+003	-5,4830849E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,4830849E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,4830849E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,5169151E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,5169151E+001	1,4192120E+000	3,5169151E+001	7,853038981291659E-006
1,8444061E+003	1,2697032E+001	8,2057371E+000	1,5117828E+001	-3,2873459E+001	2,454483177915972E+001	3,2459691E+000	3,7308287E-002	1,0515889E+001	3,0981495E+000	1,000000000000000E+000	38	1,3826015E-002	9,1455039E-004	0	1,109683418374405E-003	-6,0165196E-004	-5,3396280E-004	1,4816622E-001	7,7473678E-002	1,8681186E+000	2,6327887E-001	1,0112609E-001	2,3418593E+000	4,9027285E-006	1,3553291E-005	2,4003718E-006	1,3260103E-005	3,6864465E-006	3,3144661E-006	1,4991555E-007	1,2365930E-006	6,7306615E-007	1,8053493E-006	2,5552890E-007	5,7474369E-007	5,5555027E-002	3,5903666E-002	6,6147067E-002	3,2873459E+001	3,0981494E+003	4,7938774E+003	5,7078711E+003	-5,7126541E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,7126541E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,7126541E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,2873459E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,2873459E+001	1,5473360E+000	3,2873459E+001	8,062989015779082E-006
1,4604702E+003	1,4257812E+001	8,3424511E+000	1,6519131E+001	-3,0332518E+001	2,529371384140541E+001	3,2459605E+000	3,6802974E-002	1,3062724E+001	3,3315527E+000	1,000000000000000E+000	38	1,3794927E-002	8,3508797E-004	0	1,116882450419924E-003	-6,3598540E-004	-7,7456731E-004	1,6572322E-001	8,3272092E-002	1,8213620E+000	2,6471192E-001	1,3020766E-001	2,5678341E+000	5,8967794E-006	1,5411899E-005	4,8974812E-006	1,0044292E-005	7,4857116E-006	4,8719235E-006	3,7732630E-007	1,1952405E-006	3,8383754E-007	1,6368887E-006	5,3288750E-007	3,8664490E-007	5,2249063E-002	3,0571679E-002	6,0535874E-002	3,0332518E+001	3,3315532E+003	5,6938486E+003	6,5969053E+003	-5,9667480E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,9667480E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,9667480E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,0332518E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,0332518E+001	1,7090675E+000	3,0332518E+001	7,199032045519284E-006
1,1568517E+003	1,5847801E+001	8,2866182E+000	1,7883535E+001	-2,7604509E+001	2,604144742354401E+001	3,2459807E+000	3,6515821E-002	1,6602180E+001	3,5646183E+000	1,000000000000000E+000	38	1,3773109E-002	7,7015581E-004	0	1,123801223388058E-003	-7,0465269E-004	-5,6833500E-004	1,4774227E-001	7,4827425E-002	1,8265901E+000	2,4854024E-001	1,1405273E-001	2,7737718E+000	1,8803339E-006	1,3051848E-005	3,5381454E-006	1,4000263E-005	2,8837699E-006	3,2148494E-006	4,6456782E-007	9,4370660E-007	3,8348935E-007	1,3882734E-006	4,8407674E-007	2,6999572E-007	4,9552120E-002	2,5910189E-002	5,5917356E-002	2,7604509E+001	3,5646179E+003	6,8171792E+003	7,6928818E+003	-6,2395493E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,2395493E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,2395493E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,7604509E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,7604509E+001	1,9124570E+000	2,7604509E+001	6,918772968133582E-006
9,1646613E+002	1,7379135E+001	8,0392656E+000	1,9148476E+001	-2,4824387E+001	2,678946001906297E+001	3,2459655E+000	3,7973940E-002	2,1601669E+001	3,8076031E+000	1,000000000000000E+000	38	1,3763564E-002	7,1878120E-004	0	1,130935287208807E-003	-3,9564978E-004	-6,3707912E-004	1,8764451E-001	4,0788986E-002	1,8011858E+000	3,2032582E-001	1,5374590E-001	2,9926512E+000	3,2597748E-006	1,9080215E-005	4,8238035E-006	1,5091186E-005	3,8990297E-006	3,6000285E-006	7,3368813E-007	1,4105591E-006	7,1046526E-007	1,3358709E-006	3,2064708E-007	3,6651591E-007	4,7397967E-002	2,1925421E-002	5,2223478E-002	2,4824387E+001	3,8076033E+003	8,2312051E+003	9,0692109E+003	-6,5175613E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,5175613E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,5175613E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,4824387E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,4824387E+001	2,1617813E+000	2,4824387E+001	7,134063820749253E-006
7,2569403E+002	1,8815426E+001	7,6390681E+000	2,0307034E+001	-2,2097166E+001	2,753754141458194E+001	3,2459769E+000	3,6504634E-002	2,8709539E+001	4,0626931E+000	1,000000000000000E+000	38	1,3752896E-002	6,7724794E-004	0	1,138474589715977E-003	-4,6431704E-004	-4,6521865E-004	1,4432159E-001	7,8940801E-002	1,8300601E+000	2,5865310E-001	1,7804837E-001	3,1253147E+000	4,7917570E-006	1,0563538E-005	5,0411918E-006	1,2563840E-005	6,7962865E-006	4,3134401E-006	9,4755103E-007	5,5009309E-007	3,2703264E-007	1,0117187E-006	5,3444319E-007	3,8867628E-007	4,5626912E-002	1,8524539E-002	4,9244020E-002	2,2097166E+001	4,0626929E+003	1,0006625E+004	1,0799908E+004	-6,7902832E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,7902832E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,7902832E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,2097166E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,2097166E+001	2,4630525E+000	2,2097166E+001	7,539302507169688E-006
5,7481604E+002	2,0079168E+001	7,1170855E+000	2,1303190E+001	-1,9516933E+001	2,828681086355937E+001	3,2459631E+000	3,5820324E-002	3,8903534E+001	4,3421431E+000	1,000000000000000E+000	38	1,3747834E-002	6,4534153E-004	0	1,145675040266140E-003	-7,7332027E-004	-7,7456731E-004	1,3689640E-001	4,0427234E-002	1,8514463E+000	3,0404860E-001	1,0750363E-001	3,3789101E+000	4,5695288E-006	1,2164075E-005	6,5663025E-006	9,8918044E-006	3,0618914E-006	4,6206405E-006	1,0719078E-006	6,1763370E-007	8,1578827E-007	9,0260596E-007	4,3432811E-007	6,0794815E-007	4,4244207E-002	1,5682412E-002	4,6941325E-002	1,9516933E+001	4,3421440E+003	1,2250327E+004	1,2997104E+004	-7,0483063E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,0483063E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,0483063E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,9516933E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,9516933E+001	2,8212628E+000	1,9516933E+001	7,200450550163325E-006
4,5514554E+002	2,1203930E+001	6,5446291E+000	2,2190962E+001	-1,7152931E+001	2,903470335243037E+001	3,2459612E+000	3,7043504E-002	5,3429955E+001	4,6473207E+000	1,000000000000000E+000	38	1,3745577E-002	6,1942230E-004	0	1,153201583030769E-003	-2,5831524E-004	-3,9647456E-004	1,5848596E-001	5,3374574E-002	1,8857718E+000	2,5541481E-001	8,7694764E-002	3,4730783E+000	4,8859788E-006	1,4010825E-005	4,7133508E-006	9,6919175E-006	5,1396705E-006	6,5273657E-006	7,3621180E-007	7,9598613E-007	2,5425672E-007	6,5606685E-007	6,1334089E-007	6,1186176E-007	4,3059014E-002	1,3290239E-002	4,5063391E-002	1,7152931E+001	4,6473208E+003	1,5056844E+004	1,5757732E+004	-7,2847069E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,2847069E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,2847069E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,7152931E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,7152931E+001	3,2398980E+000	1,7152931E+001	7,526542764629135E-006
3,6057681E+002	2,2147583E+001	5,9397039E+000	2,2930231E+001	-1,5012737E+001	2,978244264124078E+001	3,2459264E+000	3,3664841E-002	7,4311752E+001	4,9862065E+000	1,000000000000000E+000	38	1,3742644E-002	5,9932430E-004	0	1,160613108338290E-003	-7,0465269E-004	-6,7145098E-004	1,3879971E-001	5,0129995E-002	1,8124824E+000	2,1441051E-001	1,3616590E-001	3,5364850E+000	7,6944707E-006	1,0457145E-005	5,9020117E-006	9,4967299E-006	4,1078015E-006	5,6966410E-006	6,5774225E-007	4,3823917E-007	4,1672914E-007	6,9001317E-007	2,6442285E-007	4,3850963E-007	4,2122047E-002	1,1296606E-002	4,3610550E-002	1,5012737E+001	4,9862080E+003	1,8592242E+004	1,9249254E+004	-7,4987259E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,4987259E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,4987259E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,5012737E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,5012737E+001	3,7287352E+000	1,5012737E+001	7,411525307520709E-006
2,8563962E+002	2,2954813E+001	5,3639698E+000	2,3573196E+001	-1,3152596E+001	3,053031035672757E+001	3,2459259E+000	3,5548095E-002	1,0387603E+002	5,3783746E+000	1,000000000000000E+000	38	1,3740357E-002	5,8288052E-004	0	1,167787768236057E-003	-6,3598540E-004	-4,9959053E-004	1,5211995E-001	6,0364462E-002	1,8530419E+000	2,2949827E-001	8,9846551E-002	3,6885285E+000	6,0095117E-006	1,3914490E-005	3,9248630E-006	1,1319936E-005	6,9345297E-006	2,8045906E-006	5,9255905E-007	8,2110336E-007	2,6240025E-007	2,1353584E-007	4,9354247E-007	5,3032136E-007	4,1308250E-002	9,6527124E-003	4,2421062E-002	1,3152596E+001	5,3783745E+003	2,3016457E+004	2,3636502E+004	-7,6847404E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,6847404E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,6847404E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,3152596E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,3152596E+001	4,2794447E+000	1,3152596E+001	7,174659897767272E-006
2,2623093E+002	2,3626940E+001	4,8301635E+000	2,4115612E+001	-1,1554033E+001	3,127764927230237E+001	3,2459531E+000	3,4874968E-002	1,4564861E+002	5,8429670E+000	1,000000000000000E+000	38	1,3739199E-002	5,6972221E-004	0	1,175245497139675E-003	-5,6731811E-004	-4,9959053E-004	1,2857920E-001	4,9121931E-002	1,8856376E+000	2,9347953E-001	7,4747361E-002	3,7757127E+000	4,8978141E-006	9,6643962E-006	5,6563258E-006	8,4124194E-006	6,1448213E-006	6,3963248E-006	9,2978178E-007	3,9136734E-007	5,1245240E-007	7,8436079E-007	3,4865585E-007	6,9136871E-007	4,0626638E-002	8,3054900E-003	4,1466914E-002	1,1554033E+001	5,8429658E+003	2,8581107E+004	2,9172246E+004	-7,8445969E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8445969E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8445969E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,1554033E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,1554033E+001	4,8915405E+000	1,1554033E+001	7,457728903617795E-006
1,7914027E+002	2,4201717E+001	4,3683348E+000	2,4592793E+001	-1,0231547E+001	3,202870578796865E+001	3,2458785E+000	3,2857470E-002	2,0338129E+002	6,4169273E+000	1,000000000000000E+000	38	1,3733812E-002	5,5844866E-004	0	1,181902352948078E-003	-6,3598540E-004	-4,9959053E-004	1,5701398E-001	5,7756115E-002	1,8492292E+000	3,2143325E-001	1,0514581E-001	3,8000679E+000	8,9412815E-006	1,3002062E-005	6,8792283E-006	1,2184209E-005	3,1386512E-006	1,7148433E-006	9,9146666E-007	7,4416988E-007	3,2741755E-007	7,6009269E-007	4,6033526E-007	6,6197987E-007	4,0015705E-002	7,2227102E-003	4,0662318E-002	1,0231547E+001	6,4169248E+003	3,5551453E+004	3,6125930E+004	-7,9768456E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,9768456E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,9768456E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,0231547E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,0231547E+001	5,5402617E+000	1,0231547E+001	6,656855808402726E-006
1,4186128E+002	2,4750952E+001	3,9779689E+000	2,5068583E+001	-9,1304865E+000	3,302214250180987E+001	3,2459567E+000	1,5750756E-002	2,8202972E+002	7,1016307E+000	1,000000000000000E+000	39	1,3741206E-002	5,4814451E-004	0	1,186690316318651E-003	-4,9865089E-004	-3,9647456E-004	1,3415626E-001	3,1959616E-002	1,8269285E+000	1,5441315E-001	1,9920366E-002	8,1543201E-001	6,1962560E-006	1,0126631E-005	5,1347433E-006	1,0414347E-005	1,6100211E-006	5,9256076E-006	4,1099113E-008	6,2839206E-007	5,7264305E-008	5,3900999E-007	9,4685952E-008	1,2640859E-007	3,9385136E-002	6,3299728E-003	3,9890569E-002	9,1304865E+000	7,1016299E+003	4,4186398E+004	4,4753445E+004	-8,0869514E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,0869514E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,0869514E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-9,1304865E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	9,1304865E+000	6,2220073E+000	9,1304865E+000	4,787963370572789E-006
1,1233688E+002	2,5212185E+001	3,6477857E+000	2,5474705E+001	-8,2326221E+000	3,376559317708598E+001	3,2458868E+000	1,4805645E-002	3,8839038E+002	7,9635878E+000	1,000000000000000E+000	39	1,3740849E-002	5,3939188E-004	0	1,189511109862024E-003	-3,6131596E-004	-3,6210232E-004	1,7384817E-001	4,6732981E-002	1,8226347E+000	1,6768958E-001	1,4988001E-002	8,2696253E-001	7,8838384E-006	1,3720753E-005	3,8005003E-006	1,5375652E-005	5,1218130E-006	5,8247583E-006	1,1294413E-007	7,1419049E-007	7,3389735E-008	4,9287166E-007	1,6304521E-007	1,2418963E-007	3,8850099E-002	5,6209662E-003	3,9254624E-002	8,2326221E+000	7,9635854E+003	5,5041457E+004	5,5614574E+004	-8,1767380E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1767380E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1767380E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2326221E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2326221E+000	6,9116411E+000	8,2326221E+000	2,820793543373105E-006
8,9003143E+001	2,5625210E+001	3,3621442E+000	2,5844833E+001	-7,4747705E+000	3,450701326565468E+001	3,2459102E+000	1,4537105E-002	5,3186133E+002	9,0008526E+000	1,000000000000000E+000	39	1,3733697E-002	5,3139043E-004	0	1,192295975722670E-003	-6,0165196E-004	-5,6833500E-004	1,5364963E-001	5,9614822E-002	1,8113497E+000	1,4686723E-001	8,2650287E-003	8,2707083E-001	5,4474408E-006	1,0744330E-005	3,3845208E-006	1,3664218E-005	6,8393815E-006	5,4054130E-006	1,1307401E-007	5,7023630E-007	4,6823210E-008	4,9796671E-007	1,2590431E-007	5,5300571E-008	3,8363654E-002	5,0334861E-003	3,8692452E-002	7,4747705E+000	9,0008516E+003	6,8601680E+004	6,9189633E+004	-8,2525230E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2525230E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2525230E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,4747705E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,4747705E+000	7,6216865E+000	7,4747705E+000	2,784865860646236E-006
7,0473549E+001	2,6031540E+001	3,1490140E+000	2,6221315E+001	-6,8975086E+000	3,522641548645333E+001	3,2459385E+000	1,4688532E-002	7,1716553E+002	1,0343312E+001	1,000000000000000E+000	39	1,3735979E-002	5,2384782E-004	0	1,195762446127062E-003	-3,9564978E-004	-4,9959053E-004	1,5812498E-001	4,9480934E-002	1,8885548E+000	1,6114675E-001	9,6268738E-003	8,4476525E-001	2,6953976E-006	1,6395554E-005	4,9221035E-006	9,3485014E-006	4,0985587E-006	7,1232766E-006	1,4831997E-007	6,8766366E-007	5,3227726E-008	4,4064944E-007	1,0164963E-007	7,2428620E-008	3,7860896E-002	4,5800018E-003	3,8136911E-002	6,8975086E+000	1,0343310E+004	8,5503703E+004	8,6127039E+004	-8,3102493E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3102493E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3102493E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,8975086E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,8975086E+000	8,2665682E+000	6,8975086E+000	3,466470404392234E-006
5,5839867E+001	2,6416386E+001	2,9618073E+000	2,6581905E+001	-6,3972902E+000	3,594373242725851E+001	3,2459445E+000	1,5119314E-002	9,6231879E+002	1,1947041E+001	1,000000000000000E+000	39	1,3732715E-002	5,1661889E-004	0	1,198709225290248E-003	-4,2998357E-004	-5,3396280E-004	1,6668278E-001	7,3069490E-002	1,8239470E+000	1,5476708E-001	1,6679823E-002	8,4823823E-001	7,4706254E-006	1,4118267E-005	5,7158923E-006	1,3758897E-005	2,9984976E-006	3,7652624E-006	1,4043262E-007	6,3524720E-007	8,4363833E-008	4,3812145E-007	7,1763495E-008	6,7210131E-008	3,7385326E-002	4,1916459E-003	3,7619576E-002	6,3972902E+000	1,1947046E+004	1,0655576E+005	1,0722342E+005	-8,3602707E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3602707E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3602707E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,3972902E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,3972902E+000	8,9190092E+000	6,3972902E+000	2,946779163185559E-006
