freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/ F	Cp/ F	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	Analog IN 1/V	Analog IN 2/V	THD Ewe/%	NSD Ewe/%	NSR Ewe/%	THD I/%	NSD I/%	NSR I/%	|Ewe h2|/V	|Ewe h3|/V	|Ewe h4|/V	|Ewe h5|/V	|Ewe h6|/V	|Ewe h7|/V	|I h2|/A	|I h3|/A	|I h4|/A	|I h5|/A	|I h6|/A	|I h7|/A	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	
4,4221729E+001	2,6802500E+001	2,8055253E+000	2,6948933E+001	-5,9756184E+000	3,667329400850576E+001	3,2459395E+000	1,5154559E-002	1,2828333E+003	1,3903221E+001	1,000000000000000E+000	39	1,3736311E-002	5,0971634E-004	0	1,201416827453061E-003	-6,0165196E-004	-4,6521865E-004	1,5553120E-001	4,1583933E-002	1,8272305E+000	1,4569704E-001	2,5104955E-002	8,5907620E-001	7,7970772E-006	1,2173253E-005	5,4972552E-006	1,1713348E-005	5,0276362E-006	4,7735443E-006	1,7747722E-007	5,7755477E-007	6,9221791E-008	4,0630641E-007	9,8883874E-008	5,2337683E-008	3,6905590E-002	3,8630564E-003	3,7107222E-002	5,9756184E+000	1,3903217E+004	1,3282400E+005	1,3354967E+005	-8,4024384E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4024384E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4024384E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,9756184E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,9756184E+000	9,5534697E+000	5,9756184E+000	2,707602162813115E-006
3,5011173E+001	2,7181810E+001	2,6457181E+000	2,7310266E+001	-5,5593233E+000	3,739468332284014E+001	3,2459407E+000	1,4892735E-002	1,7181848E+003	1,6125202E+001	1,000000000000000E+000	39	1,3734757E-002	5,0291553E-004	0	1,204953133592043E-003	-5,3298433E-004	-4,6521865E-004	1,6528197E-001	5,2236035E-002	1,8331889E+000	1,5596579E-001	2,1415608E-002	8,7324303E-001	6,6173984E-006	1,1552612E-005	3,9339529E-006	1,6348007E-005	4,5733345E-006	5,0997432E-006	2,7149034E-007	5,9029327E-007	9,1827417E-008	4,0044708E-007	8,7575245E-008	1,1063145E-007	3,6444038E-002	3,5472491E-003	3,6616266E-002	5,5593233E+000	1,6125210E+004	1,6566850E+005	1,6645142E+005	-8,4440674E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4440674E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4440674E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,5593233E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,5593233E+000	1,0273888E+001	5,5593233E+000	3,536306138981517E-006
2,7736723E+001	2,7543261E+001	2,5341620E+000	2,7659595E+001	-5,2567902E+000	3,814607250518748E+001	3,2459304E+000	1,4439946E-002	2,2642825E+003	1,9006744E+001	1,000000000000000E+000	39	1,3733858E-002	4,9653143E-004	0	1,206723733043282E-003	-3,2698250E-004	-4,9959053E-004	1,1931609E-001	1,9059205E-002	1,3068517E+000	1,4674647E-001	1,9679744E-002	6,5017772E-001	3,7935581E-006	1,0705604E-005	2,5164550E-006	9,8909550E-006	3,0127999E-006	3,0485630E-006	1,9327271E-007	5,6933419E-007	6,1983620E-008	3,8796927E-007	6,4682872E-008	8,9835126E-008	3,6001761E-002	3,3123996E-003	3,6153819E-002	5,2567902E+000	1,9006744E+004	2,0658022E+005	2,0745275E+005	-8,4743210E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4743210E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4743210E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,2567902E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,2567902E+000	1,0868784E+001	5,2567902E+000	1,770599451239412E-006
2,1960661E+001	2,7886293E+001	2,4087315E+000	2,7990129E+001	-4,9367785E+000	3,883289915113710E+001	3,2459261E+000	1,4217468E-002	3,0087520E+003	2,2281956E+001	1,000000000000000E+000	39	1,3729338E-002	4,9050641E-004	0	1,210726291017562E-003	-5,2313073E-005	-6,0270686E-004	1,3559870E-001	5,1333509E-002	1,8120432E+000	1,4519894E-001	2,6578231E-002	9,0658236E-001	3,3240769E-006	1,0153687E-005	3,1432928E-006	1,3642902E-005	4,1257422E-006	2,8953777E-006	2,6807851E-007	5,0525438E-007	1,0245564E-007	3,8424807E-007	1,3114607E-007	3,6667558E-008	3,5594340E-002	3,0745289E-003	3,5726879E-002	4,9367785E+000	2,2281941E+004	2,5796198E+005	2,5892252E+005	-8,5063225E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5063225E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5063225E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,9367785E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,9367785E+000	1,1577170E+001	4,9367785E+000	4,002557974279756E-006
1,7399788E+001	2,8231087E+001	2,3011630E+000	2,8324717E+001	-4,6599722E+000	3,951415841016569E+001	3,2459235E+000	1,4325256E-002	3,9749238E+003	2,6235685E+001	1,000000000000000E+000	39	1,3732837E-002	4,8483579E-004	0	1,212679795731234E-003	-4,9865089E-004	-2,9335823E-004	1,7017548E-001	6,8280950E-002	1,8210915E+000	1,4635408E-001	3,4655724E-002	9,1427624E-001	4,3189443E-006	1,8971034E-005	2,4442854E-006	1,0517123E-005	4,8703591E-006	4,3125924E-006	2,4599265E-007	5,3421741E-007	6,0733761E-008	3,6659702E-007	9,7703342E-008	9,4341473E-008	3,5188150E-002	2,8682449E-003	3,5304856E-002	4,6599722E+000	2,6235689E+004	3,2186416E+005	3,2293166E+005	-8,5340027E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5340027E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5340027E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,6599722E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,6599722E+000	1,2268183E+001	4,6599722E+000	1,953504713672399E-006
1,3786777E+001	2,8544462E+001	2,1903694E+000	2,8628378E+001	-4,3880129E+000	4,027734473973396E+001	3,2459385E+000	1,4334581E-002	5,2703569E+003	3,0851852E+001	1,000000000000000E+000	39	1,3731882E-002	4,7965979E-004	0	1,216192063102235E-003	-6,7031919E-004	-6,0270686E-004	1,2506203E-001	5,6624491E-002	1,2995805E+000	1,5036671E-001	2,5604807E-002	6,6988975E-001	4,9411669E-006	1,0891671E-005	3,3803469E-006	1,0729417E-005	3,7948691E-006	2,6595394E-006	2,9421389E-007	5,4037406E-007	6,5059055E-008	3,6183161E-007	6,3843345E-008	3,4818878E-008	3,4827985E-002	2,6725379E-003	3,4930374E-002	4,3880129E+000	3,0851875E+004	4,0205528E+005	4,0323725E+005	-8,5611984E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5611984E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5611984E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,3880129E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,3880129E+000	1,3031803E+001	4,3880129E+000	3,512267371000993E-006
1,0911301E+001	2,8842705E+001	2,1050141E+000	2,8919418E+001	-4,1741910E+000	4,096605402577552E+001	3,2459207E+000	1,4317051E-002	6,9292876E+003	3,6712971E+001	1,000000000000000E+000	39	1,3729750E-002	4,7475885E-004	0	1,217826825551352E-003	-4,2998357E-004	-6,7145098E-004	1,4976028E-001	6,0650215E-002	1,8507713E+000	1,5745147E-001	3,7315011E-002	9,5813847E-001	6,1968267E-006	1,4013542E-005	6,4021760E-006	7,3149035E-006	4,9846867E-006	8,2114693E-006	3,7358905E-007	5,3058181E-007	9,2250389E-008	3,2084296E-007	1,0759564E-007	8,5061423E-008	3,4487117E-002	2,5169575E-003	3,4578841E-002	4,1741910E+000	3,6712996E+004	5,0303763E+005	5,0437556E+005	-8,5825806E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5825806E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5825806E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,1741910E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,1741910E+000	1,3701906E+001	4,1741910E+000	1,634762449117221E-006
8,6421518E+000	2,9136818E+001	2,0432696E+000	2,9208374E+001	-4,0113983E+000	4,175121784969815E+001	3,2459204E+000	1,4093175E-002	9,0130664E+003	4,4107166E+001	1,000000000000000E+000	39	1,3730953E-002	4,7010329E-004	0	1,218323838959264E-003	-6,0165196E-004	-5,3396280E-004	1,1356124E-001	4,3311555E-002	1,2771964E+000	1,5506032E-001	3,3244256E-002	6,7772520E-001	2,4631204E-006	1,1619550E-005	3,2135788E-006	8,1181279E-006	2,9014197E-006	2,2691893E-006	3,5726939E-007	5,3658391E-007	4,4728822E-008	3,2761514E-007	5,4427467E-008	4,2577863E-008	3,4152880E-002	2,3950296E-003	3,4236755E-002	4,0113983E+000	4,4107172E+004	6,2896381E+005	6,3050844E+005	-8,5988602E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5988602E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5988602E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,0113983E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,0113983E+000	1,4259899E+001	4,0113983E+000	4,970134079114105E-007
6,8470612E+000	2,9418736E+001	1,9914463E+000	2,9486063E+001	-3,8726225E+000	4,263892525190022E+001	3,2459290E+000	1,4238447E-002	1,1672056E+004	5,3241581E+001	1,000000000000000E+000	39	1,3731549E-002	4,6569627E-004	0	1,221669324735665E-003	-6,0165196E-004	-4,3084644E-004	1,4590746E-001	5,6810308E-002	1,2982342E+000	1,7289577E-001	6,4513154E-002	6,5855312E-001	1,0902678E-006	1,4226725E-005	5,5494588E-006	1,2115299E-005	3,4330355E-006	9,7327313E-007	5,0996846E-007	5,4124718E-007	7,1345625E-008	2,8162773E-007	6,6184896E-008	2,9013528E-008	3,3836890E-002	2,2905250E-003	3,3914328E-002	3,8726225E+000	5,3241543E+004	7,8651381E+005	7,8831381E+005	-8,6127380E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6127380E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6127380E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,8726225E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,8726225E+000	1,4772548E+001	3,8726225E+000	3,345485776400960E-006
5,4197016E+000	2,9700758E+001	1,9557930E+000	2,9765083E+001	-3,7674842E+000	4,366892271416145E+001	3,2459326E+000	1,4087563E-002	1,5014879E+004	6,4826630E+001	1,000000000000000E+000	39	1,3733117E-002	4,6138346E-004	0	1,233145319472875E-003	-6,0165196E-004	-3,6210232E-004	1,2717496E-001	3,1246070E-002	1,0851327E+000	1,6852157E-001	7,1573280E-002	5,2158535E-001	2,9611783E-006	1,1995276E-005	4,2615261E-006	1,0011213E-005	3,9768461E-006	3,6753729E-006	5,1818785E-007	4,7869327E-007	4,8107648E-008	3,0642880E-007	4,7244992E-008	5,9818795E-008	3,3523805E-002	2,2075404E-003	3,3596411E-002	3,7674842E+000	6,4826672E+004	9,8446000E+005	9,8659213E+005	-8,6232513E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6232513E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6232513E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,7674842E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,7674842E+000	1,5186044E+001	3,7674842E+000	1,147599473721073E-005
4,2925849E+000	2,9971048E+001	1,9554667E+000	3,0034773E+001	-3,7329831E+000	4,488784333207877E+001	3,2459357E+000	1,4547035E-002	1,8960545E+004	8,0371666E+001	1,000000000000000E+000	39	1,3733875E-002	4,5726582E-004	0	1,233848347830214E-003	-4,6431704E-004	-4,6521865E-004	1,3599429E-001	3,3380520E-002	9,1390318E-001	1,6158611E-001	6,5434955E-002	4,5034051E-001	4,4536905E-006	1,1635731E-005	3,1342865E-006	1,2513595E-005	2,7537380E-006	4,0085765E-006	4,9261229E-007	4,3593641E-007	6,5659904E-008	3,0206860E-007	3,3651883E-008	9,0921162E-008	3,3224098E-002	2,1677127E-003	3,3294741E-002	3,7329831E+000	8,0371742E+004	1,2318405E+006	1,2344596E+006	-8,6267014E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6267014E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6267014E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,7329831E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,7329831E+000	1,5326800E+001	3,7329831E+000	7,030283573389480E-007
3,4004376E+000	3,0251606E+001	1,9505063E+000	3,0314421E+001	-3,6891034E+000	4,634915796146379E+001	3,2459366E+000	1,4400983E-002	2,3995951E+004	9,9342285E+001	1,000000000000000E+000	39	1,3733581E-002	4,5303788E-004	0	1,241299210098876E-003	-5,6731811E-004	-4,6521865E-004	1,5276450E-001	2,9329436E-002	8,2554108E-001	1,7817663E-001	5,8293883E-002	3,8347763E-001	4,4254266E-006	1,5834463E-005	2,2527483E-006	1,1526528E-005	3,2430062E-006	4,2771871E-006	6,2177503E-007	3,5250503E-007	1,0412304E-007	3,3109569E-007	8,7554241E-008	9,8157571E-008	3,2919247E-002	2,1225056E-003	3,2987602E-002	3,6891034E+000	9,9342250E+004	1,5407608E+006	1,5439600E+006	-8,6310898E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6310898E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6310898E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,6891034E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,6891034E+000	1,5509617E+001	3,6891034E+000	7,450862268661628E-006
2,6930346E+000	3,0527718E+001	1,9937900E+000	3,0592756E+001	-3,7367270E+000	4,812075465895759E+001	3,2459459E+000	1,4394767E-002	2,9641404E+004	1,2589845E+002	1,000000000000000E+000	39	1,3733593E-002	4,4891649E-004	0	1,253740037329760E-003	-7,7332027E-004	-4,9959053E-004	1,3404556E-001	1,3221256E-002	7,3802894E-001	1,5799773E-001	5,5567957E-002	3,4836382E-001	3,0709716E-006	1,2688311E-005	3,7350633E-006	1,1816508E-005	2,8423115E-006	2,1469211E-006	4,8584923E-007	3,7749766E-007	4,2453010E-008	3,2957871E-007	8,5412054E-008	5,1067857E-008	3,2617986E-002	2,1303073E-003	3,2687478E-002	3,7367270E+000	1,2589838E+005	1,9276815E+006	1,9317884E+006	-8,6263275E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6263275E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6263275E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,7367270E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,7367270E+000	1,5311400E+001	3,7367270E+000	1,244082723088412E-005
2,1345615E+000	3,0836241E+001	2,0469837E+000	3,0904108E+001	-3,7978592E+000	5,028612569512916E+001	3,2459383E+000	1,4565661E-002	3,6424789E+004	1,5980612E+002	1,000000000000000E+000	39	1,3729830E-002	4,4427201E-004	0	1,246047513063292E-003	-4,9865089E-004	-6,0270686E-004	1,1920760E-001	2,1912260E-002	6,4270324E-001	1,5748747E-001	8,3460331E-002	3,0595723E-001	1,7131814E-006	1,0644136E-005	2,3956836E-006	1,1261826E-005	1,5456857E-006	3,6579729E-006	5,2711749E-007	3,0755592E-007	8,9470653E-008	3,1872455E-007	7,0829799E-008	3,9479904E-008	3,2287098E-002	2,1432950E-003	3,2358158E-002	3,7978592E+000	1,5980611E+005	2,4073568E+006	2,4126550E+006	-8,6202141E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6202141E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6202141E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,7978592E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,7978592E+000	1,5064234E+001	3,7978592E+000	-7,692524266468027E-006
1,6891882E+000	3,1129477E+001	2,1120141E+000	3,1201040E+001	-3,8813481E+000	5,295547851521405E+001	3,2459371E+000	1,4023217E-002	4,4611340E+004	2,0440935E+002	1,000000000000000E+000	39	1,3731701E-002	4,4010396E-004	0	1,274799962074826E-003	-6,7031919E-004	-4,3084644E-004	1,1976904E-001	3,4709204E-002	5,8165795E-001	2,0753978E-001	3,0473342E-002	2,6749209E-001	3,2240080E-006	1,1588845E-005	7,7764122E-007	1,0294137E-005	2,0120995E-006	2,3911082E-006	8,0071936E-007	2,7885059E-007	7,8794429E-008	3,1606243E-007	7,6404383E-008	4,8196050E-008	3,1976704E-002	2,1694952E-003	3,2050215E-002	3,8813481E+000	2,0440933E+005	3,0128378E+006	3,0197640E+006	-8,6118652E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6118652E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6118652E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,8813481E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,8813481E+000	1,4739238E+001	3,8813481E+000	2,875244901153363E-005
1,3384447E+000	3,1484230E+001	2,2073627E+000	3,1561514E+001	-4,0104504E+000	5,780066253207769E+001	3,2459352E+000	1,2365387E-002	5,3869875E+004	2,6349823E+002	1,000000000000000E+000	40	1,3695247E-002	4,3392240E-004	0	1,273165313344080E-003	-4,9865089E-004	-3,9647456E-004	1,2758869E-001	4,2283878E-002	5,1855165E-001	1,9000962E-001	4,3426726E-002	1,5324336E-001	4,0157465E-006	1,2528375E-005	1,2050691E-006	1,0885685E-005	2,7435551E-006	1,8565725E-006	6,9186956E-007	2,4947028E-007	6,9465756E-008	3,5757665E-007	2,4616536E-008	6,3910399E-008	3,1606574E-002	2,2159398E-003	3,1684157E-002	4,0104504E+000	2,6349838E+005	3,7583493E+006	3,7675750E+006	-8,5989548E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5989548E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5989548E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,0104504E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,0104504E+000	1,4263279E+001	4,0104504E+000	-1,634648730745479E-006
1,0601133E+000	3,1800478E+001	2,2985952E+000	3,1883444E+001	-4,1342506E+000	6,190636694038403E+001	3,2459188E+000	1,1521724E-002	6,5313863E+004	3,3946884E+002	1,000000000000000E+000	40	1,3698475E-002	4,2964224E-004	0	1,317607418878586E-003	-6,3598540E-004	-3,6210232E-004	1,2625077E-001	5,5503849E-002	4,5360878E-001	2,0539254E-001	4,3564163E-002	1,4678483E-001	3,4805628E-006	1,1595590E-005	2,3178998E-006	1,1115570E-005	3,0584079E-006	2,9116713E-006	7,5910981E-007	2,2595319E-007	1,0136021E-007	3,6586701E-007	4,0079591E-008	6,5441832E-008	3,1282626E-002	2,2611637E-003	3,1364240E-002	4,1342506E+000	3,3946850E+005	4,6964650E+006	4,7087175E+006	-8,5865753E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5865753E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5865753E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,1342506E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,1342506E+000	1,3834744E+001	4,1342506E+000	4,444210553450584E-005
8,3950907E-001	3,2138729E+001	2,4141064E+000	3,2229271E+001	-4,2957158E+000	6,701757568979519E+001	3,2459199E+000	1,1980171E-002	7,8530492E+004	4,4060574E+002	1,000000000000000E+000	40	1,3695434E-002	4,2493775E-004	0	1,317042458368100E-003	-4,9865089E-004	-3,2773011E-004	1,3528055E-001	3,3410504E-002	4,0500301E-001	1,9055051E-001	1,2315039E-001	1,4465137E-001	2,1211597E-006	1,2171893E-005	1,9398879E-006	1,3246587E-005	2,3556952E-006	2,3230564E-006	5,9647618E-007	2,9640461E-007	1,2925307E-007	4,0744763E-007	5,4264799E-008	7,5490043E-008	3,0940531E-002	2,3241036E-003	3,1027695E-002	4,2957158E+000	4,4060575E+005	5,8657355E+006	5,8822605E+006	-8,5704285E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5704285E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5704285E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,2957158E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,2957158E+000	1,3312888E+001	4,2957158E+000	-5,649605104862416E-007
6,6517669E-001	3,2439812E+001	2,5292227E+000	3,2538261E+001	-4,4581394E+000	7,339754740617354E+001	3,2459345E+000	1,1678538E-002	9,4601063E+004	5,7158588E+002	1,000000000000000E+000	40	1,3698043E-002	4,2098266E-004	0	1,307515831357906E-003	-5,6731811E-004	-4,9959053E-004	1,2415645E-001	1,0967891E-002	3,6043775E-001	2,3539937E-001	4,2354897E-002	1,4013052E-001	2,5156464E-006	1,0675187E-005	1,5916846E-006	1,2570787E-005	1,6696088E-006	1,1826519E-006	8,2994973E-007	3,5258248E-007	1,1713241E-007	3,8212687E-007	6,5072562E-008	4,5624553E-008	3,0640062E-002	2,3889020E-003	3,0733049E-002	4,4581394E+000	5,7158556E+005	7,3311610E+006	7,3534095E+006	-8,5541862E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5541862E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5541862E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,4581394E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,4581394E+000	1,2826000E+001	4,4581394E+000	-9,526627010193701E-006
5,2644908E-001	3,2754803E+001	2,6678712E+000	3,2863274E+001	-4,6564488E+000	8,140211373302736E+001	3,2459235E+000	1,0737562E-002	1,1331800E+005	7,4680457E+002	1,000000000000000E+000	40	1,3693659E-002	4,1668580E-004	0	1,353340801716743E-003	-4,6431704E-004	-3,9647456E-004	1,2924819E-001	4,9620416E-002	3,2350150E-001	2,9236704E-001	1,2782046E-001	1,4754874E-001	1,8248993E-006	1,2102650E-005	1,2146642E-006	1,2485218E-005	1,6515307E-006	1,5457597E-006	1,0316227E-006	5,2367915E-007	1,5204036E-007	3,2479167E-007	5,2399052E-008	2,5118963E-008	3,0328669E-002	2,4702630E-003	3,0429104E-002	4,6564488E+000	7,4680450E+005	9,1688980E+006	9,1992610E+006	-8,5343552E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5343552E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5343552E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,6564488E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,6564488E+000	1,2277505E+001	4,6564488E+000	4,582497035883720E-005
4,1728988E-001	3,3050503E+001	2,8114145E+000	3,3169861E+001	-4,8621149E+000	9,144455020999885E+001	3,2459192E+000	1,0308191E-002	1,3566175E+005	9,7458533E+002	1,000000000000000E+000	40	1,3697122E-002	4,1293880E-004	0	1,428475738991854E-003	-4,6431704E-004	-5,3396280E-004	1,2839885E-001	3,9119288E-002	2,9087600E-001	3,0575892E-001	8,2357384E-002	1,2691104E-001	3,9214688E-006	1,0235542E-005	1,1177231E-006	1,3421989E-005	1,4782036E-006	1,4866364E-006	1,0002656E-006	6,5022198E-007	1,4789831E-007	3,7568776E-007	3,3390837E-008	6,6349209E-008	3,0039364E-002	2,5552746E-003	3,0147851E-002	4,8621149E+000	9,7458519E+005	1,1457057E+007	1,1498433E+007	-8,5137886E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5137886E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5137886E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,8621149E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,8621149E+000	1,1755827E+001	4,8621149E+000	7,513493727511053E-005
3,3019856E-001	3,3397533E+001	2,9886861E+000	3,3530994E+001	-5,1136765E+000	1,040792789167899E+002	3,2459285E+000	1,0656587E-002	1,6127413E+005	1,2812456E+003	1,000000000000000E+000	40	1,3700277E-002	4,0858545E-004	0	1,472999184883345E-003	-4,6431704E-004	-1,9024189E-004	1,2980436E-001	8,5654236E-002	2,5975657E-001	2,9366568E-001	2,2796431E-001	1,3665743E-001	5,2764890E-006	1,1464687E-005	1,3948153E-006	1,1979550E-005	2,6892515E-006	1,3473026E-006	7,8286519E-007	7,6536793E-007	2,1732917E-007	3,9286562E-007	6,1231823E-008	9,7152160E-008	2,9704453E-002	2,6581988E-003	2,9823154E-002	5,1136765E+000	1,2812460E+006	1,4317477E+007	1,4374691E+007	-8,4886322E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4886322E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4886322E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,1136765E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,1136765E+000	1,1174654E+001	5,1136765E+000	4,452344589149135E-005
2,6168153E-001	3,3691376E+001	3,2167337E+000	3,3844589E+001	-5,4538670E+000	1,199658863114018E+002	3,2458932E+000	9,5374351E-003	1,8907406E+005	1,7079835E+003	1,000000000000000E+000	40	1,3700980E-002	4,0482040E-004	0	1,465833830548328E-003	-6,3598540E-004	-2,9335823E-004	1,3173006E-001	8,3567649E-002	2,4599272E-001	3,5675567E-001	1,5727316E-001	1,3040163E-001	4,3492369E-006	1,2276349E-005	1,9494234E-006	1,2165150E-005	6,4597850E-007	1,1225846E-006	1,0130631E-006	9,5345933E-007	1,7403330E-007	3,2683002E-007	5,2902262E-008	7,3525683E-008	2,9413063E-002	2,8082554E-003	2,9546820E-002	5,4538670E+000	1,7079831E+006	1,7889052E+007	1,7970404E+007	-8,4546135E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4546135E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4546135E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,4538670E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,4538670E+000	1,0473784E+001	5,4538670E+000	-7,165354335017656E-006
