freq/Hz	Re(Z)/Ohm	Im(Z)/Ohm	
1,5852898E+002	7,7674508E+000	-1,1589775E+000
1,2592673E+002	7,9114923E+000	-1,2306964E+000
9,9968163E+001	8,0715513E+000	-1,3139024E+000
7,9415741E+001	8,2620630E+000	-1,4074590E+000
6,3082279E+001	8,4699898E+000	-1,5081974E+000
5,0112232E+001	8,7087002E+000	-1,6008743E+000
3,9808899E+001	8,9701624E+000	-1,6801797E+000
3,1629578E+001	9,2445354E+000	-1,7430490E+000
2,5120602E+001	9,5413141E+000	-1,7867410E+000
1,9955338E+001	9,8336582E+000	-1,8113369E+000
1,5846864E+001	1,0129722E+001	-1,8057867E+000
1,2587309E+001	1,0409612E+001	-1,7922088E+000
9,9968166E+000	1,0662784E+001	-1,7694515E+000
7,9395623E+000	1,0899860E+001	-1,7437770E+000
6,3105822E+000	1,1178790E+001	-1,7367623E+000
5,0112233E+000	1,1366933E+001	-1,7181439E+000
3,9819033E+000	1,1630803E+001	-1,6869069E+000
3,1629577E+000	1,1897094E+001	-1,7463877E+000
2,5112481E+000	1,2037847E+001	-1,7793452E+000
1,9950197E+000	1,2230294E+001	-1,7284268E+000
1,5846864E+000	1,2486577E+001	-1,6834270E+000
1,2582541E+000	1,2817436E+001	-1,6960901E+000
1,0000616E+000	1,3120014E+001	-1,8374825E+000
7,9444051E-001	1,3277007E+001	-2,0358124E+000
6,3126236E-001	1,3298923E+001	-2,1338282E+000
5,0118715E-001	1,3313589E+001	-2,0710323E+000
3,9821118E-001	1,3441212E+001	-1,9003466E+000
3,1619295E-001	1,3751087E+001	-1,7127724E+000
2,5117323E-001	1,4253520E+001	-1,6345296E+000
1,9957349E-001	1,4872421E+001	-1,8320704E+000
1,5846863E-001	1,5353105E+001	-2,3610966E+000
1,2590662E-001	1,5442745E+001	-3,0065525E+000
1,0002181E-001	1,5175142E+001	-3,3924263E+000
7,9420954E-002	1,4903899E+001	-3,3627846E+000
6,3119084E-002	1,4897750E+001	-3,0470562E+000
5,0094575E-002	1,5259523E+001	-2,6406701E+000
3,9821938E-002	1,5968835E+001	-2,3912668E+000
3,1629652E-002	1,6894911E+001	-2,4660027E+000
2,5115162E-002	1,7805136E+001	-2,9191091E+000
1,9949377E-002	1,8467424E+001	-3,6111925E+000
1,5841872E-002	1,8833502E+001	-4,2676301E+000
1,2591705E-002	1,9111189E+001	-4,7464457E+000
9,9972636E-003	1,9524651E+001	-4,8718457E+000
1,0000186E+006	3,2222872E+000	-2,8485936E-001
7,9433269E+005	3,2426312E+000	-2,8220591E-001
6,3095681E+005	3,2661791E+000	-2,8329331E-001
5,0120622E+005	3,2926624E+000	-2,8842759E-001
3,9810347E+005	3,3271255E+000	-2,9587203E-001
3,1622997E+005	3,3594115E+000	-3,0858603E-001
2,5118764E+005	3,3950958E+000	-3,2105032E-001
1,9954350E+005	3,4299297E+000	-3,4237239E-001
1,5848613E+005	3,4687197E+000	-3,6780915E-001
1,2590929E+005	3,5056815E+000	-3,9473057E-001
1,0000371E+005	3,5492764E+000	-4,2815098E-001
7,9433273E+004	3,5958579E+000	-4,7457004E-001
6,3093828E+004	3,6428325E+000	-5,2530211E-001
5,0122477E+004	3,7004066E+000	-5,8394396E-001
3,9814063E+004	3,7688403E+000	-6,5532011E-001
3,1621143E+004	3,8490238E+000	-7,3590302E-001
2,5116906E+004	3,9394886E+000	-8,2805628E-001
1,9948781E+004	4,0473118E+000	-9,3565226E-001
1,5847683E+004	4,1735220E+000	-1,0503033E+000
1,2590930E+004	4,3418355E+000	-1,1735517E+000
1,0002226E+004	4,5271029E+000	-1,3009559E+000
7,9439951E+003	4,7412663E+000	-1,4236070E+000
6,3077358E+003	4,9894757E+000	-1,5340219E+000
5,0116030E+003	5,2634859E+000	-1,6252888E+000
3,9812773E+003	5,5644412E+000	-1,6911762E+000
3,1630398E+003	5,8728199E+000	-1,7242807E+000
2,5124104E+003	6,1892195E+000	-1,7195468E+000
1,9956381E+003	6,4962153E+000	-1,6812321E+000
1,5844927E+003	6,7802444E+000	-1,6110321E+000
1,2587905E+003	7,0322180E+000	-1,5185297E+000
9,9968164E+002	7,2589235E+000	-1,4239650E+000
7,9423932E+002	7,4462023E+000	-1,3322450E+000
6,3100977E+002	7,6076970E+000	-1,2489111E+000
5,0112231E+002	7,7487826E+000	-1,1877879E+000
3,9808899E+002	7,8749290E+000	-1,1454834E+000
3,1631589E+002	7,9950686E+000	-1,1257557E+000
2,5120601E+002	8,1180649E+000	-1,1337401E+000
1,9955338E+002	8,2362652E+000	-1,1608334E+000
1,5852898E+002	8,3721924E+000	-1,2126633E+000
1,2592673E+002	8,5135584E+000	-1,2776660E+000
9,9968163E+001	8,6807709E+000	-1,3608711E+000
7,9415741E+001	8,8687420E+000	-1,4579358E+000
6,3082279E+001	9,0892611E+000	-1,5523038E+000
5,0112232E+001	9,3280153E+000	-1,6483529E+000
3,9808899E+001	9,5972481E+000	-1,7345297E+000
3,1629578E+001	9,8846779E+000	-1,8021158E+000
2,5120602E+001	1,0189969E+001	-1,8499144E+000
1,9955338E+001	1,0488809E+001	-1,8727468E+000
1,5846864E+001	1,0787009E+001	-1,8879002E+000
1,2587309E+001	1,1087094E+001	-1,8763784E+000
9,9968166E+000	1,1366810E+001	-1,8584294E+000
7,9395623E+000	1,1620248E+001	-1,8258322E+000
6,3105822E+000	1,1850734E+001	-1,8424184E+000
5,0112233E+000	1,2110044E+001	-1,7953081E+000
3,9819033E+000	1,2399468E+001	-1,8345921E+000
3,1629577E+000	1,2561339E+001	-1,8630060E+000
2,5112481E+000	1,2789040E+001	-1,8108152E+000
1,9950197E+000	1,3081477E+001	-1,7839963E+000
1,5846864E+000	1,3419490E+001	-1,8504740E+000
1,2582541E+000	1,3651411E+001	-2,0264795E+000
1,0000616E+000	1,3739765E+001	-2,1286845E+000
7,9444051E-001	1,3822774E+001	-2,0896206E+000
6,3126236E-001	1,3988347E+001	-1,9627329E+000
5,0118715E-001	1,4294986E+001	-1,8136350E+000
3,9821118E-001	1,4762768E+001	-1,7667183E+000
3,1619295E-001	1,5302575E+001	-1,9713143E+000
2,5117323E-001	1,5671527E+001	-2,4592240E+000
1,9957349E-001	1,5672029E+001	-2,9987338E+000
1,5846863E-001	1,5403749E+001	-3,2670071E+000
1,2590662E-001	1,5165751E+001	-3,1559174E+000
1,0002181E-001	1,5194929E+001	-2,7937760E+000
7,9420954E-002	1,5570951E+001	-2,3788793E+000
6,3119084E-002	1,6292252E+001	-2,0971329E+000
5,0094575E-002	1,7298395E+001	-2,1810033E+000
3,9821938E-002	1,8229662E+001	-2,7630589E+000
3,1629652E-002	1,8733931E+001	-3,6226938E+000
2,5115162E-002	1,8808764E+001	-4,2824821E+000
1,9949377E-002	1,8821934E+001	-4,5400438E+000
1,5841872E-002	1,9103220E+001	-4,5147915E+000
1,2591705E-002	1,9669655E+001	-4,5203185E+000
9,9972636E-003	2,0468592E+001	-4,6710100E+000
1,0000186E+006	3,4163735E+000	-1,7969993E-001
7,9433269E+005	3,4485519E+000	-2,1185091E-001
6,3095681E+005	3,4852796E+000	-2,3788036E-001
5,0120622E+005	3,5221703E+000	-2,6106212E-001
3,9810347E+005	3,5617423E+000	-2,8158560E-001
3,1622997E+005	3,5989377E+000	-3,0170101E-001
2,5118764E+005	3,6384697E+000	-3,2087615E-001
1,9954350E+005	3,6765320E+000	-3,4585166E-001
1,5848613E+005	3,7172472E+000	-3,7155935E-001
1,2590929E+005	3,7577848E+000	-4,0530080E-001
1,0000371E+005	3,8040817E+000	-4,4291934E-001
7,9433273E+004	3,8542259E+000	-4,8615649E-001
6,3093828E+004	3,9058409E+000	-5,3977466E-001
5,0122477E+004	3,9656444E+000	-6,0114741E-001
3,9814063E+004	4,0336318E+000	-6,7544663E-001
3,1621143E+004	4,1152582E+000	-7,5841302E-001
2,5116906E+004	4,2063756E+000	-8,5742998E-001
1,9948781E+004	4,3209314E+000	-9,6592635E-001
1,5847683E+004	4,4528551E+000	-1,0849360E+000
1,2590930E+004	4,6130652E+000	-1,2098385E+000
1,0002226E+004	4,8048220E+000	-1,3386549E+000
7,9439951E+003	5,0241418E+000	-1,4675298E+000
6,3077358E+003	5,2799611E+000	-1,5838048E+000
5,0116030E+003	5,5614343E+000	-1,6803434E+000
3,9812773E+003	5,8688526E+000	-1,7477448E+000
3,1630398E+003	6,1911368E+000	-1,7902731E+000
2,5124104E+003	6,5158544E+000	-1,7902269E+000
1,9956381E+003	6,8380179E+000	-1,7515770E+000
1,5844927E+003	7,1343179E+000	-1,6848307E+000
1,2587905E+003	7,4016247E+000	-1,5884386E+000
9,9968164E+002	7,6357412E+000	-1,4872471E+000
7,9423932E+002	7,8340807E+000	-1,3937535E+000
6,3100977E+002	8,0061579E+000	-1,3089601E+000
5,0112231E+002	8,1503410E+000	-1,2409067E+000
3,9808899E+002	8,2836466E+000	-1,1942861E+000
3,1631589E+002	8,4094782E+000	-1,1735927E+000
2,5120601E+002	8,5354347E+000	-1,1794283E+000
1,9955338E+002	8,6598492E+000	-1,2024508E+000
1,5852898E+002	8,7970991E+000	-1,2485865E+000
1,2592673E+002	8,9503155E+000	-1,3239033E+000
9,9968163E+001	9,1186914E+000	-1,4084765E+000
7,9415741E+001	9,3110600E+000	-1,5001662E+000
6,3082279E+001	9,5311527E+000	-1,6005901E+000
5,0112232E+001	9,7839088E+000	-1,6992385E+000
3,9808899E+001	1,0060421E+001	-1,7918106E+000
3,1629578E+001	1,0350883E+001	-1,8711787E+000
2,5120602E+001	1,0654920E+001	-1,9238245E+000
1,9955338E+001	1,0974881E+001	-1,9554057E+000
1,5846864E+001	1,1294708E+001	-1,9661764E+000
1,2587309E+001	1,1586532E+001	-1,9634161E+000
9,9968166E+000	1,1870170E+001	-1,9315488E+000
7,9395623E+000	1,2135299E+001	-1,9366944E+000
6,3105822E+000	1,2425104E+001	-1,8936634E+000
5,0112233E+000	1,2675504E+001	-1,9328003E+000
3,9819033E+000	1,2904957E+001	-1,8848186E+000
3,1629577E+000	1,3205550E+001	-1,8698931E+000
2,5112481E+000	1,3498539E+001	-1,9699576E+000
1,9950197E+000	1,3653140E+001	-2,0388534E+000
1,5846864E+000	1,3835619E+001	-1,9999877E+000
1,2582541E+000	1,4097449E+001	-1,9346262E+000
1,0000616E+000	1,4450154E+001	-1,8950361E+000
7,9444051E-001	1,4865036E+001	-1,9835647E+000
6,3126236E-001	1,5185095E+001	-2,2429788E+000
5,0118715E-001	1,5260532E+001	-2,5362442E+000
3,9821118E-001	1,5180028E+001	-2,6470246E+000
3,1619295E-001	1,5127962E+001	-2,5259717E+000
2,5117323E-001	1,5258545E+001	-2,2615318E+000
1,9957349E-001	1,5643474E+001	-1,9828409E+000
1,5846863E-001	1,6306746E+001	-1,8516942E+000
1,2590662E-001	1,7134331E+001	-2,0794039E+000
1,0002181E-001	1,7804356E+001	-2,7706416E+000
7,9420954E-002	1,7955961E+001	-3,6444466E+000
6,3119084E-002	1,7617550E+001	-4,2034240E+000
5,0094575E-002	1,7240517E+001	-4,1833315E+000
3,9821938E-002	1,7238546E+001	-3,8058825E+000
3,1629652E-002	1,7702410E+001	-3,4065187E+000
2,5115162E-002	1,8507082E+001	-3,2102327E+000
1,9949377E-002	1,9498226E+001	-3,3624351E+000
1,5841872E-002	2,0427546E+001	-3,8191628E+000
1,2591705E-002	2,1188786E+001	-4,4182401E+000
9,9972636E-003	2,1839182E+001	-5,0918317E+000
1,0000186E+006	3,6140683E+000	-1,9653623E-001
7,9433269E+005	3,6518655E+000	-2,2763123E-001
6,3095681E+005	3,6892180E+000	-2,5416586E-001
5,0120622E+005	3,7309079E+000	-2,7526510E-001
3,9810347E+005	3,7695110E+000	-2,9660037E-001
3,1622997E+005	3,8092582E+000	-3,1693143E-001
2,5118764E+005	3,8501182E+000	-3,3823681E-001
1,9954350E+005	3,8914466E+000	-3,6124882E-001
1,5848613E+005	3,9326167E+000	-3,8758996E-001
1,2590929E+005	3,9767096E+000	-4,2226714E-001
1,0000371E+005	4,0242825E+000	-4,5948178E-001
7,9433273E+004	4,0735178E+000	-5,0461721E-001
6,3093828E+004	4,1299558E+000	-5,5710453E-001
5,0122477E+004	4,1930184E+000	-6,2059736E-001
3,9814063E+004	4,2624874E+000	-6,9629902E-001
3,1621143E+004	4,3432484E+000	-7,8007436E-001
2,5116906E+004	4,4389105E+000	-8,7785339E-001
1,9948781E+004	4,5547552E+000	-9,8785615E-001
1,5847683E+004	4,6924052E+000	-1,1084914E+000
1,2590930E+004	4,8552537E+000	-1,2383507E+000
1,0002226E+004	5,0497727E+000	-1,3708583E+000
7,9439951E+003	5,2750239E+000	-1,4994069E+000
6,3077358E+003	5,5348024E+000	-1,6174219E+000
5,0116030E+003	5,8238640E+000	-1,7151374E+000
3,9812773E+003	6,1347766E+000	-1,7881750E+000
3,1630398E+003	6,4639611E+000	-1,8289067E+000
2,5124104E+003	6,7966442E+000	-1,8255609E+000
1,9956381E+003	7,1208749E+000	-1,7917029E+000
1,5844927E+003	7,4307241E+000	-1,7195114E+000
1,2587905E+003	7,7045026E+000	-1,6321802E+000
9,9968164E+002	7,9424767E+000	-1,5246104E+000
7,9423932E+002	8,1500664E+000	-1,4296509E+000
6,3100977E+002	8,3205481E+000	-1,3391275E+000
5,0112231E+002	8,4710846E+000	-1,2707962E+000
3,9808899E+002	8,6056509E+000	-1,2252814E+000
3,1631589E+002	8,7350321E+000	-1,2023809E+000
2,5120601E+002	8,8636580E+000	-1,2058378E+000
1,9955338E+002	8,9930677E+000	-1,2320539E+000
1,5852898E+002	9,1304607E+000	-1,2815479E+000
1,2592673E+002	9,2873106E+000	-1,3549986E+000
9,9968163E+001	9,4569349E+000	-1,4421605E+000
7,9415741E+001	9,6544437E+000	-1,5378346E+000
6,3082279E+001	9,8831825E+000	-1,6470983E+000
5,0112232E+001	1,0134053E+001	-1,7468899E+000
3,9808899E+001	1,0418447E+001	-1,8472399E+000
3,1629578E+001	1,0718027E+001	-1,9282401E+000
2,5120602E+001	1,1037096E+001	-1,9837929E+000
1,9955338E+001	1,1358621E+001	-2,0271320E+000
1,5846864E+001	1,1686180E+001	-2,0389016E+000
1,2587309E+001	1,2005235E+001	-2,0277965E+000
9,9968166E+000	1,2312565E+001	-2,0144534E+000
7,9395623E+000	1,2571708E+001	-1,9993132E+000
6,3105822E+000	1,2887460E+001	-1,9873877E+000
5,0112233E+000	1,3112629E+001	-1,9875089E+000
3,9819033E+000	1,3404066E+001	-1,9544020E+000
3,1629577E+000	1,3723433E+001	-2,0063107E+000
2,5112481E+000	1,3911056E+001	-2,0873568E+000
1,9950197E+000	1,4112676E+001	-2,0470924E+000
1,5846864E+000	1,4397318E+001	-2,0015001E+000
1,2582541E+000	1,4756301E+001	-1,9861562E+000
1,0000616E+000	1,5150689E+001	-2,1089799E+000
7,9444051E-001	1,5409291E+001	-2,3546681E+000
6,3126236E-001	1,5473655E+001	-2,5382209E+000
5,0118715E-001	1,5467390E+001	-2,5323277E+000
3,9821118E-001	1,5547194E+001	-2,3689985E+000
3,1619295E-001	1,5804980E+001	-2,1274920E+000
2,5117323E-001	1,6296293E+001	-1,9526503E+000
1,9957349E-001	1,6980152E+001	-2,0200713E+000
1,5846863E-001	1,7657963E+001	-2,4770815E+000
1,2590662E-001	1,7977041E+001	-3,2605066E+000
1,0002181E-001	1,7780890E+001	-3,9309697E+000
7,9420954E-002	1,7355011E+001	-4,1218185E+000
6,3119084E-002	1,7120613E+001	-3,8486066E+000
5,0094575E-002	1,7288082E+001	-3,3349006E+000
3,9821938E-002	1,7926052E+001	-2,9049904E+000
3,1629652E-002	1,8893019E+001	-2,7811618E+000
2,5115162E-002	1,9957451E+001	-3,0922785E+000
1,9949377E-002	2,0820452E+001	-3,7839944E+000
1,5841872E-002	2,1309366E+001	-4,5297985E+000
1,2591705E-002	2,1594555E+001	-5,0431466E+000
9,9972636E-003	2,1945129E+001	-5,3478112E+000
1,0000186E+006	3,7977996E+000	-2,1003465E-001
7,9433269E+005	3,8356202E+000	-2,4319462E-001
6,3095681E+005	3,8739862E+000	-2,6889050E-001
5,0120622E+005	3,9173946E+000	-2,9120907E-001
3,9810347E+005	3,9586265E+000	-3,1128493E-001
3,1622997E+005	3,9991398E+000	-3,3179659E-001
2,5118764E+005	4,0414906E+000	-3,5182247E-001
1,9954350E+005	4,0843415E+000	-3,7587076E-001
1,5848613E+005	4,1282248E+000	-4,0349978E-001
1,2590929E+005	4,1740813E+000	-4,3606806E-001
1,0000371E+005	4,2247829E+000	-4,7434714E-001
7,9433273E+004	4,2755384E+000	-5,1987487E-001
6,3093828E+004	4,3333125E+000	-5,7319218E-001
5,0122477E+004	4,3972106E+000	-6,3654304E-001
3,9814063E+004	4,4688711E+000	-7,1142673E-001
3,1621143E+004	4,5506768E+000	-7,9889339E-001
2,5116906E+004	4,6500936E+000	-8,9745784E-001
1,9948781E+004	4,7697535E+000	-1,0090793E+000
1,5847683E+004	4,9072657E+000	-1,1319499E+000
1,2590930E+004	5,0760212E+000	-1,2610451E+000
1,0002226E+004	5,2732763E+000	-1,3969083E+000
7,9439951E+003	5,5026183E+000	-1,5250201E+000
6,3077358E+003	5,7664151E+000	-1,6462289E+000
5,0116030E+003	6,0586691E+000	-1,7431037E+000
3,9812773E+003	6,3765583E+000	-1,8170341E+000
3,1630398E+003	6,7090726E+000	-1,8539163E+000
2,5124104E+003	7,0486155E+000	-1,8519834E+000
1,9956381E+003	7,3776560E+000	-1,8114437E+000
1,5844927E+003	7,6847143E+000	-1,7397587E+000
1,2587905E+003	7,9602337E+000	-1,6441526E+000
9,9968164E+002	8,2030592E+000	-1,5453333E+000
7,9423932E+002	8,4035511E+000	-1,4402467E+000
6,3100977E+002	8,5809383E+000	-1,3585652E+000
5,0112231E+002	8,7346363E+000	-1,2906176E+000
3,9808899E+002	8,8766470E+000	-1,2445890E+000
3,1631589E+002	9,0020847E+000	-1,2229475E+000
2,5120601E+002	9,1325912E+000	-1,2260945E+000
1,9955338E+002	9,2668018E+000	-1,2547630E+000
1,5852898E+002	9,4088964E+000	-1,3072487E+000
1,2592673E+002	9,5617561E+000	-1,3816254E+000
9,9968163E+001	9,7393074E+000	-1,4664747E+000
7,9415741E+001	9,9397869E+000	-1,5713477E+000
6,3082279E+001	1,0168454E+001	-1,6796691E+000
5,0112232E+001	1,0427225E+001	-1,7910465E+000
3,9808899E+001	1,0709347E+001	-1,8879583E+000
3,1629578E+001	1,1018508E+001	-1,9721714E+000
2,5120602E+001	1,1349336E+001	-2,0344458E+000
1,9955338E+001	1,1684024E+001	-2,0754175E+000
1,5846864E+001	1,2022073E+001	-2,0904508E+000
1,2587309E+001	1,2348478E+001	-2,0898843E+000
9,9968166E+000	1,2636103E+001	-2,0935953E+000
7,9395623E+000	1,2950082E+001	-2,0607674E+000
6,3105822E+000	1,3210435E+001	-2,0659430E+000
5,0112233E+000	1,3512656E+001	-2,0191431E+000
3,9819033E+000	1,3825186E+001	-2,0755160E+000
3,1629577E+000	1,4013910E+001	-2,0864730E+000
2,5112481E+000	1,4288411E+001	-2,0489228E+000
1,9950197E+000	1,4616809E+001	-2,0379159E+000
1,5846864E+000	1,4979074E+001	-2,1325111E+000
1,2582541E+000	1,5218999E+001	-2,3161895E+000
1,0000616E+000	1,5332314E+001	-2,3964579E+000
7,9444051E-001	1,5472343E+001	-2,3374879E+000
6,3126236E-001	1,5700710E+001	-2,2134755E+000
5,0118715E-001	1,6073662E+001	-2,0773921E+000
3,9821118E-001	1,6599913E+001	-2,0735905E+000
3,1619295E-001	1,7142178E+001	-2,3422275E+000
2,5117323E-001	1,7454401E+001	-2,8709302E+000
1,9957349E-001	1,7371256E+001	-3,3818421E+000
1,5846863E-001	1,7066286E+001	-3,5718045E+000
1,2590662E-001	1,6847088E+001	-3,3773222E+000
1,0002181E-001	1,6924292E+001	-2,9583290E+000
7,9420954E-002	1,7386803E+001	-2,5066738E+000
6,3119084E-002	1,8230885E+001	-2,2435813E+000
5,0094575E-002	1,9354944E+001	-2,4228814E+000
3,9821938E-002	2,0310539E+001	-3,1799412E+000
3,1629652E-002	2,0678961E+001	-4,1923327E+000
2,5115162E-002	2,0571056E+001	-4,8481207E+000
1,9949377E-002	2,0463032E+001	-5,0035343E+000
1,5841872E-002	2,0692820E+001	-4,8678331E+000
1,2591705E-002	2,1334606E+001	-4,7385144E+000
9,9972636E-003	2,2222824E+001	-4,8680444E+000
