freq/Hz	Re(Z)/Ohm	Im(Z)/Ohm	
6,3105822E+000	2,0457998E+001	-1,8603965E+000
5,0112233E+000	2,0711664E+001	-1,8484403E+000
3,9819033E+000	2,0983770E+001	-1,8316778E+000
3,1629577E+000	2,1272800E+001	-1,8400179E+000
2,5112481E+000	2,1509092E+001	-1,8399316E+000
1,9950197E+000	2,1775898E+001	-1,8292180E+000
1,5846864E+000	2,2039326E+001	-1,8257459E+000
1,2582541E+000	2,2328545E+001	-1,8094158E+000
1,0000616E+000	2,2639380E+001	-1,8516349E+000
7,9444051E-001	2,2899002E+001	-1,9296602E+000
6,3126236E-001	2,3108982E+001	-1,9804698E+000
5,0118715E-001	2,3321100E+001	-1,9784825E+000
3,9821118E-001	2,3551792E+001	-1,9535353E+000
3,1619295E-001	2,3823763E+001	-1,9190766E+000
2,5117323E-001	2,4139387E+001	-1,9005263E+000
1,9957349E-001	2,4526072E+001	-1,9563307E+000
1,5846863E-001	2,4902294E+001	-2,1310489E+000
1,2590662E-001	2,5156090E+001	-2,3813176E+000
1,0002181E-001	2,5262604E+001	-2,6259840E+000
7,9420954E-002	2,5282431E+001	-2,7276645E+000
6,3119084E-002	2,5323990E+001	-2,6825395E+000
5,0094575E-002	2,5511036E+001	-2,5189240E+000
3,9821938E-002	2,5895464E+001	-2,3627043E+000
3,1629652E-002	2,6458616E+001	-2,3082740E+000
2,5115162E-002	2,7171919E+001	-2,4680882E+000
1,9949377E-002	2,7854469E+001	-2,9059479E+000
1,5841872E-002	2,8345905E+001	-3,4682097E+000
1,2591705E-002	2,8588079E+001	-3,9246280E+000
9,9972636E-003	2,8754532E+001	-4,1543436E+000
1,0000186E+006	3,9679816E+000	-3,0116162E-001
7,9433269E+005	4,0294442E+000	-3,5260651E-001
6,3095681E+005	4,0909328E+000	-4,0122172E-001
5,0120622E+005	4,1567163E+000	-4,4269717E-001
3,9810347E+005	4,2236962E+000	-4,8171836E-001
3,1622997E+005	4,2928691E+000	-5,2436864E-001
2,5118764E+005	4,3619208E+000	-5,6932354E-001
1,9954350E+005	4,4371672E+000	-6,1668199E-001
1,5848613E+005	4,5136714E+000	-6,7021883E-001
1,2590929E+005	4,5964513E+000	-7,3695391E-001
1,0000371E+005	4,6854448E+000	-8,0672783E-001
7,9433273E+004	4,7782969E+000	-8,8814384E-001
6,3093828E+004	4,8854241E+000	-9,8775071E-001
5,0122477E+004	4,9981728E+000	-1,0982316E+000
3,9814063E+004	5,1238785E+000	-1,2302327E+000
3,1621143E+004	5,2630844E+000	-1,3826292E+000
2,5116906E+004	5,4250336E+000	-1,5579610E+000
1,9948781E+004	5,6119056E+000	-1,7596372E+000
1,5847683E+004	5,8283372E+000	-1,9897810E+000
1,2590930E+004	6,0785284E+000	-2,2505839E+000
1,0002226E+004	6,3788495E+000	-2,5433295E+000
7,9439951E+003	6,7328286E+000	-2,8642850E+000
6,3077358E+003	7,1550384E+000	-3,2102978E+000
5,0116030E+003	7,6542339E+000	-3,5688779E+000
3,9812773E+003	8,2393093E+000	-3,9289660E+000
3,1630398E+003	8,9177647E+000	-4,2717624E+000
2,5124104E+003	9,6950350E+000	-4,5687828E+000
1,9956381E+003	1,0556864E+001	-4,7924557E+000
1,5844927E+003	1,1474672E+001	-4,9054608E+000
1,2587905E+003	1,2416135E+001	-4,8966808E+000
9,9968164E+002	1,3337940E+001	-4,7563829E+000
7,9423932E+002	1,4187466E+001	-4,5118775E+000
6,3100977E+002	1,4938264E+001	-4,1895380E+000
5,0112231E+002	1,5577927E+001	-3,8300529E+000
3,9808899E+002	1,6103947E+001	-3,4805746E+000
3,1631589E+002	1,6544424E+001	-3,1377630E+000
2,5120601E+002	1,6908653E+001	-2,8461370E+000
1,9955338E+002	1,7223230E+001	-2,6121497E+000
1,5852898E+002	1,7493176E+001	-2,4218655E+000
1,2592673E+002	1,7741301E+001	-2,2827933E+000
9,9968163E+001	1,7990875E+001	-2,1858022E+000
7,9415741E+001	1,8235733E+001	-2,1281080E+000
6,3082279E+001	1,8478687E+001	-2,1250219E+000
5,0112232E+001	1,8740660E+001	-2,1384938E+000
3,9808899E+001	1,9038082E+001	-2,1602426E+000
3,1629578E+001	1,9341993E+001	-2,2062106E+000
2,5120602E+001	1,9661430E+001	-2,2441747E+000
1,9955338E+001	2,0000067E+001	-2,2791607E+000
1,5846864E+001	2,0366495E+001	-2,3029056E+000
1,2587309E+001	2,0719980E+001	-2,3131845E+000
9,9968166E+000	2,1089085E+001	-2,3018336E+000
7,9395623E+000	2,1443192E+001	-2,2853644E+000
6,3105822E+000	2,1783751E+001	-2,2633095E+000
5,0112233E+000	2,2117701E+001	-2,2139981E+000
3,9819033E+000	2,2466825E+001	-2,1880803E+000
3,1629577E+000	2,2744888E+001	-2,1699662E+000
2,5112481E+000	2,3053822E+001	-2,1344166E+000
1,9950197E+000	2,3359449E+001	-2,1129842E+000
1,5846864E+000	2,3690161E+001	-2,1098912E+000
1,2582541E+000	2,4002966E+001	-2,1706777E+000
1,0000616E+000	2,4251015E+001	-2,2088764E+000
7,9444051E-001	2,4520979E+001	-2,2105119E+000
6,3126236E-001	2,4811758E+001	-2,2144387E+000
5,0118715E-001	2,5124332E+001	-2,2023654E+000
3,9821118E-001	2,5481707E+001	-2,1970153E+000
3,1619295E-001	2,5878416E+001	-2,2535203E+000
2,5117323E-001	2,6244366E+001	-2,4067781E+000
1,9957349E-001	2,6505430E+001	-2,6136365E+000
1,5846863E-001	2,6658409E+001	-2,7727547E+000
1,2590662E-001	2,6773905E+001	-2,8093183E+000
1,0002181E-001	2,6924805E+001	-2,7488971E+000
7,9420954E-002	2,7185202E+001	-2,6302185E+000
6,3119084E-002	2,7543932E+001	-2,5198791E+000
5,0094575E-002	2,8055000E+001	-2,4974866E+000
3,9821938E-002	2,8615450E+001	-2,7096083E+000
3,1629652E-002	2,9062426E+001	-3,1616950E+000
2,5115162E-002	2,9227100E+001	-3,7185881E+000
1,9949377E-002	2,9096748E+001	-4,1227388E+000
1,5841872E-002	2,8923368E+001	-4,2020502E+000
1,2591705E-002	2,8939150E+001	-4,0509048E+000
9,9972636E-003	2,9155180E+001	-3,7936876E+000
1,0000186E+006	6,2198086E+000	-5,4387236E-001
7,9433269E+005	6,3058019E+000	-5,9662533E-001
6,3095681E+005	6,4002228E+000	-6,4556456E-001
5,0120622E+005	6,5001659E+000	-6,8983102E-001
3,9810347E+005	6,6023269E+000	-7,3333704E-001
3,1622997E+005	6,7056322E+000	-7,7998734E-001
2,5118764E+005	6,8119287E+000	-8,2626438E-001
1,9954350E+005	6,9212170E+000	-8,7628365E-001
1,5848613E+005	7,0349126E+000	-9,3677509E-001
1,2590929E+005	7,1580501E+000	-1,0038909E+000
1,0000371E+005	7,2804775E+000	-1,0831749E+000
7,9433273E+004	7,4125185E+000	-1,1695216E+000
6,3093828E+004	7,5529637E+000	-1,2751256E+000
5,0122477E+004	7,7074075E+000	-1,4017358E+000
3,9814063E+004	7,8680582E+000	-1,5450686E+000
3,1621143E+004	8,0546551E+000	-1,7096217E+000
2,5116906E+004	8,2595167E+000	-1,8984749E+000
1,9948781E+004	8,4881372E+000	-2,1249893E+000
1,5847683E+004	8,7552652E+000	-2,3817239E+000
1,2590930E+004	9,0614939E+000	-2,6738737E+000
1,0002226E+004	9,4234838E+000	-3,0111551E+000
7,9439951E+003	9,8594236E+000	-3,3625667E+000
6,3077358E+003	1,0377152E+001	-3,7480855E+000
5,0116030E+003	1,0992576E+001	-4,1253953E+000
3,9812773E+003	1,1721207E+001	-4,4894905E+000
3,1630398E+003	1,2548237E+001	-4,7821078E+000
2,5124104E+003	1,3467695E+001	-4,9857597E+000
1,9956381E+003	1,4441623E+001	-5,0566559E+000
1,5844927E+003	1,5416320E+001	-5,0010438E+000
1,2587905E+003	1,6343090E+001	-4,8145208E+000
9,9968164E+002	1,7175638E+001	-4,5320802E+000
7,9423932E+002	1,7896538E+001	-4,1798797E+000
6,3100977E+002	1,8492420E+001	-3,8209622E+000
5,0112231E+002	1,8992596E+001	-3,4708903E+000
3,9808899E+002	1,9417288E+001	-3,1820235E+000
3,1631589E+002	1,9766275E+001	-2,9141774E+000
2,5120601E+002	2,0090191E+001	-2,7219691E+000
1,9955338E+002	2,0367636E+001	-2,5917928E+000
1,5852898E+002	2,0651352E+001	-2,4855483E+000
1,2592673E+002	2,0918468E+001	-2,4592061E+000
9,9968163E+001	2,1204927E+001	-2,4523695E+000
7,9415741E+001	2,1501328E+001	-2,4738264E+000
6,3082279E+001	2,1828722E+001	-2,5256236E+000
5,0112232E+001	2,2173965E+001	-2,6038952E+000
3,9808899E+001	2,2539730E+001	-2,6759591E+000
3,1629578E+001	2,2954639E+001	-2,7588661E+000
2,5120602E+001	2,3376972E+001	-2,8256948E+000
1,9955338E+001	2,3827400E+001	-2,8859353E+000
1,5846864E+001	2,4294367E+001	-2,9190028E+000
1,2587309E+001	2,4760830E+001	-2,9353712E+000
9,9968166E+000	2,5225672E+001	-2,9143507E+000
7,9395623E+000	2,5666298E+001	-2,9172804E+000
6,3105822E+000	2,6105646E+001	-2,8714955E+000
5,0112233E+000	2,6532770E+001	-2,8712869E+000
3,9819033E+000	2,6933872E+001	-2,8201764E+000
3,1629577E+000	2,7328953E+001	-2,8048978E+000
2,5112481E+000	2,7772219E+001	-2,8104033E+000
1,9950197E+000	2,8136747E+001	-2,8723938E+000
1,5846864E+000	2,8503473E+001	-2,8542888E+000
1,2582541E+000	2,8916979E+001	-2,8697841E+000
1,0000616E+000	2,9331619E+001	-2,8830478E+000
7,9444051E-001	2,9814842E+001	-2,9080472E+000
6,3126236E-001	3,0312386E+001	-3,0298285E+000
5,0118715E-001	3,0744041E+001	-3,2024357E+000
3,9821118E-001	3,1087023E+001	-3,3513918E+000
3,1619295E-001	3,1430761E+001	-3,3923082E+000
2,5117323E-001	3,1808456E+001	-3,3822794E+000
1,9957349E-001	3,2257862E+001	-3,3291597E+000
1,5846863E-001	3,2799732E+001	-3,2733943E+000
1,2590662E-001	3,3446381E+001	-3,2922792E+000
1,0002181E-001	3,4145985E+001	-3,5123303E+000
7,9420954E-002	3,4675606E+001	-3,9440858E+000
6,3119084E-002	3,4919250E+001	-4,4530096E+000
5,0094575E-002	3,4819889E+001	-4,7952857E+000
3,9821938E-002	3,4638035E+001	-4,7901726E+000
3,1629652E-002	3,4613098E+001	-4,5400991E+000
2,5115162E-002	3,4886269E+001	-4,1675448E+000
1,9949377E-002	3,5487736E+001	-3,8848901E+000
1,5841872E-002	3,6358337E+001	-3,8895924E+000
1,2591705E-002	3,7326977E+001	-4,3372245E+000
9,9972636E-003	3,8054939E+001	-5,2299495E+000
1,0000186E+006	2,7676361E+001	-1,9744822E+000
7,9433269E+005	2,7903425E+001	-1,8966939E+000
6,3095681E+005	2,8078766E+001	-1,8491104E+000
5,0120622E+005	2,8304331E+001	-1,8134309E+000
3,9810347E+005	2,8502853E+001	-1,8126881E+000
3,1622997E+005	2,8739443E+001	-1,8177317E+000
2,5118764E+005	2,8935947E+001	-1,8204291E+000
1,9954350E+005	2,9131887E+001	-1,8506999E+000
1,5848613E+005	2,9389324E+001	-1,9257555E+000
1,2590929E+005	2,9608297E+001	-1,9847589E+000
1,0000371E+005	2,9851727E+001	-2,0552213E+000
7,9433273E+004	3,0131495E+001	-2,1583576E+000
6,3093828E+004	3,0389389E+001	-2,2698710E+000
5,0122477E+004	3,0690941E+001	-2,4217811E+000
3,9814063E+004	3,1025433E+001	-2,5751958E+000
3,1621143E+004	3,1320196E+001	-2,7917147E+000
2,5116906E+004	3,1767977E+001	-2,9738095E+000
1,9948781E+004	3,2204617E+001	-3,1868155E+000
1,5847683E+004	3,2705139E+001	-3,3925166E+000
1,2590930E+004	3,3257206E+001	-3,5788300E+000
1,0002226E+004	3,3825321E+001	-3,8304133E+000
7,9439951E+003	3,4457981E+001	-3,9992874E+000
6,3077358E+003	3,5137871E+001	-4,1057882E+000
5,0116030E+003	3,5858261E+001	-4,1540260E+000
3,9812773E+003	3,6589851E+001	-4,1430759E+000
3,1630398E+003	3,7302078E+001	-4,0870719E+000
2,5124104E+003	3,7954533E+001	-3,9576614E+000
1,9956381E+003	3,8565311E+001	-3,8041642E+000
1,5844927E+003	3,9119057E+001	-3,6362693E+000
1,2587905E+003	3,9605305E+001	-3,4775352E+000
9,9968164E+002	4,0054619E+001	-3,3397217E+000
7,9423932E+002	4,0476414E+001	-3,2261539E+000
6,3100977E+002	4,0865501E+001	-3,1540222E+000
5,0112231E+002	4,1218273E+001	-3,1200185E+000
3,9808899E+002	4,1594501E+001	-3,1272118E+000
3,1631589E+002	4,1981010E+001	-3,1521120E+000
2,5120601E+002	4,2369205E+001	-3,2610338E+000
1,9955338E+002	4,2771801E+001	-3,3704357E+000
1,5852898E+002	4,3196697E+001	-3,5355496E+000
1,2592673E+002	4,3668118E+001	-3,7202046E+000
9,9968163E+001	4,4166039E+001	-3,9238605E+000
7,9415741E+001	4,4689518E+001	-4,1696348E+000
6,3082279E+001	4,5319050E+001	-4,4206772E+000
5,0112232E+001	4,5968651E+001	-4,6634083E+000
3,9808899E+001	4,6667938E+001	-4,8908973E+000
3,1629578E+001	4,7449345E+001	-5,1311998E+000
2,5120602E+001	4,8232635E+001	-5,3342624E+000
1,9955338E+001	4,9073849E+001	-5,5156550E+000
1,5846864E+001	4,9937416E+001	-5,6726947E+000
1,2587309E+001	5,0809734E+001	-5,7957969E+000
9,9968166E+000	5,1704582E+001	-5,9316468E+000
7,9395623E+000	5,2560505E+001	-6,0404730E+000
6,3105822E+000	5,3494495E+001	-6,1337342E+000
5,0112233E+000	5,4343597E+001	-6,2987881E+000
3,9819033E+000	5,5278206E+001	-6,3940344E+000
3,1629577E+000	5,6297993E+001	-6,5326505E+000
2,5112481E+000	5,7033340E+001	-6,7819004E+000
1,9950197E+000	5,8027737E+001	-6,8470812E+000
1,5846864E+000	5,9020359E+001	-6,9575462E+000
1,2582541E+000	6,0175472E+001	-7,0905833E+000
1,0000616E+000	6,1350906E+001	-7,4497981E+000
7,9444051E-001	6,2269077E+001	-7,8406830E+000
6,3126236E-001	6,3130852E+001	-8,0237856E+000
5,0118715E-001	6,4104858E+001	-8,0120859E+000
3,9821118E-001	6,5197533E+001	-7,9285650E+000
3,1619295E-001	6,6503464E+001	-7,7554560E+000
2,5117323E-001	6,8095642E+001	-7,7246542E+000
1,9957349E-001	6,9810852E+001	-8,0398693E+000
1,5846863E-001	7,1236549E+001	-8,7943678E+000
1,2590662E-001	7,2038193E+001	-9,6993999E+000
1,0002181E-001	7,2266006E+001	-1,0209569E+001
7,9420954E-002	7,2257706E+001	-1,0071715E+001
6,3119084E-002	7,2506607E+001	-9,2888651E+000
5,0094575E-002	7,3299049E+001	-7,9890985E+000
3,9821938E-002	7,4956268E+001	-6,8002996E+000
3,1629652E-002	7,7397026E+001	-6,2724285E+000
2,5115162E-002	8,0067780E+001	-6,9782262E+000
1,9949377E-002	8,1759705E+001	-9,1893482E+000
1,5841872E-002	8,1542030E+001	-1,2065278E+001
1,2591705E-002	7,9037643E+001	-1,3713815E+001
9,9972636E-003	7,6951553E+001	-1,3538903E+001
1,0000186E+006	5,8489365E+001	-4,4396400E+000
7,9433269E+005	5,8825939E+001	-3,9904759E+000
6,3095681E+005	5,9167282E+001	-3,6610010E+000
5,0120622E+005	5,9483604E+001	-3,3445625E+000
3,9810347E+005	5,9817883E+001	-3,1018860E+000
3,1622997E+005	6,0111141E+001	-2,8832483E+000
2,5118764E+005	6,0404369E+001	-2,7526448E+000
1,9954350E+005	6,0699715E+001	-2,6172841E+000
1,5848613E+005	6,0946922E+001	-2,5517137E+000
1,2590929E+005	6,1202477E+001	-2,5340140E+000
1,0000371E+005	6,1498840E+001	-2,5624156E+000
7,9433273E+004	6,1819431E+001	-2,5596116E+000
6,3093828E+004	6,2095055E+001	-2,6236553E+000
5,0122477E+004	6,2425484E+001	-2,7098742E+000
3,9814063E+004	6,2773159E+001	-2,8260269E+000
3,1621143E+004	6,3160332E+001	-2,9354560E+000
2,5116906E+004	6,3546902E+001	-3,0738158E+000
1,9948781E+004	6,4000580E+001	-3,2129891E+000
1,5847683E+004	6,4494766E+001	-3,3557215E+000
1,2590930E+004	6,4997620E+001	-3,4903619E+000
1,0002226E+004	6,5550079E+001	-3,5958223E+000
7,9439951E+003	6,6116661E+001	-3,6904130E+000
6,3077358E+003	6,6722466E+001	-3,7432296E+000
5,0116030E+003	6,7280289E+001	-3,7915933E+000
3,9812773E+003	6,7855759E+001	-3,7882545E+000
3,1630398E+003	6,8422844E+001	-3,7685287E+000
2,5124104E+003	6,8985649E+001	-3,7440600E+000
1,9956381E+003	6,9557602E+001	-3,7063224E+000
1,5844927E+003	7,0055611E+001	-3,6663325E+000
1,2587905E+003	7,0553917E+001	-3,6343510E+000
9,9968164E+002	7,1061485E+001	-3,5925200E+000
7,9423932E+002	7,1560913E+001	-3,5918710E+000
6,3100977E+002	7,2004158E+001	-3,5492759E+000
5,0112231E+002	7,2469749E+001	-3,5876157E+000
3,9808899E+002	7,2924927E+001	-3,6095436E+000
3,1631589E+002	7,3409134E+001	-3,6970344E+000
2,5120601E+002	7,3858643E+001	-3,7826176E+000
1,9955338E+002	7,4377121E+001	-3,9766974E+000
1,5852898E+002	7,4867142E+001	-4,0945573E+000
1,2592673E+002	7,5389626E+001	-4,3409386E+000
9,9968163E+001	7,6003853E+001	-4,5201402E+000
7,9415741E+001	7,6631660E+001	-4,7769871E+000
6,3082279E+001	7,7293571E+001	-5,0749865E+000
5,0112232E+001	7,8061539E+001	-5,3317184E+000
3,9808899E+001	7,8856277E+001	-5,5956583E+000
3,1629578E+001	7,9716560E+001	-5,8091116E+000
2,5120602E+001	8,0558517E+001	-6,0684500E+000
1,9955338E+001	8,1481491E+001	-6,2389412E+000
1,5846864E+001	8,2447395E+001	-6,4057026E+000
1,2587309E+001	8,3388519E+001	-6,6168504E+000
9,9968166E+000	8,4333282E+001	-6,8598051E+000
7,9395623E+000	8,5405663E+001	-7,0060482E+000
6,3105822E+000	8,6338135E+001	-7,2195849E+000
5,0112233E+000	8,7228218E+001	-7,4809446E+000
3,9819033E+000	8,8330109E+001	-7,6231966E+000
3,1629577E+000	8,9493996E+001	-7,8035808E+000
2,5112481E+000	9,0727425E+001	-8,2849941E+000
1,9950197E+000	9,1658470E+001	-8,6002016E+000
1,5846864E+000	9,2785553E+001	-8,7264481E+000
1,2582541E+000	9,4060722E+001	-8,8809071E+000
1,0000616E+000	9,5537209E+001	-9,0391054E+000
7,9444051E-001	9,7275284E+001	-9,4519768E+000
6,3126236E-001	9,8748367E+001	-1,0275887E+001
5,0118715E-001	9,9768272E+001	-1,0996017E+001
3,9821118E-001	1,0057326E+002	-1,1246605E+001
3,1619295E-001	1,0157821E+002	-1,1038359E+001
2,5117323E-001	1,0286980E+002	-1,0481008E+001
1,9957349E-001	1,0471716E+002	-9,7664375E+000
1,5846863E-001	1,0719276E+002	-9,3575039E+000
1,2590662E-001	1,0998233E+002	-9,8550158E+000
1,0002181E-001	1,1234146E+002	-1,1408532E+001
7,9420954E-002	1,1324571E+002	-1,3533841E+001
6,3119084E-002	1,1249863E+002	-1,5026700E+001
5,0094575E-002	1,1087135E+002	-1,4911054E+001
3,9821938E-002	1,0981747E+002	-1,2994679E+001
3,1629652E-002	1,1011391E+002	-1,0026496E+001
2,5115162E-002	1,1241956E+002	-6,8665414E+000
1,9949377E-002	1,1675581E+002	-4,7558541E+000
1,5841872E-002	1,2242482E+002	-5,2954636E+000
1,2591705E-002	1,2730647E+002	-9,3832426E+000
9,9972636E-003	1,2840582E+002	-1,5987455E+001
