freq/Hz	Re(Z)/Ohm	Im(Z)/Ohm	
2,5120602E+001	1,2073222E+001	-1,4124187E+000
1,9955338E+001	1,2304918E+001	-1,4198931E+000
1,5846864E+001	1,2548559E+001	-1,4040895E+000
1,2587309E+001	1,2771771E+001	-1,3540007E+000
9,9968166E+000	1,2964422E+001	-1,3025684E+000
7,9395623E+000	1,3120100E+001	-1,2199745E+000
6,3105822E+000	1,3297094E+001	-1,1877290E+000
5,0112233E+000	1,3398674E+001	-1,1032395E+000
3,9819033E+000	1,3574143E+001	-1,0344993E+000
3,1629577E+000	1,3685238E+001	-1,0728587E+000
2,5112481E+000	1,3697793E+001	-1,0346237E+000
1,9950197E+000	1,3778179E+001	-9,3431640E-001
1,5846864E+000	1,3913631E+001	-8,7818950E-001
1,2582541E+000	1,4081483E+001	-9,2442042E-001
1,0000616E+000	1,4149037E+001	-1,0778911E+000
7,9444051E-001	1,4059607E+001	-1,2117385E+000
6,3126236E-001	1,3902925E+001	-1,2203841E+000
5,0118715E-001	1,3809659E+001	-1,1210452E+000
3,9821118E-001	1,3846527E+001	-1,0057358E+000
3,1619295E-001	1,4012378E+001	-9,6531999E-001
2,5117323E-001	1,4256580E+001	-1,0964870E+000
1,9957349E-001	1,4457215E+001	-1,4406692E+000
1,5846863E-001	1,4445580E+001	-1,9067163E+000
1,2590662E-001	1,4227662E+001	-2,2634547E+000
1,0002181E-001	1,3994866E+001	-2,3882260E+000
7,9420954E-002	1,3939219E+001	-2,3649714E+000
6,3119084E-002	1,4099728E+001	-2,3571553E+000
5,0094575E-002	1,4417000E+001	-2,4508080E+000
3,9821938E-002	1,4812935E+001	-2,6909525E+000
3,1629652E-002	1,5238811E+001	-3,0447772E+000
2,5115162E-002	1,5642845E+001	-3,5003955E+000
1,9949377E-002	1,6028233E+001	-3,9596920E+000
1,5841872E-002	1,6442579E+001	-4,3458543E+000
1,2591705E-002	1,6981991E+001	-4,6796999E+000
9,9972636E-003	1,7666412E+001	-5,0467029E+000
1,0000186E+006	6,0882583E+000	-3,5084543E-001
7,9433269E+005	6,1283407E+000	-3,7259638E-001
6,3095681E+005	6,1779132E+000	-3,8749719E-001
5,0120622E+005	6,2240090E+000	-4,0057468E-001
3,9810347E+005	6,2694016E+000	-4,1473338E-001
3,1622997E+005	6,3193274E+000	-4,2931330E-001
2,5118764E+005	6,3655329E+000	-4,4162983E-001
1,9954350E+005	6,4115701E+000	-4,6092609E-001
1,5848613E+005	6,4612703E+000	-4,8069665E-001
1,2590929E+005	6,5116067E+000	-5,1211542E-001
1,0000371E+005	6,5631204E+000	-5,4194778E-001
7,9433273E+004	6,6194248E+000	-5,8205903E-001
6,3093828E+004	6,6827483E+000	-6,2737399E-001
5,0122477E+004	6,7487283E+000	-6,8444270E-001
3,9814063E+004	6,8273492E+000	-7,4290991E-001
3,1621143E+004	6,9132576E+000	-8,1605375E-001
2,5116906E+004	7,0135217E+000	-8,9750040E-001
1,9948781E+004	7,1344924E+000	-9,8940986E-001
1,5847683E+004	7,2792721E+000	-1,0841707E+000
1,2590930E+004	7,4396272E+000	-1,1822662E+000
1,0002226E+004	7,6313596E+000	-1,2746975E+000
7,9439951E+003	7,8435841E+000	-1,3608142E+000
6,3077358E+003	8,0816517E+000	-1,4237181E+000
5,0116030E+003	8,3337221E+000	-1,4561285E+000
3,9812773E+003	8,5892925E+000	-1,4664309E+000
3,1630398E+003	8,8421650E+000	-1,4483242E+000
2,5124104E+003	9,0737877E+000	-1,3977754E+000
1,9956381E+003	9,2933073E+000	-1,3301044E+000
1,5844927E+003	9,4779911E+000	-1,2562401E+000
1,2587905E+003	9,6435041E+000	-1,1835785E+000
9,9968164E+002	9,7897491E+000	-1,1152265E+000
7,9423932E+002	9,9146461E+000	-1,0649128E+000
6,3100977E+002	1,0034201E+001	-1,0184193E+000
5,0112231E+002	1,0137237E+001	-9,9191755E-001
3,9808899E+002	1,0244707E+001	-9,8043400E-001
3,1631589E+002	1,0345465E+001	-9,7794044E-001
2,5120601E+002	1,0452816E+001	-9,9265885E-001
1,9955338E+002	1,0556498E+001	-1,0198437E+000
1,5852898E+002	1,0677627E+001	-1,0589730E+000
1,2592673E+002	1,0804796E+001	-1,1122440E+000
9,9968163E+001	1,0943542E+001	-1,1715494E+000
7,9415741E+001	1,1103588E+001	-1,2336594E+000
6,3082279E+001	1,1290154E+001	-1,3009840E+000
5,0112232E+001	1,1483782E+001	-1,3641551E+000
3,9808899E+001	1,1711003E+001	-1,4130958E+000
3,1629578E+001	1,1938809E+001	-1,4619172E+000
2,5120602E+001	1,2194264E+001	-1,4669753E+000
1,9955338E+001	1,2434827E+001	-1,4551966E+000
1,5846864E+001	1,2666955E+001	-1,4116244E+000
1,2587309E+001	1,2872480E+001	-1,3529813E+000
9,9968166E+000	1,3063397E+001	-1,2705541E+000
7,9395623E+000	1,3204999E+001	-1,2104682E+000
6,3105822E+000	1,3387054E+001	-1,1398408E+000
5,0112233E+000	1,3479275E+001	-1,1157517E+000
3,9819033E+000	1,3610629E+001	-1,0149660E+000
3,1629577E+000	1,3785050E+001	-9,9646038E-001
2,5112481E+000	1,3841861E+001	-1,0530229E+000
1,9950197E+000	1,3841268E+001	-1,0110060E+000
1,5846864E+000	1,3900400E+001	-9,1571987E-001
1,2582541E+000	1,4032041E+001	-8,5730714E-001
1,0000616E+000	1,4201868E+001	-8,8856292E-001
7,9444051E-001	1,4308806E+001	-1,0530683E+000
6,3126236E-001	1,4245259E+001	-1,2629038E+000
5,0118715E-001	1,4047702E+001	-1,3585850E+000
3,9821118E-001	1,3874391E+001	-1,3081684E+000
3,1619295E-001	1,3830928E+001	-1,1830773E+000
2,5117323E-001	1,3951241E+001	-1,0868744E+000
1,9957349E-001	1,4205553E+001	-1,1186707E+000
1,5846863E-001	1,4511900E+001	-1,3635079E+000
1,2590662E-001	1,4698110E+001	-1,8141719E+000
1,0002181E-001	1,4647194E+001	-2,2969041E+000
7,9420954E-002	1,4455356E+001	-2,5992360E+000
6,3119084E-002	1,4324282E+001	-2,6821277E+000
5,0094575E-002	1,4399128E+001	-2,6660216E+000
3,9821938E-002	1,4671406E+001	-2,7125988E+000
3,1629652E-002	1,5059851E+001	-2,8660231E+000
2,5115162E-002	1,5534444E+001	-3,1782076E+000
1,9949377E-002	1,6048328E+001	-3,5633366E+000
1,5841872E-002	1,6556295E+001	-4,0236082E+000
1,2591705E-002	1,7080729E+001	-4,4676185E+000
9,9972636E-003	1,7658590E+001	-4,8889923E+000
1,0000186E+006	5,9580469E+000	-3,4026098E-001
7,9433269E+005	5,9977160E+000	-3,6201671E-001
6,3095681E+005	6,0438299E+000	-3,7900642E-001
5,0120622E+005	6,0916367E+000	-3,9365840E-001
3,9810347E+005	6,1358838E+000	-4,0643850E-001
3,1622997E+005	6,1829944E+000	-4,1743281E-001
2,5118764E+005	6,2293015E+000	-4,3460178E-001
1,9954350E+005	6,2765584E+000	-4,5295793E-001
1,5848613E+005	6,3232718E+000	-4,7525999E-001
1,2590929E+005	6,3685956E+000	-4,9941134E-001
1,0000371E+005	6,4210539E+000	-5,3321677E-001
7,9433273E+004	6,4756379E+000	-5,6665635E-001
6,3093828E+004	6,5367250E+000	-6,1256474E-001
5,0122477E+004	6,6050215E+000	-6,6318387E-001
3,9814063E+004	6,6760235E+000	-7,2839564E-001
3,1621143E+004	6,7553072E+000	-8,0050087E-001
2,5116906E+004	6,8600259E+000	-8,8058287E-001
1,9948781E+004	6,9746175E+000	-9,7279364E-001
1,5847683E+004	7,1132059E+000	-1,0680671E+000
1,2590930E+004	7,2700381E+000	-1,1680208E+000
1,0002226E+004	7,4586449E+000	-1,2671297E+000
7,9439951E+003	7,6650400E+000	-1,3581487E+000
6,3077358E+003	7,9080396E+000	-1,4285355E+000
5,0116030E+003	8,1565771E+000	-1,4710356E+000
3,9812773E+003	8,4212484E+000	-1,4849329E+000
3,1630398E+003	8,6747675E+000	-1,4647174E+000
2,5124104E+003	8,9170580E+000	-1,4223373E+000
1,9956381E+003	9,1356878E+000	-1,3618480E+000
1,5844927E+003	9,3291063E+000	-1,2925311E+000
1,2587905E+003	9,5041456E+000	-1,2157561E+000
9,9968164E+002	9,6546717E+000	-1,1507190E+000
7,9423932E+002	9,7880373E+000	-1,0990119E+000
6,3100977E+002	9,9103088E+000	-1,0502654E+000
5,0112231E+002	1,0021334E+001	-1,0238978E+000
3,9808899E+002	1,0128473E+001	-1,0026699E+000
3,1631589E+002	1,0239788E+001	-1,0073479E+000
2,5120601E+002	1,0344538E+001	-1,0283018E+000
1,9955338E+002	1,0459994E+001	-1,0533626E+000
1,5852898E+002	1,0584619E+001	-1,1031185E+000
1,2592673E+002	1,0722058E+001	-1,1552167E+000
9,9968163E+001	1,0875463E+001	-1,2170044E+000
7,9415741E+001	1,1044864E+001	-1,2806226E+000
6,3082279E+001	1,1235449E+001	-1,3518323E+000
5,0112232E+001	1,1451534E+001	-1,4127285E+000
3,9808899E+001	1,1680382E+001	-1,4511245E+000
3,1629578E+001	1,1927752E+001	-1,4755820E+000
2,5120602E+001	1,2177151E+001	-1,4649460E+000
1,9955338E+001	1,2419494E+001	-1,4365001E+000
1,5846864E+001	1,2650678E+001	-1,3819964E+000
1,2587309E+001	1,2817820E+001	-1,3095900E+000
9,9968166E+000	1,2991123E+001	-1,2589710E+000
7,9395623E+000	1,3179713E+001	-1,1754088E+000
6,3105822E+000	1,3277167E+001	-1,1200174E+000
5,0112233E+000	1,3447610E+001	-1,0350062E+000
3,9819033E+000	1,3554952E+001	-1,0647261E+000
3,1629577E+000	1,3596629E+001	-9,9371660E-001
2,5112481E+000	1,3723498E+001	-9,0566862E-001
1,9950197E+000	1,3889821E+001	-9,0301496E-001
1,5846864E+000	1,3984227E+001	-1,0079420E+000
1,2582541E+000	1,3938735E+001	-1,0905908E+000
1,0000616E+000	1,3854593E+001	-1,0489012E+000
7,9444051E-001	1,3842843E+001	-9,4420373E-001
6,3126236E-001	1,3934712E+001	-8,4628659E-001
5,0118715E-001	1,4130586E+001	-8,4675395E-001
3,9821118E-001	1,4338886E+001	-1,0286947E+000
3,1619295E-001	1,4403952E+001	-1,3895766E+000
2,5117323E-001	1,4229397E+001	-1,7483112E+000
1,9957349E-001	1,3935262E+001	-1,9091606E+000
1,5846863E-001	1,3730265E+001	-1,8606883E+000
1,2590662E-001	1,3726913E+001	-1,7238548E+000
1,0002181E-001	1,3934187E+001	-1,6294177E+000
7,9420954E-002	1,4296475E+001	-1,6801231E+000
6,3119084E-002	1,4713161E+001	-1,9166527E+000
5,0094575E-002	1,5075227E+001	-2,3564122E+000
3,9821938E-002	1,5254977E+001	-2,8498681E+000
3,1629652E-002	1,5327594E+001	-3,2256279E+000
2,5115162E-002	1,5464797E+001	-3,4339845E+000
1,9949377E-002	1,5777225E+001	-3,5870609E+000
1,5841872E-002	1,6266371E+001	-3,7933805E+000
1,2591705E-002	1,6828058E+001	-4,0947180E+000
9,9972636E-003	1,7449326E+001	-4,4681458E+000
1,0000186E+006	5,8075147E+000	-3,3292136E-001
7,9433269E+005	5,8483181E+000	-3,5536870E-001
6,3095681E+005	5,8929462E+000	-3,7189084E-001
5,0120622E+005	5,9410782E+000	-3,8913384E-001
3,9810347E+005	5,9866319E+000	-4,0148294E-001
3,1622997E+005	6,0351138E+000	-4,1356650E-001
2,5118764E+005	6,0773864E+000	-4,3079239E-001
1,9954350E+005	6,1240816E+000	-4,4871312E-001
1,5848613E+005	6,1697245E+000	-4,6766490E-001
1,2590929E+005	6,2206278E+000	-4,9356177E-001
1,0000371E+005	6,2694631E+000	-5,2621031E-001
7,9433273E+004	6,3283892E+000	-5,6444097E-001
6,3093828E+004	6,3861060E+000	-6,0725343E-001
5,0122477E+004	6,4491439E+000	-6,6010273E-001
3,9814063E+004	6,5238280E+000	-7,2588390E-001
3,1621143E+004	6,6049566E+000	-7,9534948E-001
2,5116906E+004	6,7042699E+000	-8,7690240E-001
1,9948781E+004	6,8184538E+000	-9,6744543E-001
1,5847683E+004	6,9528661E+000	-1,0662575E+000
1,2590930E+004	7,1133347E+000	-1,1674631E+000
1,0002226E+004	7,2987409E+000	-1,2711250E+000
7,9439951E+003	7,5086389E+000	-1,3606085E+000
6,3077358E+003	7,7506318E+000	-1,4351473E+000
5,0116030E+003	8,0003433E+000	-1,4843954E+000
3,9812773E+003	8,2655859E+000	-1,4994613E+000
3,1630398E+003	8,5273523E+000	-1,4843371E+000
2,5124104E+003	8,7735100E+000	-1,4402010E+000
1,9956381E+003	8,9966440E+000	-1,3882555E+000
1,5844927E+003	9,2019873E+000	-1,3179264E+000
1,2587905E+003	9,3775034E+000	-1,2399666E+000
9,9968164E+002	9,5321989E+000	-1,1771936E+000
7,9423932E+002	9,6686888E+000	-1,1231803E+000
6,3100977E+002	9,7970829E+000	-1,0809948E+000
5,0112231E+002	9,9128351E+000	-1,0468637E+000
3,9808899E+002	1,0023852E+001	-1,0362532E+000
3,1631589E+002	1,0132022E+001	-1,0402541E+000
2,5120601E+002	1,0244142E+001	-1,0582401E+000
1,9955338E+002	1,0366864E+001	-1,0885924E+000
1,5852898E+002	1,0495638E+001	-1,1384289E+000
1,2592673E+002	1,0643905E+001	-1,1910610E+000
9,9968163E+001	1,0807217E+001	-1,2497002E+000
7,9415741E+001	1,0989904E+001	-1,3164606E+000
6,3082279E+001	1,1189373E+001	-1,3739134E+000
5,0112232E+001	1,1411774E+001	-1,4208418E+000
3,9808899E+001	1,1650944E+001	-1,4543293E+000
3,1629578E+001	1,1897177E+001	-1,4740113E+000
2,5120602E+001	1,2140175E+001	-1,4532832E+000
1,9955338E+001	1,2373778E+001	-1,4171035E+000
1,5846864E+001	1,2578083E+001	-1,3507699E+000
1,2587309E+001	1,2775020E+001	-1,2795986E+000
9,9968166E+000	1,2935458E+001	-1,1924473E+000
7,9395623E+000	1,3058985E+001	-1,1453617E+000
6,3105822E+000	1,3232228E+001	-1,0649555E+000
5,0112233E+000	1,3322567E+001	-1,0649914E+000
3,9819033E+000	1,3422410E+001	-9,6392977E-001
3,1629577E+000	1,3589978E+001	-9,2887062E-001
2,5112481E+000	1,3683272E+001	-1,0048369E+000
1,9950197E+000	1,3664672E+001	-9,9697846E-001
1,5846864E+000	1,3687248E+001	-9,0462840E-001
1,2582541E+000	1,3793147E+001	-8,1606060E-001
1,0000616E+000	1,3965746E+001	-8,0942219E-001
7,9444051E-001	1,4122183E+001	-9,4385993E-001
6,3126236E-001	1,4125704E+001	-1,1824942E+000
5,0118715E-001	1,3943792E+001	-1,3634636E+000
3,9821118E-001	1,3719401E+001	-1,3735095E+000
3,1619295E-001	1,3602307E+001	-1,2467668E+000
2,5117323E-001	1,3661560E+001	-1,0992451E+000
1,9957349E-001	1,3903524E+001	-1,0331670E+000
1,5846863E-001	1,4259932E+001	-1,1602724E+000
1,2590662E-001	1,4580061E+001	-1,5335410E+000
1,0002181E-001	1,4685954E+001	-2,0481482E+000
7,9420954E-002	1,4550148E+001	-2,4598939E+000
6,3119084E-002	1,4380568E+001	-2,6158464E+000
5,0094575E-002	1,4363671E+001	-2,5932117E+000
3,9821938E-002	1,4595616E+001	-2,5641847E+000
3,1629652E-002	1,4985418E+001	-2,6344080E+000
2,5115162E-002	1,5462765E+001	-2,8395984E+000
1,9949377E-002	1,5972034E+001	-3,1478665E+000
1,5841872E-002	1,6484137E+001	-3,5226452E+000
1,2591705E-002	1,6966200E+001	-3,9443083E+000
9,9972636E-003	1,7475206E+001	-4,3232985E+000
