freq/Hz	Re(Z)/Ohm	Im(Z)/Ohm	
1,0000186E+006	1,9961838E+000	-2,1211606E-001
7,9433269E+005	2,0193574E+000	-2,2591710E-001
6,3095681E+005	2,0452271E+000	-2,4872519E-001
5,0120622E+005	2,0713806E+000	-2,7131775E-001
3,9810347E+005	2,1012905E+000	-3,0135155E-001
3,1622997E+005	2,1314852E+000	-3,3612123E-001
2,5118764E+005	2,1630137E+000	-3,7418914E-001
1,9954350E+005	2,2000642E+000	-4,2544457E-001
1,5848613E+005	2,2426217E+000	-4,8278120E-001
1,2590929E+005	2,2912333E+000	-5,5344355E-001
1,0000371E+005	2,3470919E+000	-6,3725162E-001
7,9433273E+004	2,4089062E+000	-7,3655641E-001
6,3093828E+004	2,4842196E+000	-8,5318553E-001
5,0122477E+004	2,5752141E+000	-9,8710221E-001
3,9814063E+004	2,6788874E+000	-1,1425126E+000
3,1621143E+004	2,8106375E+000	-1,3281364E+000
2,5116906E+004	2,9650862E+000	-1,5344582E+000
1,9948781E+004	3,1605620E+000	-1,7709342E+000
1,5847683E+004	3,3972301E+000	-2,0337126E+000
1,2590930E+004	3,6838450E+000	-2,3151977E+000
1,0002226E+004	4,0375595E+000	-2,6178169E+000
7,9439951E+003	4,4529500E+000	-2,9244738E+000
6,3077358E+003	4,9426913E+000	-3,2304728E+000
5,0116030E+003	5,5054908E+000	-3,5103433E+000
3,9812773E+003	6,1398740E+000	-3,7539296E+000
3,1630398E+003	6,8354430E+000	-3,9414423E+000
2,5124104E+003	7,5902405E+000	-4,0516701E+000
1,9956381E+003	8,3643084E+000	-4,0693278E+000
1,5844927E+003	9,1298656E+000	-3,9892330E+000
1,2587905E+003	9,8508682E+000	-3,8142171E+000
9,9968164E+002	1,0510184E+001	-3,5659497E+000
7,9423932E+002	1,1087140E+001	-3,2692769E+000
6,3100977E+002	1,1587905E+001	-2,9539921E+000
5,0112231E+002	1,1989593E+001	-2,6317692E+000
3,9808899E+002	1,2322519E+001	-2,3238719E+000
3,1631589E+002	1,2591803E+001	-2,0551970E+000
2,5120601E+002	1,2807298E+001	-1,8329666E+000
1,9955338E+002	1,3000782E+001	-1,6263163E+000
1,5852898E+002	1,3154105E+001	-1,4592721E+000
1,2592673E+002	1,3297448E+001	-1,3361515E+000
9,9968163E+001	1,3432067E+001	-1,2256584E+000
7,9415741E+001	1,3547377E+001	-1,1484047E+000
6,3082279E+001	1,3665069E+001	-1,0982931E+000
5,0112232E+001	1,3793029E+001	-1,0581441E+000
3,9808899E+001	1,3914168E+001	-1,0322711E+000
3,1629578E+001	1,4040156E+001	-1,0302575E+000
2,5120602E+001	1,4176552E+001	-1,0377282E+000
1,9955338E+001	1,4309270E+001	-1,0516709E+000
1,5846864E+001	1,4452672E+001	-1,0806265E+000
1,2587309E+001	1,4600286E+001	-1,1063261E+000
9,9968166E+000	1,4754558E+001	-1,1413229E+000
7,9395623E+000	1,4916383E+001	-1,1935718E+000
6,3105822E+000	1,5098570E+001	-1,2572927E+000
5,0112233E+000	1,5273016E+001	-1,3244292E+000
3,9819033E+000	1,5477810E+001	-1,3962071E+000
3,1629577E+000	1,5674379E+001	-1,4893152E+000
2,5112481E+000	1,5914337E+001	-1,5899646E+000
1,9950197E+000	1,6144787E+001	-1,7108899E+000
1,5846864E+000	1,6424171E+001	-1,8231928E+000
1,2582541E+000	1,6729137E+001	-1,9784647E+000
1,0000616E+000	1,7009745E+001	-2,1330628E+000
7,9444051E-001	1,7347071E+001	-2,2834744E+000
6,3126236E-001	1,7711840E+001	-2,4748287E+000
5,0118715E-001	1,8067154E+001	-2,6933093E+000
3,9821118E-001	1,8431528E+001	-2,8903177E+000
3,1619295E-001	1,8850388E+001	-3,1074576E+000
2,5117323E-001	1,9300905E+001	-3,3845222E+000
1,9957349E-001	1,9748102E+001	-3,7180572E+000
1,5846863E-001	2,0220663E+001	-4,0416150E+000
1,2590662E-001	2,0792786E+001	-4,3916531E+000
1,0002181E-001	2,1481115E+001	-4,8082356E+000
7,9420954E-002	2,2224352E+001	-5,3382902E+000
6,3119084E-002	2,2978737E+001	-5,8926797E+000
5,0094575E-002	2,3839331E+001	-6,4478569E+000
3,9821938E-002	2,4885870E+001	-7,0921507E+000
3,1629652E-002	2,5912333E+001	-7,9277024E+000
2,5115162E-002	2,7138699E+001	-8,8196163E+000
1,9949377E-002	2,8347830E+001	-9,7449865E+000
1,5841872E-002	2,9705015E+001	-1,0724074E+001
1,2591705E-002	3,1247766E+001	-1,1889956E+001
9,9972636E-003	3,3129402E+001	-1,3298041E+001
