freq/Hz        Re(Z)/Ohm        -Im(Z)/Ohm
1,0000186E+006        2,4480190E+000        2,8662255E-001
7,9201306E+005        2,4703696E+000        2,7340296E-001
6,2729181E+005        2,5013402E+000        2,7651426E-001
4,9682675E+005        2,5232484E+000        2,7116394E-001
3,9349206E+005        2,5516694E+000        2,7845806E-001
3,1165566E+005        2,5793431E+000        2,8645918E-001
2,4683603E+005        2,6093481E+000        3,0615455E-001
1,9549808E+005        2,6440227E+000        3,2596019E-001
1,5483967E+005        2,6797681E+000        3,5028657E-001
1,2263398E+005        2,7182631E+000        3,7778047E-001
9,7127375E+004        2,7619343E+000        4,1437307E-001
7,6928070E+004        2,8069756E+000        4,6150550E-001
6,0922652E+004        2,8575819E+000        5,1513457E-001
4,8257500E+004        2,9134877E+000        5,7877797E-001
3,8218156E+004        2,9803371E+000        6,5717292E-001
3,0266479E+004        3,0525928E+000        7,4458128E-001
2,3975656E+004        3,1445167E+000        8,4780437E-001
1,8983818E+004        3,2546463E+000        9,6561742E-001
1,5040457E+004        3,3793950E+000        1,0910530E+000
1,1913598E+004        3,5306392E+000        1,2326249E+000
9,4374268E+003        3,7032423E+000        1,3851320E+000
7,4706152E+003        3,9266791E+000        1,5517660E+000
5,9169902E+003        4,1631927E+000        1,7215561E+000
4,6864971E+003        4,4379358E+000        1,8949642E+000
3,7111863E+003        4,7534747E+000        2,0697248E+000
2,9409380E+003        5,1141491E+000        2,2305272E+000
2,3292527E+003        5,5225935E+000        2,3693864E+000
1,8444061E+003        5,9735074E+000        2,4673486E+000
1,4604702E+003        6,4484439E+000        2,5077629E+000
1,1568517E+003        6,9248571E+000        2,4839678E+000
9,1646613E+002        7,3743806E+000        2,4006960E+000
7,2569403E+002        7,7877402E+000        2,2738686E+000
5,7481604E+002        8,1385307E+000        2,1270285E+000
4,5514554E+002        8,4436607E+000        1,9748850E+000
3,6057681E+002        8,6942921E+000        1,8434983E+000
2,8563962E+002        8,9112406E+000        1,7370090E+000
2,2623093E+002        9,1086006E+000        1,6596723E+000
1,7914027E+002        9,2946510E+000        1,6177580E+000
1,4186128E+002        9,4813461E+000        1,6099272E+000
1,1233688E+002        9,6715345E+000        1,6248624E+000
8,9003143E+001        9,8809652E+000        1,6623991E+000
7,0473549E+001        1,0100323E+001        1,7168034E+000
5,5839867E+001        1,0347065E+001        1,7821305E+000
4,4221729E+001        1,0615311E+001        1,8542389E+000
3,5011173E+001        1,0902479E+001        1,9303317E+000
2,7736723E+001        1,1208832E+001        1,9900465E+000
2,1960661E+001        1,1535030E+001        2,0389869E+000
1,7399788E+001        1,1874485E+001        2,0710959E+000
1,3786777E+001        1,2220425E+001        2,0982072E+000
1,0911301E+001        1,2593899E+001        2,1090176E+000
8,6421518E+000        1,2940664E+001        2,0942142E+000
6,8470612E+000        1,3278578E+001        2,0625827E+000
5,4215789E+000        1,3613619E+001        2,0111032E+000
4,2925849E+000        1,3942868E+001        1,9601842E+000
3,4026577E+000        1,4233096E+001        1,8938104E+000
2,6930346E+000        1,4535824E+001        1,8303757E+000
2,1345615E+000        1,4795338E+001        1,7757863E+000
1,6891882E+000        1,5056140E+001        1,7160168E+000
1,3382137E+000        1,5312131E+001        1,6714225E+000
1,0603294E+000        1,5538091E+001        1,6288252E+000
8,3950907E-001        1,5747106E+001        1,5896646E+000
6,6478032E-001        1,5971992E+001        1,5765768E+000
5,2641332E-001        1,6177713E+001        1,5919278E+000
4,1728988E-001        1,6358173E+001        1,6167841E+000
3,3019856E-001        1,6548374E+001        1,6194824E+000
2,6168153E-001        1,6751148E+001        1,6299111E+000
2,0718426E-001        1,6956337E+001        1,6501294E+000
1,6412809E-001        1,7179338E+001        1,6788123E+000
1,3006553E-001        1,7430880E+001        1,7080907E+000
1,0297224E-001        1,7716829E+001        1,7651480E+000
8,1529468E-002        1,8010952E+001        1,8832777E+000
6,4577833E-002        1,8256702E+001        2,0638645E+000
5,1141009E-002        1,8422493E+001        2,2297924E+000
4,0502772E-002        1,8558039E+001        2,3350236E+000
3,2105520E-002        1,8718611E+001        2,3764329E+000
2,5420561E-002        1,8947088E+001        2,3916748E+000
2,0122826E-002        1,9276413E+001        2,4050841E+000
1,5950948E-002        1,9737049E+001        2,4762137E+000
1,2626052E-002        2,0315416E+001        2,6724589E+000
9,9972636E-003        2,0938272E+001        3,0967343E+000
