freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	P/W	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	
4,8257500E+004	2,9134877E+000	5,7877797E-001	2,9704199E+000	-1,1235797E+001	1,112420378138334E+004	2,8148706E+000	6,6307634E-002	5,6982741E+000	2,1633741E-001	1,000000000000000E+000	37	1,4319888E-002	4,8208297E-003	0	1,535579733379483E-004	1,8664740E-004	3,3020034E-001	6,5595843E-002	3,3665276E-001	1,1235797E+001	2,1633734E+002	1,0890123E+003	1,1102926E+003	-7,8764206E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8764206E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8764206E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,1235797E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,1235797E+001	5,0338607E+000	1,1235797E+001	5,781374520473449E-006
3,8218156E+004	2,9803371E+000	6,5717292E-001	3,0519314E+000	-1,2434898E+001	1,112448678270349E+004	2,8148711E+000	6,7873359E-002	6,3368106E+000	2,9381943E-001	1,000000000000000E+000	37	1,5394564E-002	5,0442037E-003	0	1,563354263172951E-004	1,9105476E-004	3,1997487E-001	7,0555374E-002	3,2766137E-001	1,2434898E+001	2,9381943E+002	1,3324971E+003	1,3645066E+003	-7,7565102E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,7565102E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,7565102E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,2434898E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,2434898E+001	4,5350881E+000	1,2434898E+001	2,777452979346799E-006
3,0266479E+004	3,0525928E+000	7,4458128E-001	3,1420891E+000	-1,3707784E+001	1,112490577392338E+004	2,8148668E+000	7,3949873E-002	7,0622993E+000	3,9658234E-001	1,000000000000000E+000	37	1,4314515E-002	4,5557315E-003	0	1,661625894407431E-004	2,0815904E-004	3,0919459E-001	7,5418018E-002	3,1825960E-001	1,3707784E+001	3,9658240E+002	1,6258861E+003	1,6735541E+003	-7,6292213E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,6292213E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,6292213E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,3707784E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,3707784E+001	4,0997443E+000	1,3707784E+001	9,827163123448057E-006
2,3975656E+004	3,1445167E+000	8,4780437E-001	3,2568018E+000	-1,5088936E+001	1,112518878593680E+004	2,8148751E+000	8,6121544E-002	7,8298602E+000	5,3059435E-001	1,000000000000000E+000	37	1,4515983E-002	4,4571282E-003	0	1,743605882383159E-004	2,4242139E-004	2,9646352E-001	7,9930581E-002	3,0704969E-001	1,5088936E+001	5,3059436E+002	1,9679810E+003	2,0382540E+003	-7,4911064E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,4911064E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,4911064E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,5088936E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,5088936E+001	3,7090123E+000	1,5088936E+001	8,197998797572742E-006
1,8983818E+004	3,2546463E+000	9,6561742E-001	3,3948696E+000	-1,6525038E+001	1,112547178563027E+004	2,8148739E+000	8,5841939E-002	8,6822338E+000	7,0241773E-001	1,000000000000000E+000	37	1,4459143E-002	4,2591160E-003	0	1,763585889292622E-004	2,4163423E-004	2,8239539E-001	8,3783574E-002	2,9456213E-001	1,6525038E+001	7,0241785E+002	2,3675229E+003	2,4695254E+003	-7,3474960E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,3474960E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,3474960E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,6525038E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,6525038E+001	3,3705339E+000	1,6525038E+001	1,998000690946368E-006
1,5040457E+004	3,3793950E+000	1,0910530E+000	3,5511558E+000	-1,7892908E+001	1,112575477367034E+004	2,8148742E+000	7,4136235E-002	9,6986942E+000	9,1551507E-001	1,000000000000000E+000	37	1,4194405E-002	3,9971224E-003	0	1,836873269128846E-004	2,0868417E-004	2,6797822E-001	8,6517975E-002	2,8159845E-001	1,7892908E+001	9,1551489E+002	2,8356890E+003	2,9798154E+003	-7,2107094E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,2107094E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,2107094E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,7892908E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,7892908E+001	3,0973701E+000	1,7892908E+001	7,328737983622368E-006
1,1913598E+004	3,5306392E+000	1,2326249E+000	3,7396226E+000	-1,9245234E+001	1,112603777144378E+004	2,8148708E+000	6,8730727E-002	1,0837929E+001	1,1774774E+000	1,000000000000000E+000	37	1,3732890E-002	3,6722661E-003	0	1,914035034335684E-004	1,9346812E-004	2,5246304E-001	8,8140473E-002	2,6740667E-001	1,9245234E+001	1,1774773E+003	3,3726790E+003	3,5723125E+003	-7,0754768E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,0754768E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,0754768E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,9245234E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,9245234E+001	2,8643258E+000	1,9245234E+001	7,716176520683818E-006
9,4374268E+003	3,7032423E+000	1,3851320E+000	3,9538076E+000	-2,0507416E+001	1,112632291873739E+004	2,8148575E+000	8,9737587E-002	1,2175179E+001	1,4942615E+000	1,000000000000000E+000	37	1,4996830E-002	3,7930096E-003	0	1,971954295481555E-004	2,5259852E-004	2,3689236E-001	8,8605374E-002	2,5292075E-001	2,0507416E+001	1,4942615E+003	3,9950076E+003	4,2653140E+003	-6,9492584E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,9492584E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,9492584E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,0507416E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,0507416E+001	2,6735663E+000	2,0507416E+001	5,791926114587090E-006
7,4706152E+003	3,9266791E+000	1,5517660E+000	4,2221780E+000	-2,1563206E+001	1,112685647844273E+004	2,8148565E+000	1,2966772E-003	1,3728955E+001	1,8544576E+000	1,000000000000000E+000	38	1,5356390E-002	3,6370780E-003	0	1,967183083085490E-004	3,6499603E-006	2,2026847E-001	8,7046869E-002	2,3684458E-001	2,1563206E+001	1,8544575E+003	4,6926279E+003	5,0457676E+003	-6,8436798E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,8436798E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,8436798E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,1563206E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,1563206E+001	2,5304582E+000	2,1563206E+001	-4,771212396064643E-007
5,9169902E+003	4,1631927E+000	1,7215561E+000	4,5051003E+000	-2,2465986E+001	1,112726657867554E+004	2,8148439E+000	-1,1161811E-003	1,5624211E+001	2,2815580E+000	1,000000000000000E+000	38	1,5266524E-002	3,3887201E-003	0	1,947670378796239E-004	-3,1418756E-006	2,0512453E-001	8,4822729E-002	2,2197065E-001	2,2465986E+001	2,2815581E+003	5,5174302E+003	5,9705562E+003	-6,7534012E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,7534012E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,7534012E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,2465986E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,2465986E+001	2,4182732E+000	2,2465986E+001	-1,951270428925166E-006
4,6864971E+003	4,4379358E+000	1,8949642E+000	4,8255739E+000	-2,3122107E+001	1,112772900149753E+004	2,8148458E+000	-1,8005283E-003	1,7921352E+001	2,7635980E+000	1,000000000000000E+000	38	1,5160435E-002	3,1416854E-003	0	1,953427494316517E-004	-5,0682092E-006	1,9058253E-001	8,1377260E-002	2,0722924E-001	2,3122107E+001	2,7635981E+003	6,4722441E+003	7,0375718E+003	-6,6877892E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,6877892E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,6877892E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,3122107E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,3122107E+001	2,3419628E+000	2,3122107E+001	5,757115520278299E-007
3,7111863E+003	4,7534747E+000	2,0697248E+000	5,1845231E+000	-2,3528936E+001	1,112819099983945E+004	2,8148429E+000	-2,6023351E-003	2,0720240E+001	3,3021924E+000	1,000000000000000E+000	38	1,5051616E-002	2,9031825E-003	0	1,924022971989794E-004	-7,3251645E-006	1,7684531E-001	7,7000752E-002	1,9288178E-001	2,3528936E+001	3,3021924E+003	7,5840454E+003	8,2717725E+003	-6,6471062E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,6471062E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,6471062E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,3528936E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,3528936E+001	2,2966700E+000	2,3528936E+001	-2,940452232672312E-006
2,9409380E+003	5,1141491E+000	2,2305272E+000	5,5794063E+000	-2,3564337E+001	1,112865299988809E+004	2,8148527E+000	-5,0114556E-003	2,4262007E+001	3,8776250E+000	1,000000000000000E+000	38	1,4956590E-002	2,6806777E-003	0	1,899409551938168E-004	-1,4106509E-005	1,6428483E-001	7,1652532E-002	1,7923054E-001	2,3564337E+001	3,8776248E+003	8,8906123E+003	9,6994307E+003	-6,6435661E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,6435661E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,6435661E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,3564337E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,3564337E+001	2,2927983E+000	2,3564337E+001	-2,461342005162596E-006
2,3292527E+003	5,5225935E+000	2,3693864E+000	6,0094118E+000	-2,3221031E+001	1,112911511911002E+004	2,8148458E+000	-5,7796892E-003	2,8838165E+001	4,4830699E+000	1,000000000000000E+000	38	1,4876566E-002	2,4755443E-003	0	1,904908927356850E-004	-1,6268934E-005	1,5292522E-001	6,5610290E-002	1,6640563E-001	2,3221031E+001	4,4830698E+003	1,0449191E+004	1,1370291E+004	-6,6778969E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,6778969E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,6778969E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,3221031E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,3221031E+001	2,3308117E+000	2,3221031E+001	5,499375418682208E-007
1,8444061E+003	5,9735074E+000	2,4673486E+000	6,4630179E+000	-2,2443001E+001	1,112957709038530E+004	2,8148537E+000	-5,8952984E-003	3,4973015E+001	5,0971026E+000	1,000000000000000E+000	38	1,4817093E-002	2,2925967E-003	0	1,877014645554332E-004	-1,6594402E-005	1,4300746E-001	5,9069023E-002	1,5472648E-001	2,2443001E+001	5,0971021E+003	1,2340201E+004	1,3351442E+004	-6,7556999E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,7556999E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,7556999E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,2443001E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,2443001E+001	2,4210229E+000	2,2443001E+001	-2,789428180251783E-006
1,4604702E+003	6,4484439E+000	2,5077629E+000	6,9189091E+000	-2,1250774E+001	1,113003900200724E+004	2,8148587E+000	-6,9581517E-003	4,3455120E+001	5,7087188E+000	1,000000000000000E+000	38	1,4770026E-002	2,1347334E-003	0	1,877880072290249E-004	-1,9586214E-005	1,3470376E-001	5,2385520E-002	1,4453146E-001	2,1250774E+001	5,7087202E+003	1,4679359E+004	1,5750336E+004	-6,8749222E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,8749222E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,8749222E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,1250774E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,1250774E+001	2,5713930E+000	2,1250774E+001	8,654267359169067E-008
1,1568517E+003	6,9248571E+000	2,4839678E+000	7,3568840E+000	-1,9733067E+001	1,113050074573577E+004	2,8148351E+000	-7,7263881E-003	5,5385555E+001	6,3139420E+000	1,000000000000000E+000	38	1,4735733E-002	2,0029857E-003	0	1,886158290736300E-004	-2,1748509E-005	1,2794490E-001	4,5894232E-002	1,3592711E-001	1,9733067E+001	6,3139404E+003	1,7602141E+004	1,8700299E+004	-7,0266937E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,0266937E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,0266937E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,9733067E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,9733067E+001	2,7878208E+000	1,9733067E+001	8,278218446050492E-007
9,1646613E+002	7,3743806E+000	2,4006960E+000	7,7553096E+000	-1,8032423E+001	1,113096072695765E+004	2,8148527E+000	-7,2509069E-003	7,2338005E+001	6,9317455E+000	1,000000000000000E+000	38	1,4710307E-002	1,8968047E-003	0	1,890111738181440E-004	-2,0410234E-005	1,2261039E-001	3,9915252E-002	1,2894392E-001	1,8032423E+001	6,9317456E+003	2,1292711E+004	2,2392602E+004	-7,1967575E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,1967575E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,1967575E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,8032423E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,8032423E+001	3,0717678E+000	1,8032423E+001	3,953447445140354E-007
7,2569403E+002	7,7877402E+000	2,2738686E+000	8,1129141E+000	-1,6276775E+001	1,113142185377952E+004	2,8148632E+000	-9,4138980E-003	9,6449776E+001	7,5766668E+000	1,000000000000000E+000	38	1,4695038E-002	1,8113144E-003	0	1,869810876599901E-004	-2,6498836E-005	1,1831988E-001	3,4547098E-002	1,2326027E-001	1,6276775E+001	7,5766680E+003	2,5949219E+004	2,7032719E+004	-7,3723221E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,3723221E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,3723221E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,6276775E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,6276775E+001	3,4248857E+000	1,6276775E+001	-2,030086158153914E-006
5,7481604E+002	8,1385307E+000	2,1270285E+000	8,4118919E+000	-1,4646799E+001	1,113188309468149E+004	2,8148606E+000	-8,8973911E-003	1,3017210E+002	8,3229475E+000	1,000000000000000E+000	38	1,4682809E-002	1,7454824E-003	0	1,855977595239076E-004	-2,5044916E-005	1,1501610E-001	3,0059788E-002	1,1887932E-001	1,4646799E+001	8,3229473E+003	3,1845633E+004	3,2915281E+004	-7,5353203E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5353203E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5353203E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,4646799E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,4646799E+001	3,8262444E+000	1,4646799E+001	-1,383328136082525E-006
