freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	P/W	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	
7,2569403E+002	2,9732794E+001	3,5081990E+000	2,9939047E+001	-6,7292671E+000	7,423071827113233E+004	2,5023134E+000	-7,8064486E-002	6,2514736E+001	8,5837066E-001	2,000000000000000E+000	38	1,5267474E-002	5,0995190E-004	0	-1,456850616847514E-004	-1,9534181E-004	3,3171095E-002	3,9138868E-003	3,3401199E-002	6,7292671E+000	8,5837012E+002	7,2748892E+003	7,3253540E+003	-8,3270737E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3270737E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3270737E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,7292671E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,7292671E+000	8,4752302E+000	6,7292671E+000	-9,650932779755526E-006
5,7481604E+002	3,0317327E+001	3,4954233E+000	3,0518164E+001	-6,5768533E+000	7,423143151435338E+004	2,5023088E+000	-9,1782734E-002	7,9212090E+001	1,0391403E+000	2,000000000000000E+000	39	1,5292548E-002	5,0109660E-004	0	-1,624775317313696E-004	-2,2966875E-004	3,2551732E-002	3,7530381E-003	3,2767370E-002	6,5768533E+000	1,0391400E+003	9,0129170E+003	9,0726230E+003	-8,3423149E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3423149E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3423149E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,5768533E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,5768533E+000	8,6734352E+000	6,5768533E+000	-1,679247004661820E-005
4,5514554E+002	3,0803461E+001	3,4900732E+000	3,1000546E+001	-6,4641218E+000	7,423189337045490E+004	2,5023067E+000	-9,4566487E-002	1,0019252E+002	1,2698889E+000	2,000000000000000E+000	39	1,5285547E-002	4,9307349E-004	0	-1,746818557799108E-004	-2,3663435E-004	3,2052420E-002	3,6315820E-003	3,2257497E-002	6,4641218E+000	1,2698883E+003	1,1208066E+004	1,1279777E+004	-8,3535881E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3535881E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3535881E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,4641218E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,4641218E+000	8,8260212E+000	6,4641218E+000	-1,220432404854121E-005
3,6057681E+002	3,1290583E+001	3,5048079E+000	3,1486256E+001	-6,3909702E+000	7,423235412514280E+004	2,5023141E+000	-9,6957915E-002	1,2593839E+002	1,5604308E+000	2,000000000000000E+000	39	1,5284344E-002	4,8542907E-004	0	-1,872935544736457E-004	-2,4261915E-004	3,1562515E-002	3,5352665E-003	3,1759888E-002	6,3909702E+000	1,5604304E+003	1,3931375E+004	1,4018493E+004	-8,3609032E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3609032E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3609032E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,3909702E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,3909702E+000	8,9279022E+000	6,3909702E+000	-1,261169869373489E-005
2,8563962E+002	3,1776369E+001	3,5149398E+000	3,1970181E+001	-6,3121061E+000	7,423281400577759E+004	2,5022931E+000	-9,9704191E-002	1,5851990E+002	1,9161495E+000	2,000000000000000E+000	39	1,5280160E-002	4,7795038E-004	0	-1,999519097066659E-004	-2,4948912E-004	3,1089524E-002	3,4389647E-003	3,1279147E-002	6,3121061E+000	1,9161488E+003	1,7322709E+004	1,7428363E+004	-8,3687897E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3687897E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3687897E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,3121061E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,3121061E+000	9,0403738E+000	6,3121061E+000	-1,265835523302019E-005
2,2623093E+002	3,2272503E+001	3,5386822E+000	3,2465931E+001	-6,2574883E+000	7,423327334153226E+004	2,5023034E+000	-1,0216909E-001	1,9880469E+002	2,3618593E+000	2,000000000000000E+000	39	1,5277158E-002	4,7055967E-004	0	-2,133658708561788E-004	-2,5565806E-004	3,0618008E-002	3,3572668E-003	3,0801520E-002	6,2574883E+000	2,3618608E+003	2,1539971E+004	2,1669072E+004	-8,3742508E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3742508E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3742508E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,2574883E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,2574883E+000	9,1199207E+000	6,2574883E+000	-1,341396114951286E-005
1,7914027E+002	3,2764816E+001	3,5920358E+000	3,2961128E+001	-6,2564015E+000	7,423373739566072E+004	2,5023363E+000	-1,0446729E-001	2,4733537E+002	2,9374022E+000	2,000000000000000E+000	39	1,5272421E-002	4,6334643E-004	0	-2,273366905217376E-004	-2,6141229E-004	3,0158075E-002	3,3062564E-003	3,0338768E-002	6,2564015E+000	2,9374019E+003	2,6793564E+004	2,6954098E+004	-8,3743599E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3743599E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3743599E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,2564015E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,2564015E+000	9,1215172E+000	6,2564015E+000	-1,397081966555882E-005
1,4186128E+002	3,3277534E+001	3,6480591E+000	3,3476898E+001	-6,2560844E+000	7,423419382072170E+004	2,5023003E+000	-1,0714569E-001	3,0753488E+002	3,6519742E+000	2,000000000000000E+000	39	1,5274463E-002	4,5626875E-004	0	-2,414068327673401E-004	-2,6811069E-004	2,9693456E-002	3,2551533E-003	2,9871346E-002	6,2560844E+000	3,6519763E+003	3,3313246E+004	3,3512824E+004	-8,3743912E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3743912E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3743912E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,2560844E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,2560844E+000	9,1219835E+000	6,2560844E+000	-1,407014224560248E-005
1,1233688E+002	3,3797691E+001	3,7205982E+000	3,4001865E+001	-6,2820754E+000	7,423464625908877E+004	2,5023143E+000	-1,0967529E-001	3,8078952E+002	4,5593724E+000	2,000000000000000E+000	39	1,5271291E-002	4,4913098E-004	0	-2,550763135196079E-004	-2,7444205E-004	2,9233551E-002	3,2181574E-003	2,9410152E-002	6,2820754E+000	4,5593711E+003	4,1417066E+004	4,1667270E+004	-8,3717926E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3717926E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3717926E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,2820754E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,2820754E+000	9,0839405E+000	6,2820754E+000	-1,366948075226781E-005
8,9003143E+001	3,4345184E+001	3,7926145E+000	3,4553951E+001	-6,3014350E+000	7,423511270012404E+004	2,5023022E+000	-1,1226008E-001	4,7149387E+002	5,6801267E+000	2,000000000000000E+000	39	1,5273238E-002	4,4201131E-004	0	-2,689037068858209E-004	-2,8090866E-004	2,8765401E-002	3,1764589E-003	2,8940251E-002	6,3014350E+000	5,6801284E+003	5,1438129E+004	5,1750797E+004	-8,3698563E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3698563E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3698563E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,3014350E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,3014350E+000	9,0558071E+000	6,3014350E+000	-1,382739336621303E-005
7,0473549E+001	3,4909866E+001	3,8666942E+000	3,5123356E+001	-6,3204446E+000	7,423557110766519E+004	2,5022976E+000	-1,1467613E-001	5,8405554E+002	7,0785093E+000	2,000000000000000E+000	39	1,5271362E-002	4,3479222E-004	0	-2,836818593971160E-004	-2,8695381E-004	2,8298030E-002	3,1343524E-003	2,8471084E-002	6,3204446E+000	7,0785073E+003	6,3907262E+004	6,4298082E+004	-8,3679558E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3679558E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3679558E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,3204446E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,3204446E+000	9,0283489E+000	6,3204446E+000	-1,477815251129506E-005
5,5839867E+001	3,5489929E+001	3,9427609E+000	3,5708267E+001	-6,3392916E+000	7,423602645067265E+004	2,5023081E+000	-1,1682199E-001	7,2289514E+002	8,8133020E+000	2,000000000000000E+000	39	1,5263484E-002	4,2744959E-004	0	-2,980808646711489E-004	-2,9232461E-004	2,7833484E-002	3,0921665E-003	2,8004719E-002	6,3392916E+000	8,8133066E+003	7,9331078E+004	7,9819133E+004	-8,3660706E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3660706E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3660706E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,3392916E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,3392916E+000	9,0012884E+000	6,3392916E+000	-1,439900527403290E-005
4,4221729E+001	3,6126507E+001	3,9986558E+000	3,6347130E+001	-6,3160634E+000	7,423649598362832E+004	2,5023050E+000	-1,1928707E-001	9,0005768E+002	1,0893268E+001	2,000000000000000E+000	39	1,5266368E-002	4,2001580E-004	0	-3,141012081955624E-004	-2,9849264E-004	2,7345492E-002	3,0267306E-003	2,7512489E-002	6,3160634E+000	1,0893267E+004	9,8417000E+004	9,9018023E+004	-8,3683937E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3683937E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3683937E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,3160634E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,3160634E+000	9,0346632E+000	6,3160634E+000	-1,602034352441356E-005
3,5011173E+001	3,6772827E+001	4,0393252E+000	3,6994011E+001	-6,2685456E+000	7,423695735426317E+004	2,5023036E+000	-1,2189984E-001	1,1253942E+003	1,3417125E+001	2,000000000000000E+000	39	1,5271339E-002	4,1280570E-004	0	-3,293314977170101E-004	-3,0503041E-004	2,6869783E-002	2,9515219E-003	2,7031403E-002	6,2685456E+000	1,3417128E+004	1,2214555E+005	1,2288024E+005	-8,3731453E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3731453E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3731453E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,2685456E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,2685456E+000	9,1037054E+000	6,2685456E+000	-1,523028952144764E-005
2,7736723E+001	3,7432350E+001	4,0414386E+000	3,7649887E+001	-6,1621537E+000	7,423745278580813E+004	2,5023117E+000	-1,2434916E-001	1,4198060E+003	1,6359636E+001	2,000000000000000E+000	39	1,5269218E-002	4,0555812E-004	0	-3,472079299238353E-004	-3,1116037E-004	2,6407039E-002	2,8510750E-003	2,6560504E-002	6,1621537E+000	1,6359640E+004	1,5152514E+005	1,5240573E+005	-8,3837845E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3837845E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3837845E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,1621537E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,1621537E+000	9,2621355E+000	6,1621537E+000	-1,787643220682529E-005
2,1960661E+001	3,8089249E+001	4,0017853E+000	3,8298893E+001	-5,9976850E+000	7,423787755395914E+004	2,5023127E+000	-1,2691541E-001	1,8110106E+003	1,9772249E+001	2,000000000000000E+000	39	1,5264960E-002	3,9857446E-004	0	-3,608169224901851E-004	-3,1758205E-004	2,5967490E-002	2,7282322E-003	2,6110414E-002	5,9976850E+000	1,9772260E+004	1,8819353E+005	1,8922934E+005	-8,4002312E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4002312E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4002312E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,9976850E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,9976850E+000	9,5180645E+000	5,9976850E+000	-1,360899256634972E-005
1,7399788E+001	3,8733482E+001	3,9211988E+000	3,8931458E+001	-5,7806664E+000	7,423828286093473E+004	2,5023143E+000	-1,2867546E-001	2,3326917E+003	2,3664305E+001	2,000000000000000E+000	39	1,5266201E-002	3,9213023E-004	0	-3,750870113391025E-004	-3,2198644E-004	2,5555549E-002	2,5871259E-003	2,5686169E-002	5,7806664E+000	2,3664320E+004	2,3375525E+005	2,3495003E+005	-8,4219330E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4219330E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4219330E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,7806664E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,7806664E+000	9,8779697E+000	5,7806664E+000	-1,427008884891741E-005
1,3786777E+001	3,9360611E+001	3,7900093E+000	3,9542660E+001	-5,5000191E+000	7,423878207680013E+004	2,5023246E+000	-1,3124311E-001	3,0459104E+003	2,7981171E+001	2,000000000000000E+000	39	1,5268851E-002	3,8613618E-004	0	-3,936102716031358E-004	-3,2841286E-004	2,5172718E-002	2,4238655E-003	2,5289144E-002	5,5000191E+000	2,7981148E+004	2,9059453E+005	2,9193856E+005	-8,4499985E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4499985E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4499985E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,5000191E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,5000191E+000	1,0385360E+001	5,5000191E+000	-1,852326026403336E-005
1,0911301E+001	3,9951069E+001	3,6795435E+000	4,0120155E+001	-5,2621679E+000	7,423920870649815E+004	2,5023196E+000	-1,3361719E-001	3,9641465E+003	3,3343590E+001	2,000000000000000E+000	39	1,5266105E-002	3,8050959E-004	0	-4,118372180446095E-004	-3,3435292E-004	2,4820080E-002	2,2859606E-003	2,4925128E-002	5,2621679E+000	3,3343594E+004	3,6203184E+005	3,6356409E+005	-8,4737831E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4737831E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4737831E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,2621679E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,2621679E+000	1,0857615E+001	5,2621679E+000	-1,822694644147363E-005
8,6421518E+000	4,0504986E+001	3,4933252E+000	4,0655346E+001	-4,9292388E+000	7,423973590687290E+004	2,5022964E+000	-1,3666946E-001	5,2718037E+003	3,8922611E+001	2,000000000000000E+000	39	1,5268804E-002	3,7556692E-004	0	-4,279515653026239E-004	-3,4198750E-004	2,4506042E-002	2,1135071E-003	2,4597012E-002	4,9292388E+000	3,8922594E+004	4,5130628E+005	4,5298159E+005	-8,5070763E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5070763E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5070763E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,9292388E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,9292388E+000	1,1594966E+001	4,9292388E+000	-1,611434725801441E-005
6,8470612E+000	4,1003529E+001	3,3558915E+000	4,1140629E+001	-4,6788855E+000	7,424008545010944E+004	2,5022967E+000	-1,3861765E-001	6,9264072E+003	4,6087376E+001	2,000000000000000E+000	39	1,5272203E-002	3,7121947E-004	0	-4,457753787479693E-004	-3,4686248E-004	2,4225870E-002	1,9827413E-003	2,4306873E-002	4,6788855E+000	4,6087383E+004	5,6311269E+005	5,6499550E+005	-8,5321114E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5321114E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5321114E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,6788855E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,6788855E+000	1,2218371E+001	4,6788855E+000	-1,782381344534546E-005
5,4215789E+000	4,1435390E+001	3,1713462E+000	4,1556576E+001	-4,3767219E+000	7,424051687060774E+004	2,5022936E+000	-1,4080751E-001	9,2565830E+003	5,3908653E+001	2,000000000000000E+000	39	1,5262980E-002	3,6728193E-004	0	-4,582442470435716E-004	-3,5234174E-004	2,3993406E-002	1,8363865E-003	2,4063580E-002	4,3767219E+000	5,3908676E+004	7,0434631E+005	7,0640631E+005	-8,5623276E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5623276E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5623276E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,3767219E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,3767219E+000	1,3065553E+001	4,3767219E+000	-1,246886829560227E-005
4,2925849E+000	4,1928490E+001	3,0512724E+000	4,2039368E+001	-4,1622624E+000	7,424104740719643E+004	2,5022876E+000	-1,4341982E-001	1,2151231E+004	6,4013252E+001	2,000000000000000E+000	39	1,5265616E-002	3,6312666E-004	0	-4,779805163027841E-004	-3,5887765E-004	2,3724487E-002	1,7265079E-003	2,3787227E-002	4,1622624E+000	6,4013238E+004	8,7962613E+005	8,8195225E+005	-8,5837738E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5837738E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5837738E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,1622624E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,1622624E+000	1,3741313E+001	4,1622624E+000	-1,973626925921254E-005
3,4026577E+000	4,2290581E+001	2,9978817E+000	4,2396706E+001	-4,0547829E+000	7,424170338259815E+004	2,5022953E+000	-1,4674833E-001	1,5602255E+004	7,8010330E+001	2,000000000000000E+000	39	1,5268616E-002	3,6013685E-004	0	-5,102127891181703E-004	-3,6720766E-004	2,3527699E-002	1,6678243E-003	2,3586739E-002	4,0547829E+000	7,8010266E+004	1,1004779E+006	1,1032394E+006	-8,5945221E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5945221E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5945221E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,0547829E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,0547829E+000	1,4106821E+001	4,0547829E+000	-3,223227281538621E-005
2,6930346E+000	4,2643093E+001	2,8321383E+000	4,2737038E+001	-3,7997153E+000	7,424252085689688E+004	2,5022879E+000	-1,5080483E-001	2,0867180E+004	9,1639732E+001	2,000000000000000E+000	39	1,5267127E-002	3,5723409E-004	0	-5,464223783775200E-004	-3,7735709E-004	2,3347473E-002	1,5506209E-003	2,3398908E-002	3,7997153E+000	9,1639672E+004	1,3798060E+006	1,3828458E+006	-8,6200287E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6200287E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6200287E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,7997153E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,7997153E+000	1,5056854E+001	3,7997153E+000	-3,620958925934969E-005
2,1345615E+000	4,3049271E+001	2,6744096E+000	4,3132263E+001	-3,5548966E+000	7,424354105425649E+004	2,5022893E+000	-1,5592602E-001	2,7879404E+004	1,0718521E+002	2,000000000000000E+000	39	1,5268615E-002	3,5399524E-004	0	-5,845483249572733E-004	-3,9017200E-004	2,3139890E-002	1,4375515E-003	2,3184501E-002	3,5548966E+000	1,0718512E+005	1,7253323E+006	1,7286585E+006	-8,6445107E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6445107E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6445107E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,5548966E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,5548966E+000	1,6096737E+001	3,5548966E+000	-3,812594657975324E-005
1,6891882E+000	4,3504372E+001	2,5741642E+000	4,3580463E+001	-3,3862567E+000	7,424481971065665E+004	2,5022984E+000	-1,6192761E-001	3,6602086E+004	1,2770110E+002	2,000000000000000E+000	39	1,5269520E-002	3,5037534E-004	0	-6,332728238889200E-004	-4,0519118E-004	2,2905998E-002	1,3553534E-003	2,2946062E-002	3,3862567E+000	1,2770098E+005	2,1581983E+006	2,1619730E+006	-8,6613747E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6613747E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6613747E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,3862567E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,3862567E+000	1,6900387E+001	3,3862567E+000	-4,872449893164675E-005
1,3382137E+000	4,3957172E+001	2,6205735E+000	4,4035217E+001	-3,4117370E+000	7,424642407437041E+004	2,5023015E+000	-1,6928959E-001	4,5383535E+004	1,6072771E+002	2,000000000000000E+000	39	1,5264785E-002	3,4664947E-004	0	-7,050311243647318E-004	-4,2361359E-004	2,2668848E-002	1,3514379E-003	2,2709096E-002	3,4117370E+000	1,6072764E+005	2,6960263E+006	2,7008130E+006	-8,6588264E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6588264E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6588264E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,4117370E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,4117370E+000	1,6773874E+001	3,4117370E+000	-7,175830047581177E-005
1,0603294E+000	4,4247002E+001	2,7448547E+000	4,4332058E+001	-3,5497844E+000	7,424844004042074E+004	2,5022960E+000	-1,7856988E-001	5,4683961E+004	2,0963457E+002	2,000000000000000E+000	39	1,5269425E-002	3,4443304E-004	0	-8,105177299172889E-004	-4,4683469E-004	2,2513762E-002	1,3966372E-003	2,2557041E-002	3,5497844E+000	2,0963441E+005	3,3793048E+006	3,3858008E+006	-8,6450218E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6450218E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6450218E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,5497844E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,5497844E+000	1,6119980E+001	3,5497844E+000	-1,054866055525571E-004
8,3950907E-001	4,4380783E+001	2,7631578E+000	4,4466717E+001	-3,5626500E+000	7,425097614164540E+004	2,5022972E+000	-1,9045356E-001	6,8610250E+004	2,6492947E+002	2,000000000000000E+000	39	1,5267885E-002	3,4335535E-004	0	-9,560383567704702E-004	-4,7657141E-004	2,2445269E-002	1,3974477E-003	2,2488730E-002	3,5626500E+000	2,6492966E+005	4,2551955E+006	4,2634350E+006	-8,6437347E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6437347E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6437347E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,5626500E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,5626500E+000	1,6061617E+001	3,5626500E+000	-1,455206268531813E-004
6,6478032E-001	4,4523956E+001	2,6192126E+000	4,4600929E+001	-3,3666613E+000	7,425416936333873E+004	2,5022862E+000	-2,0549162E-001	9,1405266E+004	3,1522809E+002	2,000000000000000E+000	39	1,5269518E-002	3,4235875E-004	0	-1,147101571435196E-003	-5,1419885E-004	2,2382364E-002	1,3166883E-003	2,2421058E-002	3,3666613E+000	3,1522806E+005	5,3585575E+006	5,3678215E+006	-8,6633339E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6633339E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6633339E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,3666613E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,3666613E+000	1,6998985E+001	3,3666613E+000	-1,910632146647258E-004
5,2641332E-001	4,4749451E+001	2,3630624E+000	4,4811798E+001	-3,0227826E+000	7,425819311570493E+004	2,5022912E+000	-2,2345586E-001	1,2794345E+005	3,5578180E+002	2,000000000000000E+000	39	1,5263092E-002	3,4060431E-004	0	-1,392349883292440E-003	-5,5915164E-004	2,2284504E-002	1,1767668E-003	2,2315552E-002	3,0227826E+000	3,5578159E+005	6,7374600E+006	6,7468470E+006	-8,6977219E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6977219E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6977219E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,0227826E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,0227826E+000	1,8937059E+001	3,0227826E+000	-2,452483118572436E-004
4,1728988E-001	4,5136871E+001	2,0526438E+000	4,5183521E+001	-2,6037881E+000	7,426326044652681E+004	2,5022864E+000	-2,4566206E-001	1,8580983E+005	3,8347382E+002	2,000000000000000E+000	39	1,5265615E-002	3,3785801E-004	0	-1,713143873326403E-003	-6,1471685E-004	2,2109114E-002	1,0054337E-003	2,2131963E-002	2,6037881E+000	3,8347413E+005	8,4324460E+006	8,4411610E+006	-8,7396210E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,7396210E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,7396210E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,6037881E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,6037881E+000	2,1989628E+001	2,6037881E+000	-3,207939900339632E-004
3,3019856E-001	4,5759991E+001	1,8699596E+000	4,5798183E+001	-2,3400619E+000	7,426965488215385E+004	2,5022972E+000	-2,7240953E-001	2,5775834E+005	4,2971518E+002	2,000000000000000E+000	39	1,5264913E-002	3,3330824E-004	0	-2,153458146880193E-003	-6,8164960E-004	2,1816717E-002	8,9152949E-004	2,1834927E-002	2,3400619E+000	4,2971575E+005	1,0515609E+007	1,0524385E+007	-8,7659935E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,7659935E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,7659935E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,3400619E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,3400619E+000	2,4471111E+001	2,3400619E+000	-4,403142735537905E-004
