freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	THD Ewe/%	NSD Ewe/%	NSR Ewe/%	THD I/%	NSD I/%	NSR I/%	|Ewe h2|/V	|Ewe h3|/V	|Ewe h4|/V	|Ewe h5|/V	|Ewe h6|/V	|Ewe h7|/V	|I h2|/A	|I h3|/A	|I h4|/A	|I h5|/A	|I h6|/A	|I h7|/A	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	
1,0000186E+006	4,3312578E+000	3,0253967E-002	4,3313637E+000	-4,0020624E-001	1,210891987484862E+004	2,4856424E+000	-2,6721632E-001	5,2605329E+000	2,5665227E-004	1,000000000000000E+000	38	1,2789459E-002	2,9527559E-003	0	-1,093443587831894E-004	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2,3086853E-001	1,6126237E-003	2,3087417E-001	4,0020624E-001	2,5665310E-001	3,6743187E+001	3,6744083E+001	-8,9599792E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,9599792E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,9599792E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,0020624E-001	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,0020624E-001	1,4316330E+002	4,0020624E-001	-1,093443587831894E-004
7,9201306E+005	4,3781290E+000	1,1201470E-001	4,3795619E+000	-1,4655963E+000	1,210978688790312E+004	2,4856479E+000	-3,1374493E-001	1,7939600E+000	1,1735497E-003	1,000000000000000E+000	38	1,4357924E-002	3,2783928E-003	0	-1,873271963205819E-004	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2,2825864E-001	5,8400114E-003	2,2833334E-001	1,4655963E+000	1,1735519E+000	4,5868549E+001	4,5883560E+001	-8,8534401E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,8534401E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,8534401E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,4655963E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,4655963E+000	3,9085308E+001	1,4655963E+000	-7,798283753739249E-005
6,2729181E+005	4,4201713E+000	1,8242306E-001	4,4239340E+000	-2,3632891E+000	1,211065387741098E+004	2,4856563E+000	-3,5936803E-001	1,3908195E+000	2,3649009E-003	1,000000000000000E+000	38	1,4576848E-002	3,2949967E-003	0	-2,695425991921220E-004	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2,2585090E-001	9,3209986E-003	2,2604315E-001	2,3632891E+000	2,3649006E+000	5,7302338E+001	5,7351116E+001	-8,7636711E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,7636711E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,7636711E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,3632891E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,3632891E+000	2,4230333E+001	2,3632891E+000	-8,221540287154007E-005
4,9682675E+005	4,4695883E+000	2,4050695E-001	4,4760542E+000	-3,0800951E+000	1,211152088782552E+004	2,4856534E+000	-4,0520915E-001	1,3319489E+000	3,8454938E-003	1,000000000000000E+000	38	1,4587516E-002	3,2590122E-003	0	-3,559645515463004E-004	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2,2308831E-001	1,2004303E-002	2,2341105E-001	3,0800951E+000	3,8454916E+000	7,1464767E+001	7,1568153E+001	-8,6919907E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6919907E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6919907E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,0800951E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,0800951E+000	1,8584030E+001	3,0800951E+000	-8,642195235417847E-005
3,9349206E+005	4,5141854E+000	2,9584369E-001	4,5238695E+000	-3,7495997E+000	1,211238888314675E+004	2,4856520E+000	-4,4912189E-001	1,3671679E+000	5,8469088E-003	1,000000000000000E+000	38	1,4609302E-002	3,2293817E-003	0	-4,642819101909538E-004	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2,2057651E-001	1,4455801E-002	2,2104970E-001	3,7495997E+000	5,8469143E+000	8,9216133E+001	8,9407524E+001	-8,6250397E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6250397E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6250397E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,7495997E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,7495997E+000	1,5258684E+001	3,7495997E+000	-1,083173586446533E-004
3,1165566E+005	4,5643768E+000	3,4311196E-001	4,5772548E+000	-4,2989359E+000	1,211325689782796E+004	2,4856613E+000	-4,9287251E-001	1,4883643E+000	8,3631678E-003	1,000000000000000E+000	38	1,4583495E-002	3,1860790E-003	0	-5,874624402689903E-004	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2,1785690E-001	1,6376672E-002	2,1847156E-001	4,2989359E+000	8,3631659E+000	1,1125420E+002	1,1156809E+002	-8,5701065E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5701065E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5701065E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,2989359E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,2989359E+000	1,3302878E+001	4,2989359E+000	-1,231805300780365E-004
2,4683603E+005	4,6155515E+000	3,8560352E-001	4,6316309E+000	-4,7756519E+000	1,211412388936244E+004	2,4856629E+000	-5,3507489E-001	1,6721321E+000	1,1590034E-002	1,000000000000000E+000	38	1,4572320E-002	3,1462610E-003	0	-7,117664459242078E-004	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2,1515711E-001	1,7975174E-002	2,1590666E-001	4,7756519E+000	1,1590029E+001	1,3872902E+002	1,3921231E+002	-8,5224350E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5224350E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5224350E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,7756519E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,7756519E+000	1,1969682E+001	4,7756519E+000	-1,243040056552175E-004
1,9549808E+005	4,6702914E+000	4,2823172E-001	4,6898832E+000	-5,2389560E+000	1,211499189993704E+004	2,4856515E+000	-5,7711512E-001	1,9010732E+000	1,5850116E-002	1,000000000000000E+000	38	1,4568055E-002	3,1062723E-003	0	-8,470884904749304E-004	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2,1233419E-001	1,9469498E-002	2,1322492E-001	5,2389560E+000	1,5850103E+001	1,7286122E+002	1,7358636E+002	-8,4761047E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4761047E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4761047E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,2389560E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,2389560E+000	1,0905992E+001	5,2389560E+000	-1,353220445507226E-004
1,5483967E+005	4,7263331E+000	4,7223657E-001	4,7498665E+000	-5,7058311E+000	1,211585989464493E+004	2,4856625E+000	-6,1795926E-001	2,1765981E+000	2,1514671E-002	1,000000000000000E+000	38	1,4566021E-002	3,0666171E-003	0	-1,000817436667586E-003	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2,0948914E-001	2,0931330E-002	2,1053223E-001	5,7058311E+000	2,1514679E+001	2,1532745E+002	2,1639961E+002	-8,4294167E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4294167E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4294167E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,7058311E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,7058311E+000	1,0008401E+001	5,7058311E+000	-1,537289461926556E-004
1,2263398E+005	4,7866387E+000	5,1831698E-001	4,8146195E+000	-6,1801434E+000	1,211672787628614E+004	2,4856620E+000	-6,5814751E-001	2,5038822E+000	2,9018892E-002	1,000000000000000E+000	38	1,4555134E-002	3,0231120E-003	0	-1,153206920161882E-003	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2,0649365E-001	2,2359984E-002	2,0770073E-001	6,1801434E+000	2,9018898E+001	2,6798840E+002	2,6955496E+002	-8,3819855E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3819855E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3819855E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,1801434E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,1801434E+000	9,2349644E+000	6,1801434E+000	-1,523894834942962E-004
9,7127375E+004	4,8499341E+000	5,7101184E-001	4,8834329E+000	-6,7148628E+000	1,211759589712735E+004	2,4856708E+000	-6,9839174E-001	2,8696792E+000	3,9234955E-002	1,000000000000000E+000	38	1,4558718E-002	2,9812467E-003	0	-1,318734052421428E-003	1,4684089E-001	9,4367795E-002	2,2167604E+000	4,8827950E-002	4,2381518E-002	5,9384936E-001	5,4805100E-006	1,7432896E-005	4,8319653E-006	6,8273944E-006	1,2297763E-006	6,3842785E-006	2,7652050E-007	8,7276834E-007	4,2164987E-007	6,5645548E-007	5,5454905E-007	5,5052493E-007	2,0336930E-001	2,3943886E-002	2,0477398E-001	6,7148628E+000	3,9234928E+001	3,3324518E+002	3,3554691E+002	-8,3285141E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3285141E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3285141E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,7148628E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,7148628E+000	8,4935789E+000	6,7148628E+000	-1,655271322595459E-004
7,6928070E+004	4,9173484E+000	6,2881529E-001	4,9573908E+000	-7,2872567E+000	1,211846389378194E+004	2,4856722E+000	-7,3786080E-001	3,2901235E+000	5,2936118E-002	1,000000000000000E+000	38	1,4557133E-002	2,9364508E-003	0	-1,492784312018245E-003	1,4429229E-001	7,7094533E-002	2,2323155E+000	4,7100034E-002	3,1109434E-002	5,9253007E-001	8,5293741E-006	1,5243486E-005	2,4226606E-006	7,3629576E-006	3,1497912E-006	7,4575682E-006	5,1074068E-007	5,3480829E-007	2,1079971E-007	5,4901136E-007	6,5627950E-007	5,2248618E-007	2,0008966E-001	2,5586845E-002	2,0171902E-001	7,2872567E+000	5,2936100E+001	4,1396152E+002	4,1733246E+002	-8,2712746E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2712746E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2712746E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,2872567E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,2872567E+000	7,8200202E+000	7,2872567E+000	-1,740502595968169E-004
6,0922652E+004	4,9903212E+000	6,9718623E-001	5,0387869E+000	-7,9531832E+000	1,211933188280981E+004	2,4856763E+000	-7,7685297E-001	3,7470763E+000	7,1736164E-002	1,000000000000000E+000	38	1,4554261E-002	2,8884455E-003	0	-1,684826323492866E-003	2,0536698E-001	5,7861220E-002	2,2333384E+000	4,1389722E-002	3,8194817E-002	6,0946947E-001	6,1526912E-006	2,0242685E-005	1,2459274E-005	7,0537762E-006	6,8978320E-006	1,0115410E-005	5,6898364E-007	5,8367459E-007	3,9514850E-007	4,8613197E-007	4,8297562E-007	2,6233838E-007	1,9655158E-001	2,7459765E-002	1,9846047E-001	7,9531832E+000	7,1736183E+001	5,1347327E+002	5,1846008E+002	-8,2046814E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2046814E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2046814E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,9531832E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,9531832E+000	7,1578021E+000	7,9531832E+000	-1,920420114746213E-004
4,8257500E+004	5,0698690E+000	7,7076358E-001	5,1281233E+000	-8,6443872E+000	1,212019988725107E+004	2,4856732E+000	-8,1502348E-001	4,2789197E+000	9,6662849E-002	1,000000000000000E+000	38	1,4551890E-002	2,8376640E-003	0	-1,876411324359522E-003	1,7419660E-001	6,5820761E-002	2,2115016E+000	4,7702845E-002	4,0168002E-002	6,2230372E-001	5,3885615E-006	1,3357752E-005	1,1523607E-005	9,0854692E-006	4,9244359E-006	9,4839615E-006	4,0794964E-007	8,4621394E-007	5,1557095E-007	5,7968617E-007	4,1435794E-007	2,7131418E-007	1,9278792E-001	2,9309219E-002	1,9500311E-001	8,6443872E+000	9,6662827E+001	6,3582135E+002	6,4312714E+002	-8,1355614E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1355614E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1355614E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6443872E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6443872E+000	6,5777225E+000	8,6443872E+000	-1,915850008666555E-004
3,8218156E+004	5,1656065E+000	8,5693890E-001	5,2362041E+000	-9,4191971E+000	1,212106789985229E+004	2,4856746E+000	-8,5291630E-001	4,8596001E+000	1,3015687E-001	1,000000000000000E+000	38	1,4556471E-002	2,7799665E-003	0	-2,081466843939186E-003	1,7468292E-001	6,4739853E-002	2,2390316E+000	4,3723512E-002	2,6517874E-002	6,3787967E-001	7,9054062E-006	1,3956393E-005	1,6040351E-005	8,2067399E-006	5,2050154E-006	4,8400989E-006	3,3314657E-007	9,1313785E-007	3,2966679E-007	4,1750263E-007	1,0500518E-007	2,6476135E-007	1,8840314E-001	3,1254798E-002	1,9097804E-001	9,4191971E+000	1,3015688E+002	7,8458246E+002	7,9530524E+002	-8,0580803E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,0580803E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,0580803E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-9,4191971E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	9,4191971E+000	6,0279751E+000	9,4191971E+000	-2,050555195796642E-004
3,0266479E+004	5,2720284E+000	9,5059139E-001	5,3570428E+000	-1,0221092E+001	1,212193587938685E+004	2,4856846E+000	-8,8951057E-001	5,5317736E+000	1,7418145E-001	1,000000000000000E+000	38	1,4552350E-002	2,7164894E-003	0	-2,295275227595541E-003	1,6850370E-001	7,9916306E-002	2,2192156E+000	4,3558929E-002	2,2014834E-002	6,5341145E-001	6,7836477E-006	1,8507393E-005	6,5683244E-006	4,8514894E-006	6,3368548E-006	8,7452063E-006	2,3931713E-007	6,4906772E-007	4,3134992E-007	4,8785057E-007	2,0142102E-007	6,0736460E-007	1,8370776E-001	3,3124067E-002	1,8667015E-001	1,0221092E+001	1,7418144E+002	9,6601923E+002	9,8159680E+002	-7,9778908E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,9778908E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,9778908E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,0221092E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,0221092E+001	5,5460510E+000	1,0221092E+001	-2,138083836563552E-004
2,3975656E+004	5,3936152E+000	1,0626397E+000	5,4972982E+000	-1,1145559E+001	1,212280388110806E+004	2,4856732E+000	-9,2624831E-001	6,2468863E+000	2,3341948E-001	1,000000000000000E+000	38	1,4529943E-002	2,6431063E-003	0	-2,519966331769001E-003	1,5104231E-001	9,6431188E-002	2,2194552E+000	5,7865996E-002	3,8006131E-002	6,6921234E-001	7,5940379E-006	9,9723402E-006	1,2561633E-005	9,0511248E-006	6,9612511E-006	3,6805623E-006	4,8940365E-007	1,2097896E-006	3,2450856E-007	1,6154654E-007	4,2748502E-007	4,4193473E-007	1,7847663E-001	3,5163123E-002	1,8190753E-001	1,1145559E+001	2,3341954E+002	1,1847617E+003	1,2075367E+003	-7,8854439E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8854439E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8854439E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,1145559E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,1145559E+001	5,0756764E+000	1,1145559E+001	-2,246911041734597E-004
1,8983818E+004	5,5340838E+000	1,1846789E+000	5,6594653E+000	-1,2082916E+001	1,212367189440265E+004	2,4856706E+000	-9,6213078E-001	7,0767832E+000	3,1008902E-001	1,000000000000000E+000	38	1,4521385E-002	2,5658580E-003	0	-2,750940532195586E-003	1,8740176E-001	6,5848231E-002	2,2651451E+000	5,8961682E-002	8,5890107E-003	6,8219984E-001	1,0141708E-005	1,4636053E-005	1,4240359E-005	6,0213015E-006	1,0109890E-005	3,5327048E-006	6,4434232E-007	8,8288812E-007	4,6035333E-007	6,0686068E-007	6,3382544E-007	1,5897426E-007	1,7278057E-001	3,6987066E-002	1,7669514E-001	1,2082916E+001	3,1008908E+002	1,4485433E+003	1,4813619E+003	-7,7917084E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,7917084E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,7917084E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,2082916E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,2082916E+001	4,6713786E+000	1,2082916E+001	-2,309742004265847E-004
1,5040457E+004	5,7040796E+000	1,3110090E+000	5,8527999E+000	-1,2943900E+001	1,212453989951051E+004	2,4856753E+000	-9,9815315E-001	8,0714846E+000	4,0498361E-001	1,000000000000000E+000	38	1,4467424E-002	2,4718808E-003	0	-2,991790522769766E-003	1,7355904E-001	8,0797181E-002	2,2350843E+000	4,4938575E-002	4,5529459E-002	7,2823358E-001	7,3651049E-006	1,7384931E-005	1,0717699E-005	9,2954579E-006	3,7172620E-006	5,4877710E-006	1,0036470E-007	7,0381253E-007	3,3842036E-007	4,2380890E-007	4,1923562E-007	2,4816950E-007	1,6651686E-001	3,8271755E-002	1,7085840E-001	1,2943900E+001	4,0498364E+002	1,7620461E+003	1,8079874E+003	-7,7056099E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,7056099E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,7056099E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,2943900E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,2943900E+001	4,3509078E+000	1,2943900E+001	-2,408499905741804E-004
1,1913598E+004	5,9068890E+000	1,4454086E+000	6,0811629E+000	-1,3750018E+001	1,212540789320512E+004	2,4856801E+000	-1,0335251E+000	9,2424383E+000	5,2214909E-001	1,000000000000000E+000	38	1,4397451E-002	2,3675489E-003	0	-3,234538486643630E-003	1,9555019E-001	7,9915129E-002	2,2606344E+000	5,8979101E-002	1,6376795E-002	7,3307806E-001	1,2095004E-005	1,0373081E-005	1,7085280E-005	7,8147959E-006	8,0307755E-006	6,5026311E-006	3,0489340E-007	8,7582447E-007	3,4801982E-007	6,0701109E-007	4,1203958E-007	5,8017230E-007	1,5972964E-001	3,9085649E-002	1,6444223E-001	1,3750018E+001	5,2214893E+002	2,1338442E+003	2,1968000E+003	-7,6249985E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,6249985E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,6249985E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,3750018E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,3750018E+001	4,0866570E+000	1,3750018E+001	-2,427479638738637E-004
9,4374268E+003	6,1350665E+000	1,5736848E+000	6,3336816E+000	-1,4386573E+001	1,212627507175296E+004	2,4856293E+000	-1,0715541E+000	1,0716397E+001	6,6156393E-001	1,000000000000000E+000	38	1,4574089E-002	2,3010455E-003	0	-3,491035823389021E-003	1,5680905E-001	6,2759690E-002	2,2121129E+000	5,7918042E-002	2,2001736E-002	7,7759773E-001	8,6532518E-006	1,0531158E-005	1,0156557E-005	8,0436030E-006	8,2328652E-006	6,9887828E-006	4,3050218E-007	1,0342483E-006	2,0361800E-007	2,1803194E-007	3,9549141E-007	4,2908277E-007	1,5293497E-001	3,9228827E-002	1,5788606E-001	1,4386573E+001	6,6156396E+002	2,5791304E+003	2,6626267E+003	-7,5613426E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5613426E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5613426E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,4386573E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,4386573E+001	3,8985357E+000	1,4386573E+001	-2,564973367453912E-004
7,4706152E+003	6,4047394E+000	1,6969180E+000	6,6257238E+000	-1,4839402E+001	1,212718129152933E+004	2,4856241E+000	-1,1074216E+000	1,2554600E+001	8,2348925E-001	1,000000000000000E+000	38	1,4334774E-002	2,1635031E-003	0	-3,757081808958772E-003	1,5941000E-001	6,3921303E-002	2,2647398E+000	6,9718540E-002	5,8980733E-002	7,9909861E-001	8,7023336E-006	7,9639049E-006	1,1313356E-005	8,6096825E-006	1,1025242E-005	5,6453423E-006	4,8051311E-007	6,1787983E-007	5,4026066E-007	8,2819190E-007	4,7607011E-007	5,3865006E-007	1,4589311E-001	3,8653977E-002	1,5092690E-001	1,4839402E+001	8,2348926E+002	3,1081257E+003	3,2153662E+003	-7,5160599E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5160599E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5160599E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,4839402E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,4839402E+001	3,7743363E+000	1,4839402E+001	-2,660459855697507E-004
5,9169902E+003	6,7031770E+000	1,7986757E+000	6,9403038E+000	-1,5020452E+001	1,212813126328110E+004	2,4856350E+000	-1,1431402E+000	1,4954311E+001	1,0044196E+000	1,000000000000000E+000	38	1,4228877E-002	2,0501807E-003	0	-4,050163421461074E-003	1,0485660E-001	5,0465349E-002	2,2944708E+000	8,2162887E-002	2,8233372E-002	8,7313807E-001	5,7406633E-006	7,8078929E-006	3,0374790E-006	8,7972676E-006	3,5159114E-006	5,1376742E-006	4,7544319E-007	1,1670396E-006	5,5781402E-007	8,0447563E-007	3,2444396E-007	3,0796173E-007	1,3916299E-001	3,7341855E-002	1,4408591E-001	1,5020452E+001	1,0044198E+003	3,7432000E+003	3,8756167E+003	-7,4979546E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,4979546E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,4979546E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,5020452E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,5020452E+001	3,7267292E+000	1,5020452E+001	-2,930816125023025E-004
4,6864971E+003	7,0247164E+000	1,8735470E+000	7,2702694E+000	-1,4933619E+001	1,212890026457096E+004	2,4856415E+000	-1,1724290E+000	1,8126219E+001	1,2037474E+000	1,000000000000000E+000	38	1,4902631E-002	2,0498044E-003	0	-4,297132655876948E-003	1,3973562E-001	1,0782243E-001	2,1691761E+000	9,1619603E-002	6,7035660E-002	8,8363224E-001	8,2367196E-006	7,2736348E-006	7,6272836E-006	6,5396703E-006	7,1111563E-006	9,4851848E-006	3,1474065E-007	1,4043300E-006	5,1831665E-007	9,6829501E-007	2,3441623E-007	2,5210025E-007	1,3290085E-001	3,5445698E-002	1,3754648E-001	1,4933619E+001	1,2037471E+003	4,5133555E+003	4,6711226E+003	-7,5066383E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5066383E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5066383E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,4933619E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,4933619E+001	3,7494211E+000	1,4933619E+001	-2,469692344158735E-004
3,7111863E+003	7,3698525E+000	1,9168924E+000	7,6150641E+000	-1,4579537E+001	1,212966024735372E+004	2,4856439E+000	-1,2016507E+000	2,2372250E+001	1,4176140E+000	1,000000000000000E+000	38	1,5268116E-002	2,0049885E-003	0	-4,549983454418298E-003	1,4062035E-001	7,4174009E-002	2,1291084E+000	9,7929716E-002	6,4599536E-002	8,9120799E-001	1,1508874E-005	1,1165819E-005	8,0478694E-006	5,0097706E-006	4,8145926E-006	7,2601192E-006	3,4737010E-007	1,4650457E-006	2,3711299E-007	9,8020485E-007	6,0703081E-007	3,9287332E-007	1,2709008E-001	3,3056024E-002	1,3131866E-001	1,4579537E+001	1,4176139E+003	5,4502827E+003	5,6316260E+003	-7,5420464E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5420464E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5420464E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,4579537E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,4579537E+001	3,8446877E+000	1,4579537E+001	-2,528507985413500E-004
2,9409380E+003	7,7146330E+000	1,9137651E+000	7,9484625E+000	-1,3932093E+001	1,213042028810980E+004	2,4856410E+000	-1,2314837E+000	2,8277802E+001	1,6392931E+000	1,000000000000000E+000	38	1,5423770E-002	1,9404722E-003	0	-4,806577861939608E-003	1,0227500E-001	1,0914708E-001	2,1127222E+000	1,1395037E-001	1,1381374E-001	9,1889572E-001	5,4942684E-006	7,3552510E-006	8,2973866E-006	4,4918174E-006	7,4447630E-006	2,7453364E-006	8,1673295E-007	1,5707758E-006	1,9928227E-007	1,1114302E-006	4,8828508E-007	4,6784220E-007	1,2210937E-001	3,0291608E-002	1,2581049E-001	1,3932093E+001	1,6392930E+003	6,6082017E+003	6,8084956E+003	-7,6067909E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,6067909E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,6067909E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,3932093E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,3932093E+001	4,0311284E+000	1,3932093E+001	-2,565944075213107E-004
