freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	x	Pwe/W	Rwe/Ohm	
1,5844927E+003	1,1474672E+001	4,9054608E+000	1,2479249E+001	-2,3146870E+001	1,462507335300789E+005	2,7086248E+000	-7,5505257E-002	2,0476234E+001	3,1639733E+000	2,000000000000000E+000	38	1,4870913E-002	1,1916512E-003	0	-1,637995041287205E-004	7,3682338E-002	3,1499445E-002	8,0133028E-002	2,3146870E+001	3,1639727E+003	7,4010493E+003	8,0489907E+003	-6,6853134E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,6853134E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,6853134E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,3146870E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,3146870E+001	2,3391631E+000	6,6853134E+001	-1,026204635632650E-005	6,111579729818125E-006	-2,0451541E-004	3,5873328E+004
1,2587905E+003	1,2416135E+001	4,8966808E+000	1,3346830E+001	-2,1523308E+001	1,462512006776209E+005	2,7086253E+000	-7,7990428E-002	2,5820513E+001	3,4754591E+000	2,000000000000000E+000	38	1,4848619E-002	1,1125202E-003	0	-1,739543783289320E-004	6,9699578E-002	2,7488152E-002	7,4924156E-002	2,1523308E+001	3,4754595E+003	8,8124531E+003	9,4730225E+003	-6,8476692E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,8476692E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,8476692E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,1523308E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,1523308E+001	2,5356226E+000	6,8476692E+001	-1,015487420021155E-005	6,490471739601591E-006	-2,1124685E-004	3,4730227E+004
9,9968164E+002	1,3337940E+001	4,7563829E+000	1,4160644E+001	-1,9626514E+001	1,462516675435896E+005	2,7086222E+000	-8,0113918E-002	3,3471996E+001	3,7763240E+000	2,000000000000000E+000	38	1,4837584E-002	1,0478044E-003	0	-1,849246819276264E-004	6,6515483E-002	2,3719789E-002	7,0618257E-002	1,9626514E+001	3,7763232E+003	1,0589641E+004	1,1242824E+004	-7,0373489E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,0373489E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,0373489E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,9626514E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,9626514E+001	2,8042192E+000	7,0373489E+001	-1,097030359869435E-005	6,899788516598936E-006	-2,1699833E-004	3,3809633E+004
7,9423932E+002	1,4187466E+001	4,5118775E+000	1,4887620E+001	-1,7641628E+001	1,462521346440916E+005	2,7086220E+000	-8,2358584E-002	4,4413136E+001	4,0792046E+000	2,000000000000000E+000	38	1,4827196E-002	9,9594134E-004	0	-1,947427654369571E-004	6,4010955E-002	2,0356670E-002	6,7169905E-002	1,7641628E+001	4,0792051E+003	1,2826938E+004	1,3459950E+004	-7,2358368E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,2358368E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,2358368E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,7641628E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,7641628E+001	3,1444705E+000	7,2358368E+001	-9,818083509330696E-006	7,266114412885737E-006	-2,2307827E-004	3,2888156E+004
6,3100977E+002	1,4938264E+001	4,1895380E+000	1,5514637E+001	-1,5666514E+001	1,462526011484340E+005	2,7086372E+000	-8,3052121E-002	6,0202972E+001	4,3900247E+000	2,000000000000000E+000	38	1,4815326E-002	9,5492572E-004	0	-2,062091780403983E-004	6,2060732E-002	1,7405355E-002	6,4455263E-002	1,5666514E+001	4,3900239E+003	1,5653122E+004	1,6257076E+004	-7,4333488E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,4333488E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,4333488E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,5666514E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,5666514E+001	3,5656114E+000	7,4333488E+001	-1,146641260344120E-005	7,693941683875838E-006	-2,2495807E-004	3,2613703E+004
5,0112231E+002	1,5577927E+001	3,8300529E+000	1,6041855E+001	-1,3812997E+001	1,462530680117626E+005	2,7086306E+000	-8,5835591E-002	8,2922356E+001	4,7268519E+000	2,000000000000000E+000	38	1,4813260E-002	9,2341320E-004	0	-2,176392708632427E-004	6,0534157E-002	1,4883176E-002	6,2336933E-002	1,3812997E+001	4,7268516E+003	1,9225465E+004	1,9798021E+004	-7,6187004E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,6187004E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,6187004E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,3812997E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,3812997E+001	4,0672874E+000	7,6187004E+001	-1,143009282284443E-005	8,120413815019410E-006	-2,3249691E-004	3,1556031E+004
3,9808899E+002	1,6103947E+001	3,4805746E+000	1,6475784E+001	-1,2195848E+001	1,462535374446381E+005	2,7086275E+000	-8,8134326E-002	1,1486534E+002	5,1262374E+000	2,000000000000000E+000	38	1,4808227E-002	8,9878740E-004	0	-2,284715474829201E-004	5,9325323E-002	1,2822088E-002	6,0695138E-002	1,2195848E+001	5,1262373E+003	2,3718111E+004	2,4265760E+004	-7,7804153E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,7804153E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,7804153E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,2195848E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,2195848E+001	4,6268067E+000	7,7804153E+001	-1,083227661967734E-005	8,524580619850383E-006	-2,3872305E-004	3,0732945E+004
3,1631589E+002	1,6544424E+001	3,1377630E+000	1,6839344E+001	-1,0738990E+001	1,462540026558330E+005	2,7086334E+000	-8,9609027E-002	1,6035370E+002	5,5676117E+000	2,000000000000000E+000	38	1,4804295E-002	8,7914919E-004	0	-2,388587837530382E-004	5,8344685E-002	1,1065469E-002	5,9384737E-002	1,0738990E+001	5,5676123E+003	2,9356238E+004	2,9879543E+004	-7,9261009E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,9261009E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,9261009E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,0738990E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,0738990E+001	5,2726812E+000	7,9261009E+001	-1,038723627011818E-005	8,912142370876190E-006	-2,4271800E-004	3,0227238E+004
2,5120601E+002	1,6908653E+001	2,8461370E+000	1,7146517E+001	-9,5547056E+000	1,462544675122817E+005	2,7086296E+000	-9,1693364E-002	2,2260469E+002	6,1332984E+000	2,000000000000000E+000	38	1,4807991E-002	8,6361513E-004	0	-2,501808710123538E-004	5,7511833E-002	9,6806381E-003	5,8320884E-002	9,5547056E+000	6,1332969E+003	3,6437395E+004	3,6949980E+004	-8,0445297E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,0445297E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,0445297E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-9,5547056E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	9,5547056E+000	5,9409132E+000	8,0445297E+001	-1,132208725931560E-005	9,334584669229478E-006	-2,4836336E-004	2,9540084E+004
1,9955338E+002	1,7223230E+001	2,6121497E+000	1,7420189E+001	-8,6240034E+000	1,462549359363572E+005	2,7086346E+000	-9,3568884E-002	3,0532544E+002	6,8652034E+000	2,000000000000000E+000	38	1,4806147E-002	8,4994180E-004	0	-2,616751307360618E-004	5,6755621E-002	8,6078029E-003	5,7404660E-002	8,6240034E+000	6,8652007E+003	4,5265770E+004	4,5783414E+004	-8,1375999E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1375999E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1375999E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6240034E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6240034E+000	6,5935082E+000	8,1375999E+001	-1,149425972370795E-005	9,763450953717583E-006	-2,5344393E-004	2,8948027E+004
1,5852898E+002	1,7493176E+001	2,4218655E+000	1,7660028E+001	-7,8822832E+000	1,462554043228594E+005	2,7086303E+000	-9,5487289E-002	4,1453525E+002	7,7961230E+000	2,000000000000000E+000	38	1,4805087E-002	8,3833875E-004	0	-2,738268858839340E-004	5,6090053E-002	7,7654608E-003	5,6625050E-002	7,8822832E+000	7,7961265E+003	5,6311531E+004	5,6848641E+004	-8,2117714E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2117714E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2117714E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8822832E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8822832E+000	7,2230172E+000	8,2117714E+001	-1,215175514787225E-005	1,021684927649326E-005	-2,5863977E-004	2,8366396E+004
1,2592673E+002	1,7741301E+001	2,2827933E+000	1,7887562E+001	-7,3320270E+000	1,462558699942678E+005	2,7086234E+000	-9,7198762E-002	5,5365039E+002	9,0170918E+000	2,000000000000000E+000	38	1,4799892E-002	8,2738453E-004	0	-2,867929195971600E-004	5,5447649E-002	7,1345125E-003	5,5904768E-002	7,3320270E+000	9,0170869E+003	7,0078586E+004	7,0656320E+004	-8,2667976E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2667976E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2667976E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,3320270E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,3320270E+000	7,7717509E+000	8,2667976E+001	-1,296603371322595E-005	1,070062942735145E-005	-2,6327485E-004	2,7866852E+004
9,9968163E+001	1,7990875E+001	2,1858022E+000	1,8123171E+001	-6,9272027E+000	1,462563375213831E+005	2,7086267E+000	-9,9219710E-002	7,2836249E+002	1,0594999E+001	2,000000000000000E+000	38	1,4799688E-002	8,1661693E-004	0	-2,988385704546866E-004	5,4775193E-002	6,6549154E-003	5,5177983E-002	6,9272027E+000	1,0594995E+004	8,7205180E+004	8,7846445E+004	-8,3072800E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3072800E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3072800E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,9272027E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,9272027E+000	8,2307882E+000	8,3072800E+001	-1,204565085752664E-005	1,115006885639560E-005	-2,6874917E-004	2,7299281E+004
7,9415741E+001	1,8235733E+001	2,1281080E+000	1,8359488E+001	-6,6563034E+000	1,462568079250325E+005	2,7086177E+000	-1,0099456E-001	9,4171588E+002	1,2652784E+001	2,000000000000000E+000	38	1,4804190E-002	8,0635096E-004	0	-3,118333879407194E-004	5,4100603E-002	6,3135349E-003	5,4467753E-002	6,6563034E+000	1,2652785E+004	1,0842156E+005	1,0915735E+005	-8,3343697E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3343697E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3343697E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,6563034E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,6563034E+000	8,5689888E+000	8,3343697E+001	-1,299481748603281E-005	1,163492296851741E-005	-2,7355566E-004	2,6819439E+004
6,3082279E+001	1,8478687E+001	2,1250219E+000	1,8600473E+001	-6,5601134E+000	1,462572865570560E+005	2,7086260E+000	-1,0295772E-001	1,1872695E+003	1,5496306E+001	2,000000000000000E+000	38	1,4805603E-002	7,9597993E-004	0	-3,254399235854911E-004	5,3410064E-002	6,1420794E-003	5,3762071E-002	6,5601134E+000	1,5496304E+004	1,3475222E+005	1,3564031E+005	-8,3439888E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3439888E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3439888E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,5601134E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,5601134E+000	8,6957626E+000	8,3439888E+001	-1,360653564477169E-005	1,214260110760559E-005	-2,7887395E-004	2,6308141E+004
5,0112232E+001	1,8740660E+001	2,1384938E+000	1,8862276E+001	-6,5098553E+000	1,462577530459310E+005	2,7086279E+000	-1,0430937E-001	1,4851434E+003	1,9089571E+001	2,000000000000000E+000	38	1,4802013E-002	7,8474160E-004	0	-3,390853045748970E-004	5,2674048E-002	6,0106274E-003	5,3015873E-002	6,5098553E+000	1,9089578E+004	1,6729119E+005	1,6837681E+005	-8,3490143E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3490143E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3490143E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,5098553E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,5098553E+000	8,7634859E+000	8,3490143E+001	-1,364538098940589E-005	1,265172861873018E-005	-2,8253527E-004	2,5967254E+004
3,9808899E+001	1,9038082E+001	2,1602426E+000	1,9160252E+001	-6,4736376E+000	1,462584774340331E+005	2,7086217E+000	-1,0333636E-001	1,8507061E+003	2,3525564E+001	2,000000000000000E+000	39	1,4797533E-002	7,7230367E-004	0	-3,600777996835192E-004	5,1858600E-002	5,8843717E-003	5,2191380E-002	6,4736376E+000	2,3525578E+004	2,0732934E+005	2,0865980E+005	-8,3526360E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3526360E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3526360E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,4736376E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,4736376E+000	8,8129368E+000	8,3526360E+001	-2,099249510862218E-005	1,343498683594273E-005	-2,7989910E-004	2,6211701E+004
3,1629578E+001	1,9341993E+001	2,2062106E+000	1,9467411E+001	-6,5072193E+000	1,462589231506663E+005	2,7086308E+000	-1,0505281E-001	2,2807610E+003	2,9292559E+001	2,000000000000000E+000	39	1,4796416E-002	7,6006079E-004	0	-3,733415474573396E-004	5,1036965E-002	5,8214418E-003	5,1367898E-002	6,5072193E+000	2,9292549E+004	2,5680978E+005	2,5847498E+005	-8,3492783E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3492783E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3492783E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,5072193E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,5072193E+000	8,7670660E+000	8,3492783E+001	-1,326374777382042E-005	1,392987509868252E-005	-2,8454926E-004	2,5783518E+004
2,5120602E+001	1,9661430E+001	2,2441747E+000	1,9789091E+001	-6,5116158E+000	1,462593884889551E+005	2,7086329E+000	-1,0652747E-001	2,8231465E+003	3,6307392E+001	2,000000000000000E+000	39	1,4791794E-002	7,4747211E-004	0	-3,879798704990325E-004	5,0206900E-002	5,7306644E-003	5,0532892E-002	6,5116158E+000	3,6307375E+004	3,1809256E+005	3,2015794E+005	-8,3488388E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3488388E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3488388E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,5116158E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,5116158E+000	8,7610960E+000	8,3488388E+001	-1,463832304169287E-005	1,447605061280274E-005	-2,8854382E-004	2,5426615E+004
1,9955338E+001	2,0000067E+001	2,2791607E+000	2,0129511E+001	-6,5012474E+000	1,462598569026038E+005	2,7086256E+000	-1,0849765E-001	3,4993396E+003	4,4861061E+001	2,000000000000000E+000	39	1,4789907E-002	7,3473755E-004	0	-4,003177404313513E-004	4,9358845E-002	5,6248186E-003	4,9678307E-002	6,5012474E+000	4,4861090E+004	3,9366431E+005	3,9621219E+005	-8,3498749E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3498749E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3498749E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,5012474E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,5012474E+000	8,7751894E+000	8,3498749E+001	-1,233786993231880E-005	1,493639312842010E-005	-2,9387951E-004	2,4964832E+004
1,5846864E+001	2,0366495E+001	2,3029056E+000	2,0496281E+001	-6,4512177E+000	1,462603007886768E+005	2,7086263E+000	-1,1013126E-001	4,3611465E+003	5,5055767E+001	2,000000000000000E+000	39	1,4795763E-002	7,2187552E-004	0	-4,140247431643802E-004	4,8480403E-002	5,4818355E-003	4,8789341E-002	6,4512177E+000	5,5055766E+004	4,8690363E+005	4,9000641E+005	-8,3548782E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3548782E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3548782E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,4512177E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,4512177E+000	8,8438253E+000	8,3548782E+001	-1,370700273302893E-005	1,544781982965059E-005	-2,9830443E-004	2,4594527E+004
1,2587309E+001	2,0719980E+001	2,3131845E+000	2,0848703E+001	-6,3701391E+000	1,462608478120938E+005	2,7086318E+000	-1,1200826E-001	5,4660923E+003	6,7288277E+001	2,000000000000000E+000	39	1,4790799E-002	7,0943491E-004	0	-4,330945250400481E-004	4,7668476E-002	5,3217215E-003	4,7964614E-002	6,3701391E+000	6,7288289E+004	6,0272400E+005	6,0646844E+005	-8,3629860E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3629860E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3629860E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,3701391E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,3701391E+000	8,9573402E+000	8,3629860E+001	-1,906978187566786E-005	1,615933903102618E-005	-3,0338913E-004	2,4182430E+004
9,9968166E+000	2,1089085E+001	2,3018336E+000	2,1214333E+001	-6,2290683E+000	1,462613125318490E+005	2,7086291E+000	-1,1384084E-001	6,9164697E+003	8,1427963E+001	2,000000000000000E+000	39	1,4789625E-002	6,9715251E-004	0	-4,518588658524758E-004	4,6859641E-002	5,1146415E-003	4,7137942E-002	6,2290683E+000	8,1427930E+004	7,4603188E+005	7,5046256E+005	-8,3770935E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3770935E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3770935E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,2290683E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,2290683E+000	9,1618633E+000	8,3770935E+001	-1,876434081242770E-005	1,685946181566240E-005	-3,0835261E-004	2,3793123E+004
7,9395623E+000	2,1443192E+001	2,2853644E+000	2,1564632E+001	-6,0834832E+000	1,462618873878825E+005	2,7086239E+000	-1,1649697E-001	8,7713838E+003	9,8513306E+001	2,000000000000000E+000	39	1,4790431E-002	6,8586518E-004	0	-4,627461333975791E-004	4,6111085E-002	4,9144095E-003	4,6372227E-002	6,0834832E+000	9,8513266E+004	9,2433394E+005	9,2956875E+005	-8,3916519E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3916519E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3916519E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,0834832E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,0834832E+000	9,3828325E+000	8,3916519E+001	-1,088726754510332E-005	1,726568040585710E-005	-3,1554647E-004	2,3250596E+004
6,3105822E+000	2,1783751E+001	2,2633095E+000	2,1901012E+001	-5,9316902E+000	1,462622689082688E+005	2,7086244E+000	-1,1772954E-001	1,1143118E+004	1,1900529E+002	2,000000000000000E+000	39	1,4790832E-002	6,7534926E-004	0	-4,834577116505065E-004	4,5415517E-002	4,7186259E-003	4,5659989E-002	5,9316902E+000	1,1900522E+005	1,1453943E+006	1,1515599E+006	-8,4068314E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4068314E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4068314E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,9316902E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,9316902E+000	9,6247339E+000	8,4068314E+001	-2,071157825292739E-005	1,803845723748695E-005	-3,1888508E-004	2,3007178E+004
5,0112233E+000	2,2117701E+001	2,2139981E+000	2,2228235E+001	-5,7163076E+000	1,462627370423442E+005	2,7086301E+000	-1,1961783E-001	1,4344953E+004	1,4231270E+002	2,000000000000000E+000	39	1,4789163E-002	6,6533231E-004	0	-4,902858851882823E-004	4,4764116E-002	4,4809207E-003	4,4987828E-002	5,7163076E+000	1,4231272E+005	1,4216949E+006	1,4287999E+006	-8,4283691E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4283691E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4283691E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,7163076E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,7163076E+000	9,9899368E+000	8,4283691E+001	-6,828173537775793E-006	1,829322557275833E-005	-3,2400046E-004	2,2644033E+004
3,9819033E+000	2,2466825E+001	2,1880803E+000	2,2573124E+001	-5,5625849E+000	1,462633106530175E+005	2,7086356E+000	-1,2121189E-001	1,8266955E+004	1,7163637E+002	2,000000000000000E+000	39	1,4795894E-002	6,5546506E-004	0	-5,092483180940746E-004	4,4091854E-002	4,2941766E-003	4,4300471E-002	5,5625849E+000	1,7163634E+005	1,7623323E+006	1,7706705E+006	-8,4437416E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4437416E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4437416E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,5625849E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,5625849E+000	1,0267825E+001	8,4437416E+001	-1,896243290579235E-005	1,900073943973564E-005	-3,2831883E-004	2,2346287E+004
3,1629577E+000	2,2744888E+001	2,1699662E+000	2,2848166E+001	-5,4497843E+000	1,462640187052779E+005	2,7086301E+000	-1,2378581E-001	2,3188561E+004	2,0915924E+002	2,000000000000000E+000	39	1,4795025E-002	6,4753665E-004	0	-5,441767150711999E-004	4,3569356E-002	4,1567157E-003	4,3767191E-002	5,4497843E+000	2,0915919E+005	2,1923398E+006	2,2022945E+006	-8,4550217E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4550217E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4550217E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,4497843E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,4497843E+000	1,0481679E+001	8,4550217E+001	-3,492839697712526E-005	2,030396489268137E-005	-3,3528995E-004	2,1881588E+004
2,5112481E+000	2,3053822E+001	2,1344166E+000	2,3152418E+001	-5,2895970E+000	1,462648968019295E+005	2,7086301E+000	-1,2735273E-001	2,9692813E+004	2,5235796E+002	2,000000000000000E+000	39	1,4791531E-002	6,3887628E-004	0	-5,748449925121208E-004	4,3008097E-002	3,9818645E-003	4,3192033E-002	5,2895970E+000	2,5235792E+005	2,7257168E+006	2,7373740E+006	-8,4710403E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4710403E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4710403E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,2895970E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,2895970E+000	1,0800995E+001	8,4710403E+001	-3,066827744092090E-005	2,144823955793970E-005	-3,4495143E-004	2,1268725E+004
1,9950197E+000	2,3359449E+001	2,1129842E+000	2,3454821E+001	-5,1686363E+000	1,462659909408973E+005	2,7086294E+000	-1,3136496E-001	3,7755195E+004	3,0641144E+002	2,000000000000000E+000	39	1,4795744E-002	6,3081889E-004	0	-6,009498078045111E-004	4,2461798E-002	3,8408914E-003	4,2635158E-002	5,1686363E+000	3,0641163E+005	3,3874375E+006	3,4012675E+006	-8,4831360E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4831360E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4831360E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,1686363E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,1686363E+000	1,1055194E+001	8,4831360E+001	-2,610481529239034E-005	2,242224531479623E-005	-3,5581898E-004	2,0619117E+004
1,5846864E+000	2,3690161E+001	2,1098912E+000	2,3783930E+001	-5,0894442E+000	1,462673578177863E+005	2,7086234E+000	-1,3556318E-001	4,7601070E+004	3,7460159E+002	2,000000000000000E+000	39	1,4792960E-002	6,2197290E-004	0	-6,404951741506423E-004	4,1879427E-002	3,7298624E-003	4,2045195E-002	5,0894442E+000	3,7460184E+005	4,2060805E+006	4,2227290E+006	-8,4910553E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4910553E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4910553E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,0894442E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,0894442E+000	1,1228144E+001	8,4910553E+001	-3,954536634613115E-005	2,389773610248092E-005	-3,6718961E-004	1,9980523E+004
1,2582541E+000	2,4002966E+001	2,1706777E+000	2,4100918E+001	-5,1674147E+000	1,462690666831112E+005	2,7086389E+000	-1,4035907E-001	5,8271535E+004	4,7269388E+002	2,000000000000000E+000	39	1,4797126E-002	6,1396527E-004	0	-7,103881350330905E-004	4,1323561E-002	3,7370436E-003	4,1492194E-002	5,1674147E+000	4,7269359E+005	5,2269645E+006	5,2482945E+006	-8,4832588E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4832588E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4832588E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,1674147E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,1674147E+000	1,1057821E+001	8,4832588E+001	-6,989296088244815E-005	2,650553644509040E-005	-3,8018206E-004	1,9297926E+004
