freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	x	Pwe/W	Rwe/Ohm	
1,0000186E+006	2,7307825E+000	2,2223587E-001	2,7398105E+000	-4,6525779E+000	7,312172817685048E+004	2,7848098E+000	-4,7921535E-002	7,1613997E-001	4,7117821E-003	1,000000000000000E+000	37	1,3819902E-002	5,0441087E-003	0	-2,155700435054799E-005	3,6378604E-001	2,9605549E-002	3,6498874E-001	4,6525779E+000	4,7117844E+000	5,7897278E+001	5,8088688E+001	-8,5347420E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5347420E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5347420E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,6525779E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,6525779E+000	1,2287766E+001	8,5347420E+001	-2,155700435054799E-005	8,043208160195507E-007	-1,3345235E-004	5,8111867E+004
7,9433269E+005	2,7537475E+000	2,4096468E-001	2,7642701E+000	-5,0008879E+000	7,312215918542864E+004	2,7848172E+000	-1,0928364E-001	8,3150393E-001	6,3184439E-003	1,000000000000000E+000	37	1,4897260E-002	5,3892201E-003	0	-2,787027398275677E-005	3,6038205E-001	3,1534974E-002	3,6175916E-001	5,0008879E+000	6,3184404E+000	7,2207260E+001	7,2483177E+001	-8,4999115E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4999115E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4999115E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,0008879E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,0008879E+000	1,1428013E+001	8,4999115E+001	-6,313269632208784E-006	1,039877394278558E-006	-3,0433497E-004	2,5482471E+004
6,3095681E+005	2,7877703E+000	2,6550725E-001	2,8003852E+000	-5,4404402E+000	7,312259017278021E+004	2,7848139E+000	-1,1414719E-001	9,5004481E-001	8,5400678E-003	1,000000000000000E+000	37	1,4889675E-002	5,3170095E-003	0	-4,397241617122199E-005	3,5548511E-001	3,3856403E-002	3,5709372E-001	5,4404402E+000	8,5400629E+000	8,9668915E+001	9,0074677E+001	-8,4559563E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4559563E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4559563E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,4404402E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,4404402E+000	1,0499789E+001	8,4559563E+001	-1,610214218846522E-005	1,640669968890622E-006	-3,1787870E-004	2,4396691E+004
5,0120622E+005	2,8200932E+000	2,8764775E-001	2,8347251E+000	-5,8239927E+000	7,312302118330542E+004	2,7848208E+000	-1,1655101E-001	1,1039330E+000	1,1366919E-002	1,000000000000000E+000	37	1,5059397E-002	5,3124717E-003	0	-6,114647518877044E-005	3,5094699E-001	3,5796378E-002	3,5276788E-001	5,8239927E+000	1,1366914E+001	1,1144106E+002	1,1201926E+002	-8,4176010E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4176010E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4176010E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,8239927E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,8239927E+000	9,8039808E+000	8,4176010E+001	-1,717405901754845E-005	2,281457201603285E-006	-3,2457369E-004	2,3893578E+004
3,9810347E+005	2,8567369E+000	3,1662819E-001	2,8742301E+000	-6,3245988E+000	7,312345217153698E+004	2,7848160E+000	-1,2197360E-001	1,2626257E+000	1,5322537E-002	1,000000000000000E+000	37	1,4939128E-002	5,1976102E-003	0	-7,580878002225007E-005	3,4580174E-001	3,8327146E-002	3,4791926E-001	6,3245988E+000	1,5322538E+001	1,3824561E+002	1,3909215E+002	-8,3675400E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3675400E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3675400E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,3245988E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,3245988E+000	9,0223703E+000	8,3675400E+001	-1,466230483347963E-005	2,828527508618923E-006	-3,3967404E-004	2,2831303E+004
3,1622997E+005	2,8959043E+000	3,4534124E-001	2,9164228E+000	-6,8004990E+000	7,312388418536866E+004	2,7848148E+000	-1,1748274E-001	1,4573661E+000	2,0434525E-002	1,000000000000000E+000	37	1,4997013E-002	5,1422627E-003	0	-8,323402878878793E-005	3,4047341E-001	4,0602002E-002	3,4288579E-001	6,8004990E+000	2,0434526E+001	1,7135640E+002	1,7257053E+002	-8,3199501E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3199501E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3199501E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,8004990E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,8004990E+000	8,3856316E+000	8,3199501E+001	-7,425248766537864E-006	3,105573523451595E-006	-3,2716765E-004	2,3704035E+004
2,5118764E+005	2,9342241E+000	3,7754226E-001	2,9584134E+000	-7,3318787E+000	7,312431519034691E+004	2,7848146E+000	-1,1642058E-001	1,6782485E+000	2,7331894E-002	1,000000000000000E+000	37	1,5040334E-002	5,0839190E-003	0	-9,655860138169697E-005	3,3525524E-001	4,3136790E-002	3,3801901E-001	7,3318787E+000	2,7331896E+001	2,1242101E+002	2,1417216E+002	-8,2668121E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2668121E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2668121E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,3318787E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,3318787E+000	7,7719092E+000	8,2668121E+001	-1,332457259290904E-005	3,602731241971418E-006	-3,2420974E-004	2,3920295E+004
1,9954350E+005	2,9755487E+000	4,1599005E-001	3,0044863E+000	-7,9585285E+000	7,312474619305879E+004	2,7848086E+000	-1,2040833E-001	1,9173422E+000	3,6755729E-002	1,000000000000000E+000	37	1,4798393E-002	4,9254317E-003	0	-1,087321318390443E-004	3,2962990E-001	4,6083182E-002	3,3283558E-001	7,9585285E+000	3,6755718E+001	2,6291122E+002	2,6546808E+002	-8,2041473E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2041473E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2041473E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,9585285E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,9585285E+000	7,1529326E+000	8,2041473E+001	-1,217353045734733E-005	4,056942030820823E-006	-3,3531414E-004	2,3128041E+004
1,5848613E+005	3,0237241E+000	4,6413016E-001	3,0591378E+000	-8,7265739E+000	7,312517719299695E+004	2,7848186E+000	-1,2333390E-001	2,1636603E+000	4,9804732E-002	1,000000000000000E+000	37	1,5014922E-002	4,9082204E-003	0	-1,230088702348164E-004	3,2310528E-001	4,9595434E-002	3,2688949E-001	8,7265739E+000	4,9804749E+001	3,2446878E+002	3,2826895E+002	-8,1273422E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1273422E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1273422E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,7265739E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,7265739E+000	6,5148191E+000	8,1273422E+001	-1,427673839577215E-005	4,589626335646006E-006	-3,4346254E-004	2,2579506E+004
1,2590929E+005	3,0735402E+000	5,1856917E-001	3,1169798E+000	-9,5767784E+000	7,312560818288196E+004	2,7848163E+000	-1,2223449E-001	2,4375620E+000	6,7468502E-002	1,000000000000000E+000	37	1,4736249E-002	4,7277333E-003	0	-1,423347143599919E-004	3,1635222E-001	5,3375099E-002	3,2082337E-001	9,5767784E+000	6,7468529E+001	3,9988327E+002	4,0553500E+002	-8,0423218E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,0423218E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,0423218E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-9,5767784E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	9,5767784E+000	5,9269629E+000	8,0423218E+001	-1,932584412517543E-005	5,310699563830080E-006	-3,4040061E-004	2,2782572E+004
1,0000371E+005	3,1305094E+000	5,8044952E-001	3,1838672E+000	-1,0504315E+001	7,312603918212675E+004	2,7848074E+000	-1,2523463E-001	2,7418239E+000	9,1129407E-002	1,000000000000000E+000	37	1,4619748E-002	4,5918208E-003	0	-1,497314131895805E-004	3,0881980E-001	5,7260424E-002	3,1408346E-001	1,0504315E+001	9,1129433E+001	4,9148370E+002	4,9986078E+002	-7,9495682E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,9495682E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,9495682E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,0504315E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,0504315E+001	5,3932500E+000	7,9495682E+001	-7,396698829588579E-006	5,586680342129375E-006	-3,4875434E-004	2,2236719E+004
7,9433273E+004	3,1887703E+000	6,5582615E-001	3,2555130E+000	-1,1621819E+001	7,312647018801176E+004	2,7848129E+000	-1,2570049E-001	3,0551248E+000	1,2398455E-001	1,000000000000000E+000	37	1,4695561E-002	4,5140539E-003	0	-1,618543813305797E-004	3,0087382E-001	6,1879937E-002	3,0717126E-001	1,1621819E+001	1,2398454E+002	6,0284003E+002	6,1545776E+002	-7,8378181E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8378181E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8378181E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,1621819E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,1621819E+001	4,8622189E+000	7,8378181E+001	-1,212296814099924E-005	6,039004582974076E-006	-3,5005235E-004	2,2154352E+004
6,3093828E+004	3,2544539E+000	7,4238151E-001	3,3380535E+000	-1,2850008E+001	7,312690119128325E+004	2,7848117E+000	-1,2775028E-001	3,3978648E+000	1,6806366E-001	1,000000000000000E+000	37	1,4410029E-002	4,3168957E-003	0	-1,772211743068021E-004	2,9207307E-001	6,6625513E-002	2,9957578E-001	1,2850008E+001	1,6806363E+002	7,3675793E+002	7,5568353E+002	-7,7149994E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,7149994E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,7149994E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,2850008E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,2850008E+001	4,3838024E+000	7,7149994E+001	-1,536679297622242E-005	6,612360289789829E-006	-3,5576048E-004	2,1798871E+004
5,0122477E+004	3,3273375E+000	8,5065156E-001	3,4343534E+000	-1,4340802E+001	7,312733219364844E+004	2,7848189E+000	-1,3153306E-001	3,7328103E+000	2,2900732E-001	1,000000000000000E+000	37	1,4272452E-002	4,1557904E-003	0	-1,843578939388713E-004	2,8210250E-001	7,2121009E-002	2,9117563E-001	1,4340802E+001	2,2900740E+002	8,9576593E+002	9,2457611E+002	-7,5659195E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5659195E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5659195E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,4340802E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,4340802E+001	3,9115164E+000	7,5659195E+001	-7,136719632069193E-006	6,878640894683928E-006	-3,6629575E-004	2,1172008E+004
3,9814063E+004	3,4130399E+000	9,7323352E-001	3,5490880E+000	-1,5915581E+001	7,312762417874549E+004	2,7848191E+000	-1,3179395E-001	4,1073961E+000	3,0886391E-001	1,000000000000000E+000	37	1,4947122E-002	4,2115389E-003	0	-1,914791301204047E-004	2,7096167E-001	7,7265136E-002	2,8176254E-001	1,5915581E+001	3,0886395E+002	1,0831572E+003	1,1263333E+003	-7,4084419E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,4084419E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,4084419E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,5915581E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,5915581E+001	3,5069075E+000	7,4084419E+001	-7,121236181533358E-006	7,144343791220814E-006	-3,6702229E-004	2,1130100E+004
3,1621143E+004	3,5148234E+000	1,1218252E+000	3,6895089E+000	-1,7701508E+001	7,312791617773590E+004	2,7848167E+000	-1,3637796E-001	4,4865999E+000	4,1479227E-001	1,000000000000000E+000	37	1,5269747E-002	4,1386937E-003	0	-2,040086996117089E-004	2,5820604E-001	8,2411543E-002	2,7103877E-001	1,7701508E+001	4,1479224E+002	1,2995978E+003	1,3641873E+003	-7,2298492E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,2298492E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,2298492E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,7701508E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,7701508E+001	3,1331294E+000	7,2298492E+001	-1,252956949130427E-005	7,611838875126726E-006	-3,7978764E-004	2,0419844E+004
2,5116906E+004	3,6288497E+000	1,2971832E+000	3,8537300E+000	-1,9670141E+001	7,312820819173986E+004	2,7848201E+000	-1,3676929E-001	4,8848667E+000	5,5346829E-001	1,000000000000000E+000	37	1,5312790E-002	3,9734985E-003	0	-2,163383244702903E-004	2,4434666E-001	8,7345138E-002	2,5948885E-001	1,9670141E+001	5,5346832E+002	1,5483188E+003	1,6442683E+003	-7,0329857E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,0329857E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,0329857E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,9670141E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,9670141E+001	2,7974844E+000	7,0329857E+001	-1,232962485858135E-005	8,071873755957326E-006	-3,8087787E-004	2,0361441E+004
1,9948781E+004	3,7693114E+000	1,5028665E+000	4,0578709E+000	-2,1737722E+001	7,312850018190348E+004	2,7848186E+000	-1,3544627E-001	5,3086410E+000	7,2816151E-001	1,000000000000000E+000	37	1,5149090E-002	3,7332608E-003	0	-2,300485773585970E-004	2,2891043E-001	9,1269143E-002	2,4643466E-001	2,1737722E+001	7,2816162E+002	1,8262882E+003	1,9660997E+003	-6,8262276E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,8262276E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,8262276E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,1737722E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,1737722E+001	2,5080814E+000	6,8262276E+001	-1,371025288830668E-005	8,583421724851108E-006	-3,7719330E-004	2,0560320E+004
1,5847683E+004	3,9401786E+000	1,7391726E+000	4,3069396E+000	-2,3816391E+001	7,312879217684059E+004	2,7848201E+000	-1,3414188E-001	5,7744641E+000	9,4158489E-001	1,000000000000000E+000	37	1,4820200E-002	3,4410050E-003	0	-2,424654640673479E-004	2,1241166E-001	9,3757302E-002	2,3218343E-001	2,3816391E+001	9,4158484E+002	2,1332056E+003	2,3317693E+003	-6,6183609E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,6183609E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,6183609E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,3816391E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,3816391E+001	2,2655478E+000	6,6183609E+001	-1,241688670875090E-005	9,046712462636340E-006	-3,7356099E-004	2,0760258E+004
1,2590930E+004	4,1483741E+000	2,0029554E+000	4,6066079E+000	-2,5772598E+001	7,312925418091565E+004	2,7848117E+000	-7,3049851E-002	6,3108969E+000	1,1930844E+000	1,000000000000000E+000	38	1,4924095E-002	3,2397148E-003	0	-2,492941252321147E-004	1,9548589E-001	9,4386257E-002	2,1707948E-001	2,5772598E+001	1,1930841E+003	2,4710283E+003	2,7439807E+003	-6,4227402E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,4227402E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,4227402E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,5772598E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,5772598E+001	2,0711265E+000	6,4227402E+001	-6,828661164766852E-006	9,301498991926375E-006	-2,0343009E-004	3,8122074E+004
1,0002226E+004	4,4037466E+000	2,3102973E+000	4,9729729E+000	-2,7682440E+001	7,312954618886596E+004	2,7848196E+000	-7,4681178E-002	6,8874049E+000	1,4864804E+000	1,000000000000000E+000	38	1,4283880E-002	2,8723020E-003	0	-2,527304970241385E-004	1,7806974E-001	9,3419097E-002	2,0108695E-001	2,7682440E+001	1,4864803E+003	2,8334373E+003	3,1996860E+003	-6,2317558E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,2317558E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,2317558E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,7682440E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,7682440E+001	1,9061385E+000	6,2317558E+001	-3,436371792023762E-006	9,429714643737793E-006	-2,0797360E-004	3,7289445E+004
7,9439951E+003	4,7069578E+000	2,6500614E+000	5,4016919E+000	-2,9379919E+001	7,313003369950340E+004	2,7849932E+000	-7,0208609E-002	7,5600595E+000	1,8196064E+000	1,000000000000000E+000	38	1,4320664E-002	2,6511443E-003	0	-2,629604702503938E-004	1,6131720E-001	9,0823099E-002	1,8512718E-001	2,9379919E+001	1,8196066E+003	3,2319292E+003	3,7089534E+003	-6,0620079E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,0620079E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,0620079E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,9379919E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,9379919E+001	1,7761694E+000	6,0620079E+001	-1,022997322625528E-005	9,811408699154665E-006	-1,9553049E-004	3,9667402E+004
6,3077358E+003	5,0821533E+000	3,0139577E+000	5,9086566E+000	-3,0669950E+001	7,313042922594480E+004	2,7849994E+000	-7,2145671E-002	8,3716202E+000	2,1782429E+000	1,000000000000000E+000	38	1,4159686E-002	2,3964306E-003	0	-2,726813228877339E-004	1,4556944E-001	8,6329587E-002	1,6924320E-001	3,0669950E+001	2,1782429E+003	3,6729656E+003	4,2702949E+003	-5,9330048E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,9330048E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,9330048E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,0669950E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,0669950E+001	1,6862059E+000	5,9330048E+001	-9,720852637340135E-006	1,017410678087920E-005	-2,0092564E-004	3,8602445E+004
5,0116030E+003	5,5255237E+000	3,4029143E+000	6,4893174E+000	-3,1626993E+001	7,313089639010024E+004	2,7850089E+000	-7,3668852E-002	9,3323812E+000	2,5662351E+000	1,000000000000000E+000	38	1,4001082E-002	2,1575585E-003	0	-2,807117352769969E-004	1,3121258E-001	8,0807753E-002	1,5409942E-001	3,1626993E+001	2,5662349E+003	4,1669556E+003	4,8937798E+003	-5,8373009E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,8373009E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,8373009E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,1626993E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,1626993E+001	1,6237622E+000	5,8373009E+001	-8,030412389263000E-006	1,047373226412689E-005	-2,0516841E-004	3,7804430E+004
3,9812773E+003	6,0558915E+000	3,8079476E+000	7,1536207E+000	-3,2161701E+001	7,313136337465560E+004	2,7849960E+000	-7,6819591E-002	1,0498004E+001	2,9746566E+000	1,000000000000000E+000	38	1,3876798E-002	1,9398285E-003	0	-2,886540503049942E-004	1,1833856E-001	7,4411348E-002	1,3978936E-001	3,2161701E+001	2,9746565E+003	4,7306841E+003	5,5881978E+003	-5,7838299E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,7838299E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,7838299E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,2161701E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,2161701E+001	1,5903295E+000	5,7838303E+001	-7,942315027997273E-006	1,077007071637760E-005	-2,1394226E-004	3,6253723E+004
3,1630398E+003	6,6788344E+000	4,2138958E+000	7,8970718E+000	-3,2249172E+001	7,313183025633078E+004	2,7849972E+000	-7,9064265E-002	1,1940753E+001	3,3999074E+000	1,000000000000000E+000	38	1,3774663E-002	1,7442747E-003	0	-2,973306885175536E-004	1,0709483E-001	6,7569643E-002	1,2662922E-001	3,2249172E+001	3,3999075E+003	5,3886997E+003	6,3716133E+003	-5,7750828E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,7750828E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,7750828E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,2249172E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,2249172E+001	1,5849549E+000	5,7750824E+001	-8,676638212559457E-006	1,109380775395234E-005	-2,2019376E-004	3,5224477E+004
2,5124104E+003	7,4021626E+000	4,6026931E+000	8,7164669E+000	-3,1873508E+001	7,313229726085957E+004	2,7849948E+000	-8,1959598E-002	1,3763140E+001	3,8376079E+000	1,000000000000000E+000	38	1,3698014E-002	1,5715100E-003	0	-3,069653155453529E-004	9,7426623E-002	6,0580250E-002	1,1472538E-001	3,1873508E+001	3,8376079E+003	6,1717339E+003	7,2675674E+003	-5,8126492E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,8126492E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,8126492E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,1873508E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,1873508E+001	1,6082243E+000	5,8126495E+001	-9,634627027799267E-006	1,145328864225334E-005	-2,2825706E-004	3,3980094E+004
1,9956381E+003	8,2273417E+000	4,9536448E+000	9,6035280E+000	-3,1051952E+001	7,313276438093511E+004	2,7850001E+000	-8,3743788E-002	1,6099541E+001	4,2835279E+000	1,000000000000000E+000	38	1,3634653E-002	1,4197546E-003	0	-3,172047329578329E-004	8,9206792E-002	5,3711001E-002	1,0412840E-001	3,1051952E+001	4,2835273E+003	7,1143667E+003	8,3043857E+003	-5,8948048E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,8948048E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,8948048E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,1051952E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,1051952E+001	1,6608663E+000	5,8948044E+001	-1,023941741248001E-005	1,183533507295610E-005	-2,3322646E-004	3,3256199E+004
1,5844927E+003	9,1599903E+000	5,2293859E+000	1,0547602E+001	-2,9721796E+001	7,313323153461050E+004	2,7849920E+000	-8,6286746E-002	1,9207870E+001	4,7214255E+000	1,000000000000000E+000	38	1,3594536E-002	1,2888747E-003	0	-3,291659502993118E-004	8,2335584E-002	4,7004908E-002	9,4808280E-002	2,9721796E+001	4,7214248E+003	8,2702275E+003	9,5230518E+003	-6,0278206E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,0278206E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,0278206E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,9721796E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,9721796E+001	1,7516378E+000	6,0278206E+001	-1,196121734147891E-005	1,228162417399443E-005	-2,4030790E-004	3,2276012E+004
1,2587905E+003	1,0163069E+001	5,3944488E+000	1,1506001E+001	-2,7958885E+001	7,313369865596574E+004	2,7850001E+000	-8,9051567E-002	2,3437948E+001	5,1518707E+000	1,000000000000000E+000	38	1,3563732E-002	1,1788398E-003	0	-3,410117564783044E-004	7,6767266E-002	4,0747248E-002	8,6911172E-002	2,7958885E+001	5,1518706E+003	9,7060557E+003	1,0988598E+004	-6,2041115E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,2041115E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,2041115E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,7958885E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,7958885E+001	1,8839865E+000	6,2041115E+001	-1,184580617899256E-005	1,272360712938844E-005	-2,4800861E-004	3,1274016E+004
9,9968164E+002	1,1214451E+001	5,4321384E+000	1,2460820E+001	-2,5844963E+001	7,313416649033455E+004	2,7850015E+000	-9,0953216E-002	2,9308096E+001	5,5697536E+000	1,000000000000000E+000	38	1,3546354E-002	1,0871157E-003	0	-3,534791372166574E-004	7,2224535E-002	3,4984656E-002	8,0251537E-002	2,5844963E+001	5,5697539E+003	1,1498552E+004	1,2776496E+004	-6,4155037E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,4155037E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,4155037E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,5844963E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,5844963E+001	2,0644634E+000	6,4155037E+001	-1,246738073835306E-005	1,318878186730808E-005	-2,5330484E-004	3,0620154E+004
7,9423932E+002	1,2245786E+001	5,3142014E+000	1,3349157E+001	-2,3458996E+001	7,313463366507663E+004	2,7849946E+000	-9,3723625E-002	3,7707760E+001	5,9758410E+000	1,000000000000000E+000	38	1,3523947E-002	1,0130936E-003	0	-3,645472847155696E-004	6,8719335E-002	2,9821558E-002	7,4911095E-002	2,3458996E+001	5,9758423E+003	1,3770436E+004	1,5011182E+004	-6,6541000E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,6541000E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,6541000E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-2,3458996E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	2,3458996E+001	2,3043511E+000	6,6541000E+001	-1,106814749891221E-005	1,360174933177507E-005	-2,6101980E-004	2,9714969E+004
