1.0000186E+006	1.5817478E+001	-2.2317848
7.9201306E+005	1.6123810E+001	-2.2326834
6.2729181E+005	1.6428526E+001	-2.2504892
4.9682675E+005	1.6732914E+001	-2.2727435
3.9349206E+005	1.7050257E+001	-2.2943332
3.1165566E+005	1.7362698E+001	-2.3221664
2.4683603E+005	1.7685570E+001	-2.3668592
1.9549808E+005	1.8020803E+001	-2.402386
1.5483967E+005	1.8353521E+001	-2.4533668
1.2263398E+005	1.8705078E+001	-2.518676
9.7127375E+004	1.9063740E+001	-2.5919893
7.6928070E+004	1.9422199E+001	-2.6622477
6.0922652E+004	1.9793758E+001	-2.7576685
4.8257500E+004	2.0188997E+001	-2.8348184
3.8218156E+004	2.0601240E+001	-2.9646418
3.0266479E+004	2.1010569E+001	-3.0736449
2.3975656E+004	2.1472530E+001	-3.1992161
1.8983818E+004	2.1959082E+001	-3.3332088
1.5040457E+004	2.2455469E+001	-3.4493351
1.1913598E+004	2.3003265E+001	-3.578167
9.4374268E+003	2.3574867E+001	-3.673754
7.4706152E+003	2.4186691E+001	-3.7769201
5.9169902E+003	2.4788460E+001	-3.8318543
4.6864971E+003	2.5393169E+001	-3.8360298
3.7111863E+003	2.6008270E+001	-3.8377097
2.9409380E+003	2.6587181E+001	-3.7954237
2.3292527E+003	2.7167723E+001	-3.7532833
1.8444061E+003	2.7716005E+001	-3.6741242
1.4604702E+003	2.8253731E+001	-3.6429901
1.1568517E+003	2.8776270E+001	-3.5772226
9.1646613E+002	2.9276516E+001	-3.5308559
7.2569403E+002	2.9732794E+001	-3.508199
5.7481604E+002	3.0317327E+001	-3.4954233
4.5514554E+002	3.0803461E+001	-3.4900732
3.6057681E+002	3.1290583E+001	-3.5048079
2.8563962E+002	3.1776369E+001	-3.5149398
2.2623093E+002	3.2272503E+001	-3.5386822
1.7914027E+002	3.2764816E+001	-3.5920358
1.4186128E+002	3.3277534E+001	-3.6480591
1.1233688E+002	3.3797691E+001	-3.7205982
8.9003143E+001	3.4345184E+001	-3.7926145
7.0473549E+001	3.4909866E+001	-3.8666942
5.5839867E+001	3.5489929E+001	-3.9427609
4.4221729E+001	3.6126507E+001	-3.9986558
3.5011173E+001	3.6772827E+001	-4.0393252
2.7736723E+001	3.7432350E+001	-4.0414386
2.1960661E+001	3.8089249E+001	-4.0017853
1.7399788E+001	3.8733482E+001	-3.9211988
1.3786777E+001	3.9360611E+001	-3.7900093
1.0911301E+001	3.9951069E+001	-3.6795435
8.6421518E+000	4.0504986E+001	-3.4933252
6.8470612E+000	4.1003529E+001	-3.3558915
5.4215789E+000	4.1435390E+001	-3.1713462
4.2925849E+000	4.1928490E+001	-3.0512724
3.4026577E+000	4.2290581E+001	-2.9978817
2.6930346E+000	4.2643093E+001	-2.8321383
2.1345615E+000	4.3049271E+001	-2.6744096
1.6891882E+000	4.3504372E+001	-2.5741642
1.3382137E+000	4.3957172E+001	-2.6205735
1.0603294E+000	4.4247002E+001	-2.7448547
8.3950907E-001	4.4380783E+001	-2.7631578
6.6478032E-001	4.4523956E+001	-2.6192126
5.2641332E-001	4.4749451E+001	-2.3630624
4.1728988E-001	4.5136871E+001	-2.0526438
3.3019856E-001	4.5759991E+001	-1.8699596
2.6168153E-001	4.6449074E+001	-2.0194025
2.0718426E-001	4.6959869E+001	-2.5408041
1.6412809E-001	4.6972191E+001	-3.2530718
1.3006553E-001	4.6397305E+001	-3.7513866
1.0297224E-001	4.5463123E+001	-3.7003849
8.1529468E-002	4.4641953E+001	-3.0177937
6.4577833E-002	4.4246510E+001	-1.9164394
5.1141009E-002	4.4582634E+001	-0.71077913
4.0502772E-002	4.5674015E+001	-0.01816806
3.2105520E-002	4.7127399E+001	-0.51566023
2.5420561E-002	4.7876884E+001	-2.4702492
2.0122826E-002	4.6882469E+001	-5.0219765
1.5950948E-002	4.4309605E+001	-6.4862733
1.2626052E-002	4.1650169E+001	-6.2114892
9.9972636E-003	4.0080227E+001	-4.8860221
