1.0000186E+006	6.1279607E+000	-0.36280736
7.9433269E+005	6.1739440E+000	-0.38323763
6.3095681E+005	6.2211108E+000	-0.39966568
5.0120622E+005	6.2691913E+000	-0.41625884
3.9810347E+005	6.3157930E+000	-0.42956838
3.1622997E+005	6.3670464E+000	-0.44098902
2.5118764E+005	6.4140081E+000	-0.45905295
1.9954350E+005	6.4636059E+000	-0.47595945
1.5848613E+005	6.5147963E+000	-0.49894497
1.2590929E+005	6.5658083E+000	-0.5273177
1.0000371E+005	6.6207533E+000	-0.56050938
7.9433273E+004	6.6784968E+000	-0.60509413
6.3093828E+004	6.7435527E+000	-0.6494481
5.0122477E+004	6.8141732E+000	-0.70439082
3.9814063E+004	6.8948975E+000	-0.76837915
3.1621143E+004	6.9862213E+000	-0.84323341
2.5116906E+004	7.0973577E+000	-0.92509419
1.9948781E+004	7.2221041E+000	-1.0178151
1.5847683E+004	7.3731265E+000	-1.1107374
1.2590930E+004	7.5373969E+000	-1.2030607
1.0002226E+004	7.7335448E+000	-1.2929995
7.9439951E+003	7.9520659E+000	-1.3680285
6.3077358E+003	8.1898785E+000	-1.4259588
5.0116030E+003	8.4399214E+000	-1.4523551
3.9812773E+003	8.6913891E+000	-1.4530791
3.1630398E+003	8.9427528E+000	-1.4181232
2.5124104E+003	9.1643019E+000	-1.3675071
1.9956381E+003	9.3734741E+000	-1.2978363
1.5844927E+003	9.5563078E+000	-1.2271327
1.2587905E+003	9.7151833E+000	-1.1541096
9.9968164E+002	9.8566179E+000	-1.0841402
7.9423932E+002	9.9772015E+000	-1.0307212
6.3100977E+002	1.0084337E+001	-0.9832353
5.0112231E+002	1.0186812E+001	-0.95679247
3.9808899E+002	1.0287870E+001	-0.94073766
3.1631589E+002	1.0382411E+001	-0.9354552
2.5120601E+002	1.0480618E+001	-0.94036746
1.9955338E+002	1.0581862E+001	-0.96658534
1.5852898E+002	1.0687077E+001	-1.0005752
1.2592673E+002	1.0804778E+001	-1.0475224
9.9968163E+001	1.0938673E+001	-1.0927597
7.9415741E+001	1.1086209E+001	-1.1580058
6.3082279E+001	1.1243418E+001	-1.223833
5.0112232E+001	1.1416007E+001	-1.2871982
3.9808899E+001	1.1622945E+001	-1.3557363
3.1629578E+001	1.1836759E+001	-1.3958435
2.5120602E+001	1.2073222E+001	-1.4124187
1.9955338E+001	1.2304918E+001	-1.4198931
1.5846864E+001	1.2548559E+001	-1.4040895
1.2587309E+001	1.2771771E+001	-1.3540007
9.9968166E+000	1.2964422E+001	-1.3025684
7.9395623E+000	1.3120100E+001	-1.2199745
6.3105822E+000	1.3297094E+001	-1.187729
5.0112233E+000	1.3398674E+001	-1.1032395
3.9819033E+000	1.3574143E+001	-1.0344993
3.1629577E+000	1.3685238E+001	-1.0728587
2.5112481E+000	1.3697793E+001	-1.0346237
1.9950197E+000	1.3778179E+001	-0.9343164
1.5846864E+000	1.3913631E+001	-0.8781895
1.2582541E+000	1.4081483E+001	-0.92442042
1.0000616E+000	1.4149037E+001	-1.0778911
7.9444051E-001	1.4059607E+001	-1.2117385
6.3126236E-001	1.3902925E+001	-1.2203841
5.0118715E-001	1.3809659E+001	-1.1210452
3.9821118E-001	1.3846527E+001	-1.0057358
3.1619295E-001	1.4012378E+001	-0.96531999
2.5117323E-001	1.4256580E+001	-1.096487
1.9957349E-001	1.4457215E+001	-1.4406692
1.5846863E-001	1.4445580E+001	-1.9067163
1.2590662E-001	1.4227662E+001	-2.2634547
1.0002181E-001	1.3994866E+001	-2.388226
7.9420954E-002	1.3939219E+001	-2.3649714
6.3119084E-002	1.4099728E+001	-2.3571553
5.0094575E-002	1.4417000E+001	-2.450808
3.9821938E-002	1.4812935E+001	-2.6909525
3.1629652E-002	1.5238811E+001	-3.0447772
2.5115162E-002	1.5642845E+001	-3.5003955
1.9949377E-002	1.6028233E+001	-3.959692
1.5841872E-002	1.6442579E+001	-4.3458543
1.2591705E-002	1.6981991E+001	-4.6796999
9.9972636E-003	1.7666412E+001	-5.0467029
