1.0000186E+006	5.0878167E+000	-0.049459293
7.9201306E+005	5.1348801E+000	-0.14486279
6.2729181E+005	5.1876550E+000	-0.21745978
4.9682675E+005	5.2382016E+000	-0.28427589
3.9349206E+005	5.2931170E+000	-0.34397292
3.1165566E+005	5.3481164E+000	-0.39619014
2.4683603E+005	5.4050217E+000	-0.44924849
1.9549808E+005	5.4661036E+000	-0.49542993
1.5483967E+005	5.5321527E+000	-0.54701722
1.2263398E+005	5.5982585E+000	-0.60016578
9.7127375E+004	5.6699286E+000	-0.65774924
7.6928070E+004	5.7477074E+000	-0.72374171
6.0922652E+004	5.8330727E+000	-0.79306763
4.8257500E+004	5.9255376E+000	-0.88247347
3.8218156E+004	6.0302677E+000	-0.97343498
3.0266479E+004	6.1452718E+000	-1.0812312
2.3975656E+004	6.2829790E+000	-1.2034198
1.8983818E+004	6.4434900E+000	-1.3363663
1.5040457E+004	6.6338096E+000	-1.4801371
1.1913598E+004	6.8533373E+000	-1.6296043
9.4374268E+003	7.1083207E+000	-1.7852002
7.4706152E+003	7.4061723E+000	-1.9269854
5.9169902E+003	7.7405167E+000	-2.0547142
4.6864971E+003	8.1018915E+000	-2.1553516
3.7111863E+003	8.4965849E+000	-2.2078738
2.9409380E+003	8.9054260E+000	-2.2198765
2.3292527E+003	9.2912369E+000	-2.1855223
1.8444061E+003	9.6618242E+000	-2.1122086
1.4604702E+003	1.0000078E+001	-2.0106595
1.1568517E+003	1.0294314E+001	-1.8932151
9.1646613E+002	1.0551804E+001	-1.7789043
7.2569403E+002	1.0775684E+001	-1.6768138
5.7481604E+002	1.0971066E+001	-1.5932474
4.5514554E+002	1.1140911E+001	-1.5280906
3.6057681E+002	1.1309577E+001	-1.5047539
2.8563962E+002	1.1466398E+001	-1.4956852
2.2623093E+002	1.1628799E+001	-1.5196049
1.7914027E+002	1.1805746E+001	-1.5661863
1.4186128E+002	1.2000725E+001	-1.6328573
1.1233688E+002	1.2217270E+001	-1.717852
8.9003143E+001	1.2464555E+001	-1.8128338
7.0473549E+001	1.2739541E+001	-1.8913298
5.5839867E+001	1.3033716E+001	-1.9710642
4.4221729E+001	1.3357923E+001	-2.0231652
3.5011173E+001	1.3691657E+001	-2.0511913
2.7736723E+001	1.4029693E+001	-2.0633051
2.1960661E+001	1.4347225E+001	-2.0364454
1.7399788E+001	1.4658375E+001	-2.0035641
1.3786777E+001	1.4945841E+001	-1.9667889
1.0911301E+001	1.5221815E+001	-1.9488479
8.6421518E+000	1.5463414E+001	-1.9130595
6.8470612E+000	1.5733706E+001	-1.867516
5.4197016E+000	1.5954052E+001	-1.8657309
4.2925849E+000	1.6200993E+001	-1.8798829
3.4004376E+000	1.6437908E+001	-1.8762383
2.6930346E+000	1.6647118E+001	-1.8770154
2.1345615E+000	1.6830973E+001	-1.9502172
1.6891882E+000	1.7144867E+001	-1.9410625
1.3384447E+000	1.7186127E+001	-1.952264
1.0601133E+000	1.7575787E+001	-1.9589757
8.3950907E-001	1.7551716E+001	-2.1802497
6.6517669E-001	1.7661747E+001	-1.926572
5.2644908E-001	1.8131102E+001	-2.035691
4.1728988E-001	1.8092945E+001	-2.4802563
3.3019856E-001	1.7800346E+001	-2.3504004
2.6168153E-001	1.8035713E+001	-1.9960271
2.0727515E-001	1.8637123E+001	-2.0798073
1.6422123E-001	1.8898447E+001	-2.7105496
1.3006553E-001	1.8503145E+001	-3.0871696
1.0297224E-001	1.8205284E+001	-2.81709
8.1555545E-002	1.8461729E+001	-2.3924124
6.4581856E-002	1.9126066E+001	-2.3237798
5.1141009E-002	1.9736300E+001	-2.7791562
4.0509924E-002	1.9866238E+001	-3.3235734
3.2105520E-002	1.9860069E+001	-3.4911871
2.5420561E-002	2.0178598E+001	-3.4088128
2.0124838E-002	2.0851768E+001	-3.4952478
1.5937239E-002	2.1587748E+001	-3.7391889
1.2632385E-002	2.2260609E+001	-4.0452771
1.0003746E-002	2.2999393E+001	-4.3496203
